"state","county","party","pop_2010_real_hr","zageszczenie_2010_hr","liczba_glosow"
Georgia,Murray,Republican,39628,115.0,5315
South Dakota,Sully,Republican,1373,1.4,199
Washington,Grays Harbor,Democrat,72797,38.3,241
Virginia,Grayson,Democrat,15533,35.1,534
Nebraska,Phelps,Republican,9188,17.0,1436
Alabama,Chambers,Democrat,34215,57.4,3211
Arkansas,Woodruff,Republican,7260,12.4,286
Illinois,Vermilion,Republican,81625,90.9,10836
Mississippi,Sharkey,Republican,4916,11.4,402
Oklahoma,Bryan,Republican,42416,46.9,2774
Wisconsin,Waupaca,Democrat,52410,70.1,6465
Florida,Clay,Republican,190865,315.8,37320
Montana,Silver Bow,Democrat,34200,47.6,7565
Ohio,Paulding,Republican,19614,47.1,3983
Virginia,Franklin City,Democrat,8582,1045.8,935
West Virginia,Morgan,Democrat,17541,76.6,1168
Georgia,Cobb,Republican,688078,2026.4,110737
Georgia,Camden,Republican,50513,82.4,6221
Oklahoma,Harmon,Democrat,2922,5.4,289
South Dakota,Gregory,Democrat,4271,4.2,343
Virginia,Manassas Park,Democrat,14273,5632.6,1008
Missouri,Cole,Republican,75990,193.0,14364
Texas,San Saba,Democrat,6131,5.4,85
Indiana,Tipton,Democrat,15936,61.2,1043
Idaho,Adams,Democrat,3976,2.9,67
Missouri,Howard,Republican,10144,21.9,1704
Pennsylvania,Columbia,Republican,67295,139.3,8467
Kentucky,Greenup,Republican,36910,107.2,1474
Maryland,Montgomery,Republican,971777,1978.2,43496
South Carolina,Sumter,Republican,107456,161.6,11173
Missouri,Dade,Democrat,7883,16.1,414
Utah,Millard,Democrat,12503,1.9,20
New York,Rockland,Democrat,311687,1795.9,28038
Nebraska,Hooker,Republican,736,1.0,153
Georgia,Telfair,Democrat,16500,37.7,517
Florida,Baker,Republican,27115,46.3,3973
Pennsylvania,Snyder,Democrat,39702,120.8,2205
Iowa,Grundy,Democrat,12453,24.8,398
South Dakota,Yankton,Republican,22438,43.1,1016
Florida,Citrus,Democrat,141236,242.8,11639
Nebraska,Polk,Republican,5406,12.3,691
Georgia,Bacon,Republican,11096,42.9,1658
Iowa,Franklin,Republican,10680,18.4,628
Georgia,Long,Democrat,14464,36.1,372
Mississippi,Prentiss,Democrat,25276,60.9,932
South Carolina,Lancaster,Democrat,76652,139.6,4545
California,Glenn,Republican,28122,21.4,2011
Louisiana,St. John the Baptist,Democrat,45924,215.5,4382
Texas,Karnes,Republican,14824,19.8,1186
Wisconsin,Waushara,Democrat,24496,39.1,2683
Missouri,Jackson,Republican,674158,1115.3,69817
Kentucky,Henderson,Democrat,46250,105.9,5737
Iowa,Mahaska,Democrat,22381,39.2,699
Georgia,Glascock,Republican,3082,21.4,674
Kentucky,Lee,Democrat,7887,37.8,423
Georgia,Colquitt,Democrat,45498,83.6,1337
Pennsylvania,Lebanon,Republican,133568,369.1,23753
Illinois,Lake,Democrat,703462,1585.6,94105
South Dakota,Tripp,Democrat,5644,3.5,283
Texas,Montgomery,Democrat,455746,437.5,12580
Alabama,Madison,Republican,334811,417.7,64741
Oklahoma,Kiowa,Democrat,9446,9.3,845
Alabama,Etowah,Republican,104430,195.2,18417
Alabama,Fayette,Democrat,17241,27.5,808
Illinois,Bond,Republican,17768,46.7,2603
Pennsylvania,Wayne,Democrat,52822,72.8,3852
Oklahoma,Adair,Republican,22683,39.6,1525
Oklahoma,Tulsa,Republican,603403,1058.1,86869
Arkansas,Bradley,Republican,11508,17.7,1663
North Carolina,Chowan,Republican,14793,85.8,1557
Michigan,Osceola,Republican,23528,41.5,4027
Mississippi,Issaquena,Republican,1406,3.4,165
Nebraska,Jefferson,Democrat,7547,13.2,99
Texas,Red River,Democrat,12860,12.4,464
Pennsylvania,Columbia,Democrat,67295,139.3,5837
California,Los Angeles,Republican,9818605,2419.6,243464
Alabama,Lamar,Democrat,14564,24.1,615
Indiana,Harrison,Republican,39364,81.2,7246
Ohio,Portage,Democrat,161419,331.2,17542
North Carolina,Gates,Democrat,12197,35.8,1105
Iowa,Floyd,Republican,16303,32.6,760
Ohio,Champaign,Republican,40097,93.5,8345
Georgia,Bryan,Democrat,30233,69.3,1394
Michigan,Gratiot,Republican,42476,74.7,4620
Virginia,Fluvanna,Republican,25691,89.8,3600
Missouri,Lewis,Republican,10211,20.2,1566
Texas,Hockley,Republican,22935,25.2,3959
Illinois,Jackson,Democrat,60218,103.1,7482
Illinois,JoDaviess,Republican,22678,37.7,4056
Mississippi,Noxubee,Republican,11545,16.6,586
Indiana,Johnson,Democrat,139654,435.8,9166
New Jersey,Hudson,Democrat,634266,13731.4,74910
Kentucky,Campbell,Democrat,90336,597.0,6302
South Dakota,Roberts,Republican,10149,9.2,400
Texas,Hutchinson,Democrat,22150,25.0,256
Louisiana,Morehouse,Democrat,27979,35.2,1811
Virginia,James City,Democrat,67009,470.4,7960
Georgia,Worth,Republican,21679,38.0,3359
New Mexico,Curry,Republican,48376,34.4,3063
Tennessee,Stewart,Republican,13324,29.0,1890
Georgia,Atkinson,Republican,8375,24.7,934
Kentucky,Marshall,Democrat,31448,104.4,3885
Georgia,Dade,Republican,16633,95.6,2760
Texas,Robertson,Democrat,16622,19.4,1182
Virginia,Buchanan,Democrat,24098,47.9,733
Ohio,Carroll,Republican,28836,73.1,5595
Mississippi,Grenada,Democrat,21906,51.9,1879
New York,Suffolk,Republican,1493350,1637.4,95643
Michigan,Hillsdale,Democrat,46688,78.1,2357
Ohio,Clark,Democrat,138333,348.0,12012
Wisconsin,Dodge,Republican,88759,101.4,19474
Missouri,Washington,Democrat,25195,33.2,1418
Nebraska,Morrill,Republican,5042,3.5,914
Oklahoma,Texas,Democrat,20640,10.1,660
Mississippi,Lincoln,Republican,34869,59.5,6046
Texas,Hartley,Democrat,6062,4.1,48
Ohio,Morrow,Democrat,34827,85.8,2199
Washington,Stevens,Democrat,43531,17.6,124
Idaho,Bonner,Democrat,40877,23.6,901
Pennsylvania,Armstrong,Republican,68941,105.5,11041
Florida,Okeechobee,Republican,39996,52.0,3656
South Carolina,Pickens,Republican,119224,240.2,23685
Texas,Atascosa,Republican,44911,36.8,4409
Louisiana,Caldwell,Republican,10132,19.1,615
Georgia,Dooly,Republican,14918,38.1,1038
Illinois,Knox,Democrat,52919,73.9,6004
North Carolina,Anson,Republican,26948,50.7,1191
Michigan,Clinton,Republican,75382,133.1,12043
Texas,Mason,Republican,4012,4.3,1245
Missouri,Nodaway,Democrat,23370,26.6,1447
Texas,San Augustine,Democrat,8865,16.7,428
Tennessee,Chester,Democrat,17131,60.0,485
Ohio,Darke,Democrat,52959,88.5,2245
Georgia,Bartow,Republican,100157,217.9,17723
Oklahoma,Adair,Democrat,22683,39.6,1553
Tennessee,Humphreys,Republican,18538,34.9,2314
Mississippi,Alcorn,Democrat,37057,92.6,1111
Florida,Indian River,Republican,138028,274.5,27381
Missouri,Carroll,Republican,9295,13.4,1900
Texas,Jim Wells,Republican,40838,47.2,2034
Texas,San Jacinto,Republican,26384,46.3,4545
Georgia,Walton,Republican,83768,257.2,18818
Wisconsin,Iron,Republican,5916,7.8,1522
Nebraska,Platte,Democrat,32237,47.8,236
Michigan,Macomb,Republican,840978,1754.9,118220
Georgia,Ben Hill,Republican,17634,70.5,1799
Nebraska,Keya Paha,Republican,824,1.1,249
Texas,Foard,Republican,1336,1.9,30
Tennessee,Campbell,Republican,40716,84.8,4169
Arizona,Greenlee,Republican,8437,4.6,543
Missouri,Shannon,Republican,8441,8.4,1468
South Carolina,Lancaster,Republican,76652,139.6,12377
Illinois,Kane,Republican,515269,990.8,58789
Texas,Andrews,Democrat,14786,9.9,114
Missouri,Benton,Republican,19056,27.1,4017
Washington,Jefferson,Republican,29872,16.6,3093
Virginia,Alleghany,Democrat,16250,36.5,679
Texas,Titus,Republican,32334,79.6,4143
New Mexico,Roosevelt,Democrat,19846,8.1,673
Georgia,Chatham,Republican,265128,621.7,30123
Ohio,Van Wert,Democrat,28744,70.3,1331
California,Tulare,Democrat,442179,91.7,14130
South Carolina,Greenville,Democrat,451225,574.7,30772
Washington,Pacific,Republican,20920,22.4,2373
Florida,Flagler,Democrat,95696,197.1,9129
Texas,Knox,Republican,3719,4.4,686
New Jersey,Monmouth,Republican,630380,1344.7,41669
Missouri,Morgan,Democrat,20565,34.4,1060
Tennessee,Henderson,Republican,27769,53.4,3876
New Mexico,Socorro,Democrat,17866,2.7,2074
Iowa,Page,Democrat,15932,29.8,399
Iowa,Guthrie,Republican,10954,18.5,754
Iowa,Marshall,Democrat,40648,71.0,1799
Nebraska,Franklin,Republican,3225,5.6,427
Texas,Medina,Democrat,46006,34.7,1505
Mississippi,Jones,Republican,67761,97.5,11794
Kentucky,Ballard,Democrat,8249,33.4,1064
Louisiana,Tangipahoa,Republican,121097,153.0,7552
Nebraska,Hall,Republican,58607,107.3,5406
Pennsylvania,Allegheny,Republican,1223348,1675.6,117932
Tennessee,Blount,Democrat,123010,220.2,5098
Iowa,Marion,Democrat,33309,60.1,1300
Florida,Pinellas,Democrat,916542,3347.5,103441
Kentucky,Estill,Republican,14672,58.0,600
Nebraska,Dakota,Republican,21006,79.5,1097
Missouri,Ozark,Democrat,9723,13.1,510
Oklahoma,Ellis,Democrat,4151,3.4,263
Wisconsin,Lafayette,Democrat,16836,26.6,2497
Michigan,Mason,Democrat,28705,58.0,2964
Virginia,Danville,Democrat,43055,1002.8,3331
Ohio,Clinton,Democrat,42040,102.9,1851
Virginia,Brunswick,Democrat,17434,30.8,1506
Colorado,Gunnison,Democrat,15324,4.7,622
Alabama,Butler,Democrat,20947,27.0,2352
Texas,Bowie,Democrat,92565,104.6,3123
Nevada,Pershing,Democrat,6753,1.1,65
Nebraska,Gosper,Republican,2044,4.5,342
Kentucky,Marshall,Republican,31448,104.4,1591
Michigan,Arenac,Democrat,15899,43.8,1258
Florida,Hendry,Republican,39140,34.0,2556
Pennsylvania,Berks,Republican,411442,480.4,46981
Oregon,Lincoln,Democrat,46034,47.0,8701
Montana,Jefferson,Democrat,11406,6.9,1503
Illinois,Logan,Democrat,30305,49.0,1709
Michigan,Missaukee,Democrat,14849,26.3,990
Ohio,Hardin,Democrat,32058,68.1,1440
Nevada,Mineral,Republican,4772,1.3,191
Louisiana,Winn,Republican,15313,16.1,883
Missouri,Bollinger,Democrat,12363,20.0,445
Mississippi,Chickasaw,Republican,17392,34.7,1968
Indiana,Kosciusko,Democrat,77358,145.6,3493
Nebraska,Dodge,Republican,36691,69.4,3792
Tennessee,Dickson,Democrat,49666,101.4,2193
Georgia,Telfair,Republican,16500,37.7,1193
Idaho,Minidoka,Democrat,20069,26.5,77
Arkansas,Crittenden,Democrat,50902,83.5,4101
Mississippi,Madison,Republican,95203,133.2,17624
Colorado,Denver,Democrat,600158,3922.6,26721
Florida,DeSoto,Democrat,34862,54.7,1713
Tennessee,Hickman,Republican,24690,40.3,2771
Alabama,Covington,Republican,37765,36.6,9257
Indiana,Gibson,Democrat,33503,68.7,2937
North Carolina,Avery,Republican,17797,72.0,3961
California,San Francisco,Republican,805235,17179.1,11291
Arkansas,Prairie,Democrat,8715,13.4,943
Illinois,Warren,Republican,17707,32.6,2926
South Carolina,Florence,Republican,136885,171.1,18121
Illinois,Macon,Democrat,110768,190.8,10935
Texas,Glasscock,Republican,1226,1.4,392
Indiana,Clinton,Republican,33224,82.0,6363
North Carolina,Bladen,Republican,35190,40.2,2391
South Dakota,Tripp,Republican,5644,3.5,581
Alabama,Randolph,Democrat,22913,39.5,1564
Virginia,Roanoke City,Democrat,97032,2279.8,8082
Texas,Cameron,Democrat,406220,456.0,28644
Wisconsin,Pepin,Democrat,7469,32.2,995
Georgia,Thomas,Republican,44720,82.1,6497
North Carolina,Brunswick,Democrat,107431,126.8,11444
Oklahoma,Rogers,Democrat,86905,128.6,6567
West Virginia,Ritchie,Republican,10449,23.1,2022
Indiana,Perry,Republican,19338,50.7,2414
Illinois,JoDaviess,Democrat,22678,37.7,2540
Nebraska,Cuming,Democrat,9139,16.0,60
South Dakota,Aurora,Democrat,2710,3.8,282
Iowa,Cass,Republican,13956,24.7,924
Missouri,Perry,Democrat,18971,40.0,873
Michigan,Kalamazoo,Republican,250331,445.7,30432
Tennessee,Dickson,Republican,49666,101.4,6136
Nebraska,Cedar,Republican,8852,12.0,1292
Georgia,Lowndes,Democrat,109233,220.2,5682
Mississippi,Pike,Republican,40404,98.8,4255
Tennessee,Hancock,Republican,6819,30.7,863
Texas,Frio,Democrat,17217,15.2,2494
Idaho,Blaine,Republican,21376,8.1,1509
Montana,Musselshell,Republican,4538,2.4,1199
Mississippi,Simpson,Republican,27503,46.7,4501
Georgia,Barrow,Democrat,69367,432.7,2336
Washington,Grant,Democrat,89120,33.3,141
Missouri,Dallas,Republican,16777,31.0,3595
Iowa,Wapello,Republican,35625,82.5,1669
Nebraska,Loup,Republican,632,1.1,136
California,Tuolumne,Democrat,55365,24.9,5474
Oklahoma,Pittsburg,Democrat,45837,35.1,4743
West Virginia,Taylor,Republican,16895,97.8,1921
Alabama,Monroe,Democrat,23068,22.5,2643
Michigan,Dickinson,Democrat,26168,34.4,1983
West Virginia,Morgan,Republican,17541,76.6,3342
Texas,Hays,Republican,157107,231.7,19490
Mississippi,Itawamba,Democrat,23401,43.9,528
Michigan,Ottawa,Democrat,263801,468.2,22020
Louisiana,Iberville,Republican,33387,54.0,1608
Kentucky,Warren,Republican,113792,210.1,5400
North Carolina,Jackson,Democrat,40271,82.1,5043
New Jersey,Camden,Democrat,513657,2321.5,70103
Oklahoma,Carter,Democrat,47557,57.8,3353
North Carolina,Surry,Democrat,73673,138.4,4584
Kentucky,Fayette,Republican,295803,1042.8,14643
Iowa,Dallas,Democrat,66135,112.4,2899
Georgia,Wheeler,Republican,7421,25.1,555
Missouri,Cole,Democrat,75990,193.0,6101
Indiana,Lake,Democrat,496005,994.1,75984
Tennessee,Smith,Democrat,19166,61.0,907
Oklahoma,Canadian,Republican,115541,128.9,22108
New York,Chenango,Democrat,50477,56.5,2452
Arkansas,Sharp,Republican,17264,28.6,2867
South Dakota,Fall River,Democrat,7094,4.1,511
Iowa,Floyd,Democrat,16303,32.6,799
Kentucky,Boyle,Democrat,28432,157.8,3099
Illinois,DeKalb,Democrat,105160,166.6,12450
New Jersey,Sussex,Democrat,149265,287.6,9265
South Dakota,Todd,Democrat,9612,6.9,932
Texas,Brown,Democrat,38106,40.3,531
North Carolina,New Hanover,Republican,202667,1058.1,27621
Texas,Cass,Democrat,30464,32.5,1041
Iowa,Allamakee,Republican,14330,22.4,686
Ohio,Belmont,Democrat,70400,132.3,7245
Georgia,Montgomery,Republican,9123,38.1,1437
Michigan,Ontonagon,Republican,6780,5.2,1026
Kentucky,Magoffin,Democrat,13333,43.2,1137
Virginia,Wise,Democrat,41452,102.8,1072
North Carolina,Franklin,Democrat,60619,123.3,7809
Mississippi,DeSoto,Republican,161252,338.7,25804
Texas,Sutton,Republican,4128,2.8,874
Illinois,Wayne,Republican,16760,23.5,3980
Mississippi,Lamar,Democrat,55658,112.0,2008
Louisiana,Orleans,Republican,343829,2029.4,8611
Michigan,St. Clair,Democrat,163040,226.1,8830
Texas,Wheeler,Republican,5410,5.9,1593
Oklahoma,Stephens,Democrat,45048,51.8,3282
Ohio,Auglaize,Republican,45949,114.5,11253
Georgia,Troup,Republican,67044,161.9,9381
Kentucky,Madison,Republican,82916,189.6,4726
South Dakota,Stanley,Republican,2966,2.1,480
Oklahoma,Hughes,Democrat,14003,17.4,1410
Iowa,Poweshiek,Republican,18914,32.3,983
Kentucky,Lyon,Republican,8314,38.9,430
Texas,Llano,Republican,19301,20.7,5667
Oklahoma,Custer,Democrat,27469,27.8,2023
Michigan,Berrien,Republican,156813,276.2,20998
Texas,Nueces,Republican,340223,405.8,27155
Tennessee,Humphreys,Democrat,18538,34.9,1069
Virginia,Mecklenburg,Democrat,32727,52.3,1966
Virginia,Roanoke,Democrat,92376,368.7,6083
Texas,Foard,Democrat,1336,1.9,192
Tennessee,Benton,Democrat,16489,41.8,847
Virginia,Hanover,Republican,99863,213.1,24556
Alabama,Coffee,Republican,49948,73.6,10078
Kentucky,Russell,Republican,17565,69.2,2245
Texas,Guadalupe,Republican,131533,184.9,20190
Texas,Nueces,Democrat,340223,405.8,21834
Georgia,Jenkins,Democrat,8340,24.0,419
Mississippi,Perry,Republican,12250,18.9,1303
Florida,Hamilton,Republican,14799,28.8,988
Georgia,Greene,Democrat,15994,41.3,1245
Oklahoma,Texas,Republican,20640,10.1,2571
Illinois,Tazewell,Republican,135394,208.6,26457
Texas,Floyd,Republican,6446,6.5,1270
Texas,Borden,Republican,641,0.7,302
Georgia,Dawson,Republican,22330,105.9,5785
Illinois,McDonough,Democrat,32612,55.3,2521
South Carolina,Laurens,Democrat,66537,93.2,3751
Tennessee,Anderson,Republican,75129,222.8,10513
Arkansas,Lee,Republican,10424,17.3,640
North Carolina,Halifax,Republican,54691,75.5,2392
South Carolina,Aiken,Democrat,160099,149.5,9758
North Carolina,Richmond,Republican,46639,98.4,2590
Illinois,Putnam,Democrat,6006,37.5,954
South Carolina,Edgefield,Republican,26985,53.9,4007
South Carolina,Aiken,Republican,160099,149.5,28591
Wisconsin,Richland,Republican,18021,30.7,3094
Tennessee,Sumner,Republican,160645,303.4,25913
Georgia,Coweta,Democrat,127317,288.8,6769
Michigan,Alpena,Democrat,29598,51.8,2449
Missouri,Schuyler,Democrat,4431,14.4,243
Missouri,Jefferson,Republican,218733,333.1,33902
California,Colusa,Democrat,21419,18.6,1237
South Dakota,Grant,Republican,7356,10.8,1249
Montana,Roosevelt,Republican,10425,4.4,804
Florida,Gulf,Democrat,15863,28.1,1088
North Carolina,Swain,Democrat,13981,26.5,1497
Virginia,Franklin,Democrat,56159,81.3,2654
Illinois,Will,Republican,677560,809.6,81484
Virginia,Campbell,Democrat,54842,108.8,1963
North Carolina,Columbus,Republican,58098,62.0,3487
Kentucky,Leslie,Democrat,11310,28.2,141
Illinois,Perry,Democrat,22350,50.6,1783
Utah,Washington,Republican,138115,56.9,12525
Wisconsin,Chippewa,Democrat,62415,61.9,9135
Texas,Grayson,Republican,120877,129.6,19418
California,Placer,Democrat,348432,247.6,30086
Colorado,Saguache,Democrat,6108,1.9,266
South Carolina,Horry,Republican,269291,237.5,53775
South Dakota,Brule,Democrat,5255,6.4,401
Virginia,Bland,Democrat,6824,19.1,239
South Carolina,Kershaw,Republican,61697,84.9,10686
Texas,Shackelford,Republican,3378,3.7,1098
Louisiana,Catahoula,Republican,10407,14.7,608
Arkansas,Little River,Republican,13171,24.7,1298
Louisiana,Orleans,Democrat,343829,2029.4,53687
Tennessee,Shelby,Democrat,927644,1215.5,82450
Virginia,Greensville,Republican,12243,41.5,689
North Carolina,Harnett,Democrat,114678,192.7,7766
Arizona,Gila,Republican,53597,11.3,4752
Michigan,Menominee,Republican,24029,23.0,2698
Iowa,Black Hawk,Democrat,131090,231.7,6899
Kentucky,Gallatin,Democrat,8589,84.8,600
Michigan,St. Joseph,Democrat,61295,122.4,3601
Virginia,Petersburg,Republican,32420,1413.7,687
Wyoming,Natrona,Democrat,75450,14.1,38
Kentucky,Washington,Democrat,11717,39.4,1183
Virginia,Caroline,Republican,28545,54.1,3194
New York,Sullivan,Democrat,77547,80.1,4759
Texas,Reeves,Republican,13783,5.2,122
South Carolina,Clarendon,Democrat,34971,57.6,3901
Mississippi,Tunica,Republican,10778,23.7,263
Indiana,Parke,Republican,17339,39.0,3059
Georgia,Terrell,Democrat,9315,27.8,909
New York,Madison,Republican,73442,112.2,6315
North Carolina,Granville,Democrat,59916,112.7,7408
Michigan,Bay,Democrat,107771,243.7,12300
Texas,Guadalupe,Democrat,131533,184.9,5848
Florida,Dixie,Republican,16422,23.3,1689
California,Kings,Republican,152982,110.1,8371
Georgia,White,Republican,27144,112.8,5928
Colorado,Logan,Democrat,22709,12.4,147
Tennessee,Claiborne,Republican,32213,74.1,3682
Maryland,Prince George's,Democrat,863420,1788.8,151111
Wisconsin,Green Lake,Republican,19051,54.5,4564
Pennsylvania,Cameron,Democrat,5085,12.8,404
Pennsylvania,Cumberland,Democrat,235406,431.6,23164
Iowa,Poweshiek,Democrat,18914,32.3,899
Florida,Alachua,Republican,247336,282.7,23335
Florida,Lafayette,Republican,8870,16.3,1045
Alabama,Clarke,Democrat,25833,20.9,3361
Wisconsin,Menominee,Democrat,4232,11.8,559
Texas,Collingsworth,Republican,3057,3.3,555
Georgia,Talbot,Democrat,6865,17.5,972
Washington,Douglas,Republican,38431,21.1,3628
Texas,Jones,Democrat,20202,21.8,267
Florida,St. Lucie,Democrat,277789,485.7,25645
Montana,Rosebud,Democrat,9233,1.8,610
Nebraska,Boyd,Democrat,2099,3.9,23
Illinois,Cumberland,Democrat,11048,31.9,881
West Virginia,Wirt,Republican,5717,24.6,535
Texas,Randall,Democrat,120725,132.4,3065
Michigan,St. Clair,Republican,163040,226.1,23711
Oklahoma,Blaine,Republican,11943,12.9,1414
Mississippi,Yalobusha,Republican,12678,27.1,1827
Georgia,Bryan,Republican,30233,69.3,5592
Florida,Palm Beach,Democrat,1320134,670.2,142683
Virginia,Accomack,Republican,33164,73.8,4279
South Dakota,Jackson,Republican,3031,1.6,211
Georgia,Dougherty,Republican,94565,287.7,6455
North Carolina,Alexander,Democrat,37198,143.1,2271
Illinois,Hardin,Democrat,4320,24.3,384
Florida,Franklin,Democrat,11549,21.6,1312
Texas,Parmer,Republican,10269,11.7,1204
Arizona,Mohave,Republican,200186,15.0,19921
Texas,Bexar,Republican,1714773,1383.1,128532
Texas,Sabine,Democrat,10834,22.0,274
Iowa,Sac,Republican,10350,18.0,669
Louisiana,Avoyelles,Democrat,42073,50.5,1636
New York,Erie,Republican,919040,881.4,57280
Nebraska,Hamilton,Democrat,9124,16.8,67
Iowa,Dickinson,Democrat,16667,43.8,699
Ohio,Franklin,Democrat,1163414,2186.1,152509
New York,Steuben,Democrat,98990,71.2,4679
Texas,Collingsworth,Democrat,3057,3.3,60
Wisconsin,Monroe,Democrat,44673,49.6,5803
Mississippi,Sunflower,Democrat,29450,42.2,2631
Georgia,Hart,Democrat,25213,108.5,1016
Kentucky,Logan,Republican,26835,48.6,837
South Carolina,Cherokee,Democrat,55342,140.9,2384
Alabama,Choctaw,Democrat,13859,15.2,2045
Montana,Cascade,Democrat,81327,30.1,8514
New Mexico,San Juan,Republican,130044,23.6,7354
Oregon,Hood River,Republican,22346,42.8,1961
Kentucky,Hickman,Republican,4902,20.2,334
South Dakota,Corson,Republican,4050,1.6,178
California,Modoc,Republican,9686,2.5,1159
Kentucky,Adair,Democrat,18656,46.0,876
New Mexico,Rio Arriba,Democrat,40246,6.9,8167
Georgia,Richmond,Democrat,200549,618.4,19847
Tennessee,Grundy,Democrat,13703,38.0,649
New Mexico,Rio Arriba,Republican,40246,6.9,645
Mississippi,Claiborne,Democrat,9604,19.7,1552
Kentucky,Fayette,Democrat,295803,1042.8,37062
Kentucky,Casey,Republican,15955,35.9,1902
Alabama,Washington,Democrat,17581,16.3,2073
Texas,Kent,Republican,808,0.9,226
Mississippi,Sharkey,Democrat,4916,11.4,702
New York,Cortland,Republican,49336,98.9,3667
Missouri,Shelby,Republican,6373,12.7,1322
Kentucky,Owen,Democrat,10841,30.9,1173
South Dakota,Clay,Republican,13864,33.6,565
Arkansas,Clark,Democrat,22995,26.6,2144
Mississippi,Stone,Democrat,17786,39.9,688
Oregon,Curry,Democrat,22364,13.7,2991
Ohio,Holmes,Republican,42366,100.3,5557
South Carolina,Horry,Democrat,269291,237.5,16743
Alabama,Marengo,Republican,21027,21.5,1046
Texas,Jasper,Republican,35710,38.0,5824
Tennessee,Wilson,Democrat,113993,199.7,5975
Michigan,Gogebic,Democrat,16427,14.9,1468
Florida,Marion,Republican,331298,209.1,55700
Mississippi,Copiah,Democrat,29449,37.9,3784
Arkansas,Union,Democrat,41639,40.1,4217
Ohio,Auglaize,Democrat,45949,114.5,1983
Wisconsin,Walworth,Republican,102228,184.2,21581
Alabama,DeKalb,Republican,71109,91.5,12847
Pennsylvania,Mifflin,Republican,46682,113.6,7139
Missouri,Phelps,Republican,45156,67.2,7375
Indiana,Wayne,Republican,68917,171.5,10074
Nebraska,Merrick,Republican,7845,16.2,1218
Illinois,Piatt,Republican,16729,38.1,4476
Missouri,Barry,Republican,35597,45.7,6874
Ohio,Preble,Republican,42270,99.7,10195
Texas,Roberts,Republican,929,1.0,368
Ohio,Fairfield,Republican,146156,289.8,31374
Georgia,Pierce,Republican,18758,59.3,3276
Kentucky,Webster,Democrat,13621,41.0,1862
Ohio,Lucas,Democrat,441815,1296.2,56248
Tennessee,McMinn,Democrat,52266,121.5,1646
Illinois,Bureau,Democrat,34978,40.2,3370
Oregon,Crook,Democrat,20978,7.0,1859
Mississippi,Scott,Democrat,28264,46.4,2322
Kentucky,Daviess,Democrat,96656,210.9,10254
Colorado,Routt,Democrat,23509,10.0,636
Louisiana,St. James,Republican,22102,91.5,613
Illinois,Edwards,Republican,6721,30.2,1823
North Carolina,Warren,Republican,20972,48.9,954
Missouri,Daviess,Republican,8433,15.0,1223
Ohio,Franklin,Republican,1163414,2186.1,157594
Texas,Callahan,Democrat,13544,15.1,190
Georgia,Cook,Democrat,17212,75.8,751
Maryland,Dorchester,Republican,32618,60.3,3738
Michigan,Missaukee,Republican,14849,26.3,2899
Louisiana,Livingston,Republican,128026,197.5,10804
Tennessee,Cannon,Democrat,13801,52.0,657
Utah,Tooele,Republican,58218,8.4,3409
Alabama,Autauga,Republican,54571,91.8,11839
California,Madera,Democrat,150865,70.6,8457
Missouri,Boone,Republican,162642,237.3,24951
Arkansas,Ouachita,Republican,26120,35.6,2674
Kentucky,Powell,Democrat,12613,70.5,1367
Mississippi,Marshall,Democrat,37144,52.6,3747
Missouri,Hickory,Democrat,9627,24.1,133
Iowa,Iowa,Democrat,16355,27.9,700
New Jersey,Salem,Republican,66083,199.1,3836
Georgia,Fulton,Republican,920581,1748.0,82997
Wisconsin,Columbia,Republican,56833,74.2,10846
Texas,Harrison,Democrat,65631,72.9,2571
North Carolina,Cabarrus,Republican,178011,492.1,25914
Tennessee,Grainger,Republican,22657,80.7,3400
Texas,Lamb,Democrat,13977,13.8,259
South Carolina,Colleton,Republican,38892,36.8,5372
Tennessee,Davidson,Republican,626681,1243.3,53850
South Dakota,Hand,Republican,3431,2.4,555
South Dakota,Fall River,Republican,7094,4.1,1302
Wisconsin,Taylor,Republican,20689,21.2,4315
Virginia,Scott,Republican,23177,43.3,2918
New York,Jefferson,Republican,116229,91.6,8713
Tennessee,Meigs,Republican,11753,60.2,1772
Michigan,Oscoda,Democrat,8640,15.3,588
Nevada,Nye,Democrat,43946,2.4,159
Pennsylvania,Cambria,Democrat,143679,208.7,17145
Louisiana,Calcasieu,Republican,192768,181.2,11791
Washington,Benton,Republican,175177,103.0,18908
Washington,Island,Democrat,78506,376.6,316
West Virginia,Clay,Republican,9386,27.5,670
Oregon,Clatsop,Democrat,37039,44.7,5962
West Virginia,Barbour,Republican,16589,48.6,2038
Kentucky,Grayson,Republican,25746,51.8,1846
Alabama,Clarke,Republican,25833,20.9,4534
Iowa,Linn,Republican,211226,294.6,11619
Mississippi,Benton,Republican,8729,21.5,1008
Texas,Navarro,Republican,47735,47.3,7354
Montana,Phillips,Republican,4253,0.8,1252
South Carolina,Edgefield,Democrat,26985,53.9,1775
West Virginia,Berkeley,Republican,104169,324.4,11190
Georgia,Burke,Democrat,23316,28.2,1843
Louisiana,Grant,Democrat,22309,34.7,614
Georgia,Dodge,Democrat,21796,44.0,720
West Virginia,Greenbrier,Republican,35480,34.8,3599
Mississippi,Hinds,Republican,245285,282.0,17226
Ohio,Pike,Republican,28709,65.2,3581
