"state","county","party","osoby_18_do_65_hr","liczba_glosow"
Georgia,Crisp,Republican,59.1,2366
Georgia,Wayne,Republican,60.9,4357
Virginia,New Kent,Republican,64.0,4060
Texas,Irion,Republican,59.5,409
Arkansas,Marion,Republican,55.9,3498
Indiana,Crawford,Republican,60.4,1852
South Carolina,Anderson,Republican,59.7,34286
Indiana,Jay,Republican,57.4,3958
Louisiana,Orleans,Republican,67.5,8611
California,Imperial,Republican,59.5,2875
Alabama,Etowah,Republican,60.6,18417
Texas,Travis,Republican,68.6,81913
Texas,Leon,Republican,54.3,3667
Georgia,Clay,Republican,54.9,338
Michigan,Cheboygan,Republican,57.5,4340
Arkansas,Perry,Republican,60.0,1403
Utah,Millard,Republican,52.5,1083
Indiana,Lake,Republican,61.0,43634
Texas,Ector,Republican,60.6,15083
Kentucky,Butler,Republican,59.7,1263
Montana,Cascade,Republican,60.5,9748
South Carolina,Horry,Republican,60.2,53775
Texas,Navarro,Republican,57.6,7354
Indiana,Ohio,Republican,60.4,1176
Missouri,Adair,Republican,67.9,3380
Arizona,Graham,Republican,59.4,3309
Texas,Lampasas,Republican,58.6,3733
Texas,Moore,Republican,58.5,2322
Wisconsin,Eau Claire,Republican,65.4,16786
Georgia,Douglas,Republican,62.8,16073
Indiana,Marion,Republican,63.8,99025
Georgia,Telfair,Republican,67.0,1193
Missouri,Ste. Genevieve,Republican,60.5,2377
Oklahoma,McCurtain,Republican,57.3,1331
Georgia,Burke,Republican,59.7,2577
Idaho,Jerome,Republican,57.1,2334
California,Colusa,Republican,58.9,1559
Georgia,Whitfield,Republican,60.3,12598
Arkansas,Monroe,Republican,58.5,411
Virginia,Newport News,Republican,64.9,13866
Idaho,Idaho County,Republican,56.0,3800
Oklahoma,Harper,Republican,56.7,650
Michigan,Schoolcraft,Republican,57.7,1066
North Carolina,Onslow,Republican,66.2,16682
Virginia,Roanoke,Republican,59.6,16177
Michigan,St. Clair,Republican,61.3,23711
Virginia,Waynesboro,Republican,58.8,2780
Illinois,Schuyler,Republican,60.0,1508
Kentucky,Leslie,Republican,62.2,1020
Arizona,Apache,Republican,57.2,2159
Virginia,Powhatan,Republican,65.1,6534
Missouri,Howard,Republican,61.3,1704
Idaho,Oneida,Republican,52.7,761
Missouri,Ozark,Republican,54.0,2123
Kentucky,Trimble,Republican,60.7,205
Georgia,Clarke,Republican,72.7,8655
Ohio,Fayette,Republican,59.5,4983
Wisconsin,Iron,Republican,55.9,1522
Kentucky,Bourbon,Republican,59.8,786
Tennessee,Bradley,Republican,61.8,16303
Louisiana,Plaquemines,Republican,61.1,1288
Texas,Crockett,Republican,59.3,183
Louisiana,Grant,Republican,64.5,1597
North Carolina,Caldwell,Republican,61.1,11895
Indiana,Howard,Republican,59.0,15254
Nebraska,Hayes,Republican,55.4,141
Missouri,Buchanan,Republican,62.5,10894
Michigan,Monroe,Republican,61.9,20746
Texas,Refugio,Republican,56.2,929
West Virginia,Boone,Republican,60.8,1518
Georgia,Bacon,Republican,59.9,1658
Tennessee,Lincoln,Republican,59.1,5417
New Mexico,Socorro,Republican,59.8,1024
California,San Francisco,Republican,72.2,11291
Nevada,Clark,Republican,62.9,40990
Texas,Guadalupe,Republican,60.8,20190
Texas,Wichita,Republican,63.4,15272
South Dakota,Charles Mix,Republican,52.6,575
Mississippi,Montgomery,Republican,58.1,1377
Nevada,Eureka,Republican,62.0,194
Nebraska,Morrill,Republican,57.4,914
Montana,Toole,Republican,64.5,1023
Indiana,Porter,Republican,62.8,25626
Florida,St. Lucie,Republican,56.6,30614
Texas,Marion,Republican,58.0,1671
Virginia,Manassas Park,Republican,67.6,943
Texas,Falls,Republican,61.5,2389
Iowa,Scott,Republican,61.5,9746
New Mexico,Los Alamos,Republican,60.1,1333
Nebraska,Dundy,Republican,55.5,307
Pennsylvania,Clarion,Republican,63.1,6703
New York,Tioga,Republican,60.2,5614
Wisconsin,Walworth,Republican,62.8,21581
Kentucky,Boone,Republican,61.5,6727
Missouri,Macon,Republican,55.3,3132
New York,Rensselaer,Republican,64.6,8565
Nebraska,Pawnee,Republican,52.3,324
North Carolina,Brunswick,Republican,55.8,21545
Wisconsin,Taylor,Republican,58.0,4315
Ohio,Sandusky,Republican,59.8,11496
Texas,Hansford,Republican,56.5,1248
Alabama,Dallas,Republican,59.2,849
Illinois,Pike,Republican,58.2,3210
Missouri,Dallas,Republican,57.1,3595
Pennsylvania,Carbon,Republican,60.6,8080
Texas,Hall,Republican,52.8,492
Oklahoma,Creek,Republican,58.9,10154
Kentucky,Breathitt,Republican,63.5,155
Nebraska,Burt,Republican,53.7,803
Wisconsin,Pepin,Republican,57.3,1307
Texas,Bell,Republican,62.4,29843
Kentucky,Elliott,Republican,62.9,39
Arizona,Pima,Republican,60.4,69795
Michigan,Branch,Republican,59.7,5716
Virginia,Frederick,Republican,61.3,12744
Texas,Pecos,Republican,63.1,1211
South Dakota,Roberts,Republican,53.4,400
Tennessee,Overton,Republican,58.3,3277
Wisconsin,Vernon,Republican,55.6,4950
Pennsylvania,Franklin,Republican,58.9,26228
Indiana,Wayne,Republican,59.6,10074
Mississippi,Tate,Republican,60.8,4191
Missouri,Greene,Republican,63.7,50735
Idaho,Adams,Republican,58.1,807
Illinois,Whiteside,Republican,58.7,6697
Georgia,Dougherty,Republican,61.5,6455
Montana,Teton,Republican,55.0,1060
Kentucky,Fayette,Republican,67.2,14643
Georgia,Calhoun,Republican,68.5,444
Virginia,Caroline,Republican,61.4,3194
Georgia,Gordon,Republican,61.1,8455
Ohio,Clark,Republican,59.3,23928
Missouri,Shelby,Republican,56.3,1322
Arkansas,Clay,Republican,58.2,814
South Dakota,Clay,Republican,70.7,565
Tennessee,Maury,Republican,61.5,11572
Texas,Wilson,Republican,60.3,8127
Washington,Pend Oreille,Republican,56.9,2263
Maryland,Somerset,Republican,68.0,2397
Kentucky,Pendleton,Republican,63.0,711
Virginia,Alexandria,Republican,72.1,13344
Kentucky,Carlisle,Republican,57.9,201
Nevada,Lander,Republican,60.0,414
South Dakota,Sanborn,Republican,58.9,166
Kentucky,Hart,Republican,59.4,760
New Mexico,Harding,Republican,54.5,142
Michigan,Mecosta,Republican,64.2,5357
Nebraska,Cuming,Republican,54.0,1112
Ohio,Noble,Republican,58.0,2443
Iowa,Johnson,Republican,69.7,7223
South Dakota,Codington,Republican,60.1,2190
Illinois,Mercer,Republican,57.7,2601
Virginia,Augusta,Republican,60.9,13569
Florida,Putnam,Republican,57.3,8634
Pennsylvania,Northumberland,Republican,60.4,12283
Oklahoma,Osage,Republican,58.7,5312
Mississippi,Lafayette,Republican,70.6,6765
Michigan,Hillsdale,Republican,60.0,7023
Tennessee,Haywood,Republican,60.2,1473
Ohio,Franklin,Republican,65.4,157594
South Dakota,Brown,Republican,60.3,2175
Ohio,Medina,Republican,61.0,37544
Georgia,Cobb,Republican,64.8,110737
Montana,Valley,Republican,56.5,1507
Ohio,Portage,Republican,66.0,24959
Alabama,Franklin,Republican,59.8,4104
Illinois,Jackson,Republican,69.0,5643
West Virginia,Jackson,Republican,59.2,4377
Ohio,Williams,Republican,59.5,8299
Idaho,Gem,Republican,55.0,3133
Georgia,Butts,Republican,63.7,3826
Texas,Smith,Republican,59.6,38950
Texas,Fannin,Republican,60.2,5580
South Dakota,Tripp,Republican,56.0,581
North Carolina,Polk,Republican,55.2,3430
New Jersey,Cumberland,Republican,62.6,5980
South Carolina,Lancaster,Republican,59.3,12377
Wisconsin,Marquette,Republican,57.8,3481
California,Tuolumne,Republican,59.7,5815
South Carolina,Richland,Republican,66.7,39259
Kentucky,Knox,Republican,59.3,2309
Texas,Parker,Republican,60.8,26185
Kentucky,Lee,Republican,66.0,492
Oklahoma,Woodward,Republican,60.3,3238
Missouri,Stone,Republican,55.0,8039
Texas,Kendall,Republican,57.5,9614
Kentucky,Boyle,Republican,62.1,1715
Indiana,Monroe,Republican,72.5,14447
Ohio,Hocking,Republican,59.7,4774
Texas,Zapata,Republican,55.0,81
Iowa,Osceola,Republican,56.6,327
Nebraska,Seward,Republican,60.2,1630
Oregon,Coos,Republican,57.5,7575
Texas,Real,Republican,54.2,1328
Wisconsin,Iowa,Republican,60.0,3935
Nebraska,Buffalo,Republican,63.8,5320
North Carolina,Watauga,Republican,72.6,7029
Arkansas,Montgomery,Republican,55.4,1559
North Carolina,Wayne,Republican,61.4,11349
Texas,Duval,Republican,57.1,124
Virginia,Covington,Republican,58.6,432
Virginia,King and Queen,Republican,60.7,827
Tennessee,Carter,Republican,61.2,9388
Alabama,Lauderdale,Republican,61.3,17221
Texas,Willacy,Republican,62.1,324
Texas,Montague,Republican,55.5,4536
Illinois,DeKalb,Republican,67.2,13424
Nebraska,Logan,Republican,57.5,238
Missouri,Daviess,Republican,54.9,1223
Illinois,Calhoun,Republican,56.8,666
Illinois,Will,Republican,62.1,81484
Pennsylvania,Lehigh,Republican,61.2,36765
Virginia,Fairfax,Republican,64.7,128853
Idaho,Boise,Republican,60.1,1545
Missouri,McDonald,Republican,59.7,3473
Utah,Kane,Republican,55.6,572
California,Tulare,Republican,58.0,18170
Kentucky,Morgan,Republican,66.6,164
Missouri,Saline,Republican,60.3,3061
Georgia,Effingham,Republican,62.3,9144
Iowa,Keokuk,Republican,56.7,700
Georgia,Pickens,Republican,58.8,6909
Virginia,Montgomery,Republican,73.0,9746
New Jersey,Middlesex,Republican,64.6,24909
Illinois,Lake,Republican,62.4,83409
Texas,Lubbock,Republican,64.0,40476
South Dakota,Perkins,Republican,55.5,611
Idaho,Kootenai,Republican,59.4,21848
Nebraska,Boone,Republican,55.4,1081
Alabama,Marengo,Republican,58.4,1046
Illinois,Clinton,Republican,62.5,5632
Kentucky,Anderson,Republican,61.9,1613
Missouri,Cedar,Republican,53.0,3043
Georgia,Jackson,Republican,60.8,12666
Indiana,Delaware,Republican,65.1,16201
Kentucky,Carroll,Republican,59.7,237
South Dakota,Beadle,Republican,57.5,702
Missouri,Jackson,Republican,62.5,69817
West Virginia,McDowell,Republican,61.3,806
Michigan,Clinton,Republican,61.7,12043
Illinois,Christian,Republican,60.2,5256
Arkansas,Desha,Republican,57.3,427
Mississippi,Smith,Republican,58.4,3203
Ohio,Ottawa,Republican,58.3,7514
South Dakota,Hyde,Republican,54.7,132
Virginia,Arlington,Republican,73.5,21728
North Carolina,Duplin,Republican,59.3,4669
Missouri,Iron,Republican,59.4,1590
Montana,Meagher,Republican,55.1,468
Mississippi,Holmes,Republican,59.7,707
California,Siskiyou,Republican,57.0,4135
Iowa,Poweshiek,Republican,60.4,983
Missouri,Worth,Republican,55.3,463
Tennessee,Weakley,Republican,63.6,4194
Kentucky,Muhlenberg,Republican,61.3,891
Texas,Scurry,Republican,60.8,2661
Tennessee,Monroe,Republican,58.8,8143
North Carolina,Dare,Republican,61.7,5075
Missouri,Lincoln,Republican,61.2,8637
Kentucky,Webster,Republican,60.6,234
Tennessee,Cannon,Republican,60.7,2305
New Mexico,Valencia,Republican,60.0,3422
Florida,Madison,Republican,62.1,1587
Utah,Emery,Republican,54.4,704
New York,Manhattan,Republican,70.9,24887
Missouri,Lafayette,Republican,58.8,5800
New York,Cortland,Republican,65.4,3667
Texas,Washington,Republican,58.6,6565
North Carolina,Transylvania,Republican,55.1,5575
Mississippi,Lauderdale,Republican,60.9,10121
Iowa,Calhoun,Republican,57.1,557
South Carolina,Saluda,Republican,59.7,3431
Texas,Jack,Republican,62.0,1841
Utah,Iron,Republican,59.4,3492
Arkansas,Ouachita,Republican,58.7,2674
Michigan,Saginaw,Republican,60.7,22113
Kentucky,Crittenden,Republican,58.0,769
Oklahoma,Beckham,Republican,62.3,2159
Georgia,Marion,Republican,61.2,866
Wisconsin,Green Lake,Republican,56.2,4564
Texas,Brazos,Republican,71.2,24634
Michigan,Livingston,Republican,62.2,37406
Ohio,Clinton,Republican,60.8,8871
Texas,Carson,Republican,57.7,1498
Texas,Orange,Republican,60.2,14792
Nebraska,Madison,Republican,59.7,3387
Washington,Kitsap,Republican,63.0,21273
Michigan,Alger,Republican,60.9,1215
Louisiana,Lafayette,Republican,64.8,17226
California,Humboldt,Republican,65.1,5911
Texas,Walker,Republican,73.0,8248
Virginia,Sussex,Republican,67.8,881
Texas,Foard,Republican,53.7,30
Pennsylvania,Fayette,Republican,61.1,12058
Oklahoma,Dewey,Republican,54.5,841
Kentucky,Kenton,Republican,62.8,7308
North Carolina,Camden,Republican,61.2,1411
Montana,Powder River,Republican,59.0,605
Michigan,Wayne,Republican,62.1,130684
Nebraska,Loup,Republican,55.0,136
Indiana,Montgomery,Republican,60.1,7956
Iowa,Crawford,Republican,57.6,699
California,Yolo,Republican,66.8,6756
Nebraska,Dakota,Republican,58.3,1097
Georgia,Rabun,Republican,56.2,3706
Oregon,Hood River,Republican,60.9,1961
Louisiana,St. Mary,Republican,60.9,2916
Alabama,Lamar,Republican,57.8,3415
Oklahoma,Washita,Republican,57.7,1273
South Dakota,Lake,Republican,60.5,946
Tennessee,Roane,Republican,59.0,8380
Texas,Kinney,Republican,55.6,495
Washington,Walla Walla,Republican,61.8,5744
Arkansas,Logan,Republican,58.4,3241
Tennessee,Grainger,Republican,60.4,3400
Illinois,Crawford,Republican,61.9,3476
Ohio,Adams,Republican,58.9,5241
Georgia,Laurens,Republican,59.0,6866
Ohio,Hancock,Republican,61.3,17716
South Carolina,Georgetown,Republican,55.9,11495
California,Monterey,Republican,61.6,10947
Kentucky,Spencer,Republican,63.8,1656
Illinois,Clay,Republican,58.3,2600
Indiana,Gibson,Republican,60.3,6869
New York,Schuyler,Republican,61.1,1753
Mississippi,Lowndes,Republican,61.5,7698
Nebraska,Cass,Republican,59.3,2767
Iowa,Worth,Republican,58.5,375
California,Marin,Republican,60.1,9323
Alabama,Hale,Republican,59.4,1117
Louisiana,Caldwell,Republican,60.9,615
Texas,Jones,Republican,67.8,3172
Missouri,Henry,Republican,57.1,3576
Florida,Gadsden,Republican,62.3,2309
Utah,Box Elder,Republican,55.0,4472
Georgia,Hancock,Republican,63.7,401
Texas,Johnson,Republican,60.4,24435
Kentucky,Laurel,Republican,61.4,4853
Missouri,Clark,Republican,57.6,1129
Kentucky,Powell,Republican,61.8,488
North Carolina,Rockingham,Republican,60.6,10834
Idaho,Lincoln,Republican,56.8,640
Florida,Jackson,Republican,63.2,4894
Ohio,Union,Republican,63.3,12961
Idaho,Bear Lake,Republican,52.8,1428
Louisiana,East Carroll,Republican,61.8,237
Mississippi,Clarke,Republican,58.4,2750
Tennessee,Lawrence,Republican,57.6,5680
North Carolina,Pender,Republican,60.4,7500
Iowa,Ringgold,Republican,51.4,331
Pennsylvania,Washington,Republican,61.4,25730
Tennessee,Rutherford,Republican,65.4,36158
Kentucky,Madison,Republican,66.2,4726
Arkansas,Lee,Republican,63.7,640
Oregon,Clackamas,Republican,61.6,39159
Georgia,Hart,Republican,58.0,4161
Texas,Jim Wells,Republican,57.7,2034
Alabama,Barbour,Republican,62.3,3357
California,Tehama,Republican,58.2,4506
Iowa,Muscatine,Republican,59.6,2414
Florida,Sumter,Republican,39.7,32277
Indiana,Jefferson,Republican,62.4,5028
Idaho,Butte,Republican,54.8,560
Georgia,Banks,Republican,60.9,3634
Florida,Taylor,Republican,63.0,2173
South Carolina,Abbeville,Republican,59.1,3667
Mississippi,Winston,Republican,59.0,2449
Oklahoma,Pushmataha,Republican,56.2,548
Oklahoma,Seminole,Republican,57.5,1752
Alabama,Limestone,Republican,62.8,18689
Texas,Hopkins,Republican,57.6,6668
Michigan,Alcona,Republican,52.0,2049
Mississippi,Lee,Republican,59.9,13261
Iowa,Ida,Republican,54.6,525
Florida,Seminole,Republican,64.3,59891
Georgia,Randolph,Republican,58.5,680
Texas,Lamar,Republican,57.9,9522
Georgia,Echols,Republican,61.0,451
South Dakota,Miner,Republican,54.5,153
Kentucky,Garrard,Republican,61.5,1344
Missouri,Carroll,Republican,56.7,1900
New York,Otsego,Republican,64.7,4949
Washington,Adams,Republican,54.5,1123
Louisiana,Madison,Republican,62.5,462
Georgia,Stephens,Republican,59.3,4057
Missouri,Webster,Republican,58.2,7868
Pennsylvania,Butler,Republican,62.2,33966
Kentucky,Owsley,Republican,61.2,262
New Mexico,Roosevelt,Republican,62.7,1164
Virginia,Lee,Republican,61.9,2019
Louisiana,Assumption,Republican,61.9,730
Georgia,Franklin,Republican,59.4,4282
Texas,Aransas,Republican,54.8,4973
Texas,Ochiltree,Republican,58.2,1737
Tennessee,Blount,Republican,60.5,20696
Alabama,Wilcox,Republican,57.5,521
Texas,Brazoria,Republican,62.3,38060
California,Santa Clara,Republican,64.7,52474
Texas,Crane,Republican,58.7,948
Pennsylvania,Susquehanna,Republican,60.3,8128
Nebraska,Garfield,Republican,54.1,308
Missouri,Ray,Republican,59.5,3440
Montana,Madison,Republican,58.0,1774
Wisconsin,Lincoln,Republican,59.8,6101
New Mexico,Dona Ana,Republican,60.4,6582
Georgia,Bartow,Republican,62.0,17723
Kentucky,Rowan,Republican,67.3,885
Alabama,Winston,Republican,59.1,5838
West Virginia,Grant,Republican,57.9,2823
Indiana,Sullivan,Republican,63.4,3438
Texas,Roberts,Republican,56.7,368
South Carolina,McCormick,Republican,57.4,1816
Tennessee,Tipton,Republican,61.3,8307
Indiana,Tippecanoe,Republican,68.9,22461
Maryland,Howard,Republican,63.2,26185
Virginia,Halifax,Republican,57.2,3938
Georgia,Wilkinson,Republican,59.4,1259
Pennsylvania,Cumberland,Republican,62.7,42860
South Dakota,Yankton,Republican,61.4,1016
Georgia,Grady,Republican,58.3,3148
West Virginia,Wyoming,Republican,61.1,1725
South Carolina,Newberry,Republican,60.0,5883
Georgia,Berrien,Republican,60.0,2767
North Carolina,Ashe,Republican,57.8,4309
Alabama,Talladega,Republican,61.6,12097
West Virginia,Wetzel,Republican,58.5,1323
Tennessee,Giles,Republican,60.1,3704
New Mexico,Union,Republican,61.8,386
Ohio,Putnam,Republican,58.8,10336
Texas,Grimes,Republican,62.0,4283
Louisiana,DeSoto,Republican,59.3,1990
Oklahoma,Nowata,Republican,57.7,1258
Texas,Mills,Republican,52.4,1335
Florida,Sarasota,Republican,51.1,70660
Kentucky,Magoffin,Republican,62.3,516
Louisiana,Concordia,Republican,60.2,1385
Arkansas,Baxter,Republican,52.2,8480
New Mexico,San Miguel,Republican,61.7,503
Oklahoma,Washington,Republican,57.7,9241
Michigan,Luce,Republican,63.4,869
New York,Allegany,Republican,62.2,4919
Nebraska,Platte,Republican,58.2,4107
Montana,Sheridan,Republican,58.3,582
Illinois,JoDaviess,Republican,56.1,4056
Idaho,Valley,Republican,60.1,1436
North Carolina,Mecklenburg,Republican,65.4,85677
Tennessee,Fentress,Republican,58.1,2862
Kentucky,Simpson,Republican,60.1,598
Oklahoma,Harmon,Republican,55.8,174
New York,Franklin,Republican,65.2,2464
Texas,Nueces,Republican,61.7,27155
Florida,Indian River,Republican,52.5,27381
Texas,Sterling,Republican,56.6,378
Alabama,Lawrence,Republican,61.5,6662
Illinois,Macon,Republican,59.7,16167
California,Fresno,Republican,59.9,46715
Pennsylvania,Clearfield,Republican,62.5,11472
Georgia,Tattnall,Republican,66.3,2521
Delaware,Sussex,Republican,56.3,24451
Oklahoma,Ottawa,Republican,57.0,2004
Missouri,Butler,Republican,58.6,7079
Iowa,Jackson,Republican,57.9,928
Michigan,Lenawee,Republican,61.3,13812
Michigan,Otsego,Republican,59.1,4115
Nebraska,Wayne,Republican,66.4,1099
Missouri,Perry,Republican,59.4,3578
Illinois,Kendall,Republican,61.2,16424
Washington,Franklin,Republican,58.6,5519
Arkansas,Lincoln,Republican,68.7,1322
Texas,Haskell,Republican,58.2,797
Nebraska,Cherry,Republican,56.7,1695
Florida,Brevard,Republican,58.7,95397
Louisiana,Webster,Republican,58.6,2767
Missouri,Hickory,Republican,51.1,524
Illinois,Scott,Republican,59.1,1087
Indiana,Posey,Republican,61.0,5177
Texas,Gillespie,Republican,52.1,7823
Nebraska,Kearney,Republican,56.7,838
Alabama,Macon,Republican,64.9,728
Texas,Fort Bend,Republican,62.7,67097
Tennessee,Crockett,Republican,58.1,2051
Alabama,Coffee,Republican,60.4,10078
New York,Madison,Republican,63.8,6315
Arkansas,Little River,Republican,58.3,1298
Iowa,Pottawattamie,Republican,60.6,4369
Nebraska,Keya Paha,Republican,51.7,249
Florida,Polk,Republican,57.7,71360
Texas,Cameron,Republican,56.0,12199
Louisiana,Evangeline,Republican,59.3,1507
Illinois,Piatt,Republican,59.7,4476
Kentucky,Carter,Republican,60.9,1270
Tennessee,Macon,Republican,59.9,3014
Illinois,Adams,Republican,58.8,12498
Mississippi,Forrest,Republican,64.2,9594
South Carolina,York,Republican,62.2,37910
Tennessee,Chester,Republican,61.4,2435
Texas,Kaufman,Republican,60.6,16859
Illinois,Vermilion,Republican,58.6,10836
Arkansas,Crittenden,Republican,60.0,2950
Georgia,Baldwin,Republican,66.5,4444
Iowa,Jones,Republican,59.7,1034
Missouri,Jasper,Republican,60.6,20245
South Dakota,Faulk,Republican,54.2,295
Texas,Hunt,Republican,60.7,14058
Illinois,Jersey,Republican,60.8,3892
Montana,Big Horn,Republican,55.1,1244
Texas,Newton,Republican,60.6,1750
Pennsylvania,Elk,Republican,59.7,3841
North Carolina,Tyrrell,Republican,62.6,306
Oklahoma,Okfuskee,Republican,59.5,776
California,Inyo,Republican,58.0,1698
Alabama,Cleburne,Republican,58.3,4189
Indiana,Dubois,Republican,60.0,7818
Texas,Bee,Republican,67.3,2879
Utah,Cache,Republican,60.3,10113
Virginia,Poquoson,Republican,59.9,3000
Oklahoma,Major,Republican,56.3,1853
Nebraska,Colfax,Republican,57.3,680
Ohio,Hamilton,Republican,62.5,138705
Tennessee,Pickett,Republican,56.2,1151
Florida,Gulf,Republican,66.4,2036
Tennessee,Campbell,Republican,59.7,4169
Arkansas,White,Republican,61.1,12617
Ohio,Pickaway,Republican,63.4,10579
Iowa,Adams,Republican,56.6,272
Virginia,Orange,Republican,58.4,5293
South Carolina,Hampton,Republican,61.7,1663
New York,Orleans,Republican,63.6,3943
Missouri,Taney,Republican,59.1,10456
Tennessee,Perry,Republican,57.4,969
South Dakota,Dewey,Republican,54.9,232
Florida,Marion,Republican,53.3,55700
Kentucky,Monroe,Republican,59.2,1342
Iowa,Dickinson,Republican,56.7,1201
Montana,Roosevelt,Republican,57.5,804
Montana,Garfield,Republican,54.5,410
South Dakota,Jerauld,Republican,51.9,151
Washington,Skagit,Republican,58.8,9065
Georgia,Dooly,Republican,64.5,1038
Florida,Hamilton,Republican,64.8,988
Idaho,Caribou,Republican,54.6,1292
Oregon,Curry,Republican,53.2,3776
South Dakota,Clark,Republican,55.7,282
Oklahoma,Garfield,Republican,59.1,8935
Pennsylvania,Montgomery,Republican,61.6,104067
Indiana,Rush,Republican,59.3,4074
Michigan,Barry,Republican,60.2,9993
Tennessee,Henry,Republican,57.4,5273
Nebraska,Dixon,Republican,55.5,829
Montana,Deer Lodge,Republican,63.1,840
Georgia,McIntosh,Republican,59.3,1950
New Mexico,McKinley,Republican,58.7,1137
Nebraska,Gage,Republican,57.5,2430
Texas,Frio,Republican,64.0,364
Texas,Live Oak,Republican,60.2,2084
Michigan,Sanilac,Republican,58.3,6842
Ohio,Lorain,Republican,60.9,43857
Montana,Carter,Republican,58.1,440
Oklahoma,Bryan,Republican,59.4,2774
North Carolina,Avery,Republican,63.6,3961
Illinois,DuPage,Republican,63.1,139619
South Dakota,Hutchinson,Republican,52.7,966
Kentucky,Union,Republican,64.9,237
Kentucky,Jessamine,Republican,61.8,3961
Texas,Reagan,Republican,59.4,709
Pennsylvania,Cambria,Republican,60.3,16208
Washington,Stevens,Republican,57.2,6024
New Mexico,Luna,Republican,53.3,1345
Illinois,White,Republican,56.5,2681
Nebraska,Lincoln,Republican,58.5,4450
South Dakota,Lincoln,Republican,60.4,2870
Arkansas,Nevada,Republican,57.9,662
Ohio,Mahoning,Republican,60.4,33327
Montana,Sanders,Republican,55.8,2343
Georgia,Pierce,Republican,59.0,3276
California,Calaveras,Republican,57.2,5712
West Virginia,Wirt,Republican,60.6,535
Missouri,Warren,Republican,59.0,5795
Georgia,Seminole,Republican,56.4,1379
Hawaii,Kauai,Republican,60.3,879
North Carolina,Iredell,Republican,61.5,27154
Indiana,Hancock,Republican,60.8,17324
Tennessee,Grundy,Republican,57.7,1598
Florida,St. Johns,Republican,59.8,49596
Nebraska,Pierce,Republican,57.1,863
Virginia,Northumberland,Republican,49.8,2392
Louisiana,Ouachita,Republican,61.2,11798
Texas,Hutchinson,Republican,58.9,4698
Ohio,Holmes,Republican,54.3,5557
Illinois,Sangamon,Republican,61.5,34063
Nebraska,Otoe,Republican,56.7,1915
West Virginia,Pleasants,Republican,62.3,1057
Wisconsin,Buffalo,Republican,58.9,2647
Missouri,Cooper,Republican,61.8,3010
South Dakota,Union,Republican,59.1,945
Illinois,McDonough,Republican,68.5,4198
Missouri,Ripley,Republican,57.7,2225
Iowa,Buena Vista,Republican,60.1,1009
Montana,Petroleum,Republican,57.1,185
Michigan,Ionia,Republican,63.8,7774
Oklahoma,Carter,Republican,58.9,4083
Pennsylvania,Berks,Republican,61.2,46981
Florida,Palm Beach,Republican,57.8,124149
Tennessee,Knox,Republican,64.0,62682
Mississippi,Bolivar,Republican,60.7,2534
Illinois,Morgan,Republican,61.6,5977
Wisconsin,Jefferson,Republican,62.6,17662
North Carolina,Columbus,Republican,60.0,3487
Virginia,Roanoke City,Republican,63.0,7415
Iowa,Clinton,Republican,59.0,2306
Nebraska,Adams,Republican,60.1,4009
Arkansas,Greene,Republican,60.4,5712
Kentucky,Taylor,Republican,60.6,2205
Texas,Coleman,Republican,54.7,2189
North Carolina,Henderson,Republican,55.8,20234
Tennessee,Anderson,Republican,60.1,10513
Georgia,Meriwether,Republican,59.0,2963
Texas,Dawson,Republican,60.3,2005
Alabama,Bullock,Republican,63.7,541
Indiana,Blackford,Republican,57.9,1920
Arkansas,Drew,Republican,61.5,2113
Texas,Dickens,Republican,60.2,540
Illinois,Winnebago,Republican,60.6,37246
Missouri,Clay,Republican,62.2,32102
Pennsylvania,Juniata,Republican,57.6,4100
Pennsylvania,Fulton,Republican,58.8,2679
Alabama,Choctaw,Republican,58.6,2073
Mississippi,Neshoba,Republican,57.2,4333
Georgia,Lumpkin,Republican,65.4,5832
Maryland,Cecil,Republican,62.6,11540
Missouri,Shannon,Republican,58.2,1468
Mississippi,Rankin,Republican,62.4,28680
North Carolina,Moore,Republican,55.0,17567
Indiana,Morgan,Republican,61.3,17061
Maryland,Caroline,Republican,60.6,3657
Idaho,Twin Falls,Republican,57.6,9337
Iowa,Madison,Republican,57.7,1346
New York,Steuben,Republican,60.3,10834
Florida,Jefferson,Republican,62.4,1528
Missouri,Moniteau,Republican,60.2,2877
Mississippi,George,Republican,59.3,4547
South Dakota,Turner,Republican,56.3,570
Illinois,Ogle,Republican,59.7,10803
South Carolina,Dillon,Republican,59.3,2675
Missouri,Phelps,Republican,64.0,7375
Texas,Blanco,Republican,58.4,2886
Nebraska,Valley,Republican,53.1,696
Pennsylvania,Mifflin,Republican,57.1,7139
Florida,Dixie,Republican,58.9,1689
Pennsylvania,Bedford,Republican,58.8,10042
Wisconsin,Racine,Republican,61.4,35723
Montana,Powell,Republican,65.9,973
Missouri,Clinton,Republican,58.9,3517
West Virginia,Wayne,Republican,60.4,3193
Virginia,Giles,Republican,59.3,2194
Kentucky,Casey,Republican,58.6,1902
Nevada,Nye,Republican,54.1,1715
Kentucky,Hardin,Republican,62.6,4803
Illinois,Champaign,Republican,69.7,25268
Tennessee,Shelby,Republican,62.9,67969
Ohio,Greene,Republican,63.7,35988
Virginia,Surry,Republican,62.7,789
Oregon,Polk,Republican,59.6,9172
North Carolina,Wilson,Republican,60.0,7496
