"county","state","party","liczba_weteranów","liczba_gł_republikanie","liczba_gł_demokraci"
DeKalb,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Dooly,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Giles,Virginia,Republican,"1 - 2 tyś",1470473,804302
Hood River,Oregon,Republican,"1 - 2 tyś",1470473,804302
Greene,Georgia,Republican,"1 - 2 tyś",1470473,804302
Grant,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Emanuel,Georgia,Republican,"1 - 2 tyś",1470473,804302
Scott,Virginia,Republican,"1 - 2 tyś",1470473,804302
Cass,Iowa,Republican,"1 - 2 tyś",1470473,804302
Edgar,Illinois,Democrat,"1 - 2 tyś",1470473,804302
Summers,West Virginia,Democrat,"1 - 2 tyś",1470473,804302
Colonial Heights,Virginia,Republican,"1 - 2 tyś",1470473,804302
Letcher,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
Pointe Coupee,Louisiana,Republican,"1 - 2 tyś",1470473,804302
Lewis,West Virginia,Democrat,"1 - 2 tyś",1470473,804302
Montmorency,Michigan,Republican,"1 - 2 tyś",1470473,804302
East Feliciana,Louisiana,Republican,"1 - 2 tyś",1470473,804302
Buchanan,Iowa,Republican,"1 - 2 tyś",1470473,804302
Summit,Colorado,Democrat,"1 - 2 tyś",1470473,804302
Coahoma,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Starke,Indiana,Democrat,"1 - 2 tyś",1470473,804302
Staunton,Virginia,Republican,"1 - 2 tyś",1470473,804302
Marlboro,South Carolina,Republican,"1 - 2 tyś",1470473,804302
Fulton,Indiana,Republican,"1 - 2 tyś",1470473,804302
Beckham,Oklahoma,Republican,"1 - 2 tyś",1470473,804302
Colorado,Texas,Republican,"1 - 2 tyś",1470473,804302
Marquette,Wisconsin,Republican,"1 - 2 tyś",1470473,804302
Ozark,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Elbert,Georgia,Republican,"1 - 2 tyś",1470473,804302
Lewis,Tennessee,Democrat,"1 - 2 tyś",1470473,804302
Ohio,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Delaware,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Woodward,Oklahoma,Democrat,"1 - 2 tyś",1470473,804302
King William,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Decatur,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Hertford,North Carolina,Democrat,"1 - 2 tyś",1470473,804302
Haralson,Georgia,Republican,"1 - 2 tyś",1470473,804302
Sioux,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Hughes,South Dakota,Democrat,"1 - 2 tyś",1470473,804302
Chester,Tennessee,Republican,"1 - 2 tyś",1470473,804302
Hughes,Oklahoma,Democrat,"1 - 2 tyś",1470473,804302
Hamilton,Florida,Democrat,"1 - 2 tyś",1470473,804302
Trinity,Texas,Democrat,"1 - 2 tyś",1470473,804302
Stephens,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Lee,Texas,Republican,"1 - 2 tyś",1470473,804302
Montague,Texas,Democrat,"1 - 2 tyś",1470473,804302
Saluda,South Carolina,Republican,"1 - 2 tyś",1470473,804302
Covington,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Seward,Nebraska,Republican,"1 - 2 tyś",1470473,804302
Pickens,Alabama,Republican,"1 - 2 tyś",1470473,804302
Jasper,South Carolina,Republican,"1 - 2 tyś",1470473,804302
Gulf,Florida,Democrat,"1 - 2 tyś",1470473,804302
Taylor,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Randolph,Indiana,Republican,"1 - 2 tyś",1470473,804302
Warren,North Carolina,Republican,"1 - 2 tyś",1470473,804302
Alcona,Michigan,Democrat,"1 - 2 tyś",1470473,804302
Los Alamos,New Mexico,Republican,"1 - 2 tyś",1470473,804302
Burke,Georgia,Republican,"1 - 2 tyś",1470473,804302
Dallas,Missouri,Republican,"1 - 2 tyś",1470473,804302
Crawford,Michigan,Republican,"1 - 2 tyś",1470473,804302
DeKalb,Tennessee,Democrat,"1 - 2 tyś",1470473,804302
Winchester,Virginia,Republican,"1 - 2 tyś",1470473,804302
Conway,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Humboldt,Nevada,Democrat,"1 - 2 tyś",1470473,804302
Andrew,Missouri,Republican,"1 - 2 tyś",1470473,804302
White,Illinois,Democrat,"1 - 2 tyś",1470473,804302
Fentress,Tennessee,Democrat,"1 - 2 tyś",1470473,804302
Union,Louisiana,Democrat,"1 - 2 tyś",1470473,804302
Adams,Indiana,Democrat,"1 - 2 tyś",1470473,804302
Harrison,Ohio,Republican,"1 - 2 tyś",1470473,804302
Wayne,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Braxton,West Virginia,Democrat,"1 - 2 tyś",1470473,804302
Hutchinson,Texas,Republican,"1 - 2 tyś",1470473,804302
Iron,Michigan,Republican,"1 - 2 tyś",1470473,804302
Ritchie,West Virginia,Republican,"1 - 2 tyś",1470473,804302
Clarke,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Roane,West Virginia,Democrat,"1 - 2 tyś",1470473,804302
Cassia,Idaho,Democrat,"1 - 2 tyś",1470473,804302
Lawrence,Alabama,Republican,"1 - 2 tyś",1470473,804302
Grundy,Tennessee,Republican,"1 - 2 tyś",1470473,804302
Union,South Dakota,Republican,"1 - 2 tyś",1470473,804302
Barbour,West Virginia,Republican,"1 - 2 tyś",1470473,804302
Trigg,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
Mitchell,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Hancock,Illinois,Republican,"1 - 2 tyś",1470473,804302
Alger,Michigan,Republican,"1 - 2 tyś",1470473,804302
Grand,Colorado,Democrat,"1 - 2 tyś",1470473,804302
Daviess,Indiana,Democrat,"1 - 2 tyś",1470473,804302
Van Buren,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Marion,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
Roosevelt,New Mexico,Democrat,"1 - 2 tyś",1470473,804302
Inyo,California,Republican,"1 - 2 tyś",1470473,804302
Union,South Dakota,Democrat,"1 - 2 tyś",1470473,804302
Austin,Texas,Republican,"1 - 2 tyś",1470473,804302
Buckingham,Virginia,Republican,"1 - 2 tyś",1470473,804302
Fulton,Pennsylvania,Republican,"1 - 2 tyś",1470473,804302
Fayette,Iowa,Republican,"1 - 2 tyś",1470473,804302
Iron,Michigan,Democrat,"1 - 2 tyś",1470473,804302
Sabine,Texas,Republican,"1 - 2 tyś",1470473,804302
Hickory,Missouri,Republican,"1 - 2 tyś",1470473,804302
Cedar,Missouri,Republican,"1 - 2 tyś",1470473,804302
Wayne,Tennessee,Democrat,"1 - 2 tyś",1470473,804302
White Pine,Nevada,Democrat,"1 - 2 tyś",1470473,804302
Union,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Bertie,North Carolina,Republican,"1 - 2 tyś",1470473,804302
Mathews,Virginia,Republican,"1 - 2 tyś",1470473,804302
Rusk,Wisconsin,Republican,"1 - 2 tyś",1470473,804302
Morrow,Oregon,Democrat,"1 - 2 tyś",1470473,804302
Douglas,Illinois,Republican,"1 - 2 tyś",1470473,804302
Anderson,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Franklin,Indiana,Republican,"1 - 2 tyś",1470473,804302
Fulton,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Gonzales,Texas,Republican,"1 - 2 tyś",1470473,804302
Las Animas,Colorado,Democrat,"1 - 2 tyś",1470473,804302
Allen,Louisiana,Republican,"1 - 2 tyś",1470473,804302
Charlton,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Callahan,Texas,Democrat,"1 - 2 tyś",1470473,804302
Covington,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Scurry,Texas,Democrat,"1 - 2 tyś",1470473,804302
Rush,Indiana,Democrat,"1 - 2 tyś",1470473,804302
Jerome,Idaho,Republican,"1 - 2 tyś",1470473,804302
Middlesex,Virginia,Republican,"1 - 2 tyś",1470473,804302
Blanco,Texas,Republican,"1 - 2 tyś",1470473,804302
Ray,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Jones,Georgia,Republican,"1 - 2 tyś",1470473,804302
Mississippi,Missouri,Republican,"1 - 2 tyś",1470473,804302
Saluda,South Carolina,Democrat,"1 - 2 tyś",1470473,804302
Marshall,Illinois,Democrat,"1 - 2 tyś",1470473,804302
Callahan,Texas,Republican,"1 - 2 tyś",1470473,804302
Starr,Texas,Republican,"1 - 2 tyś",1470473,804302
Uvalde,Texas,Democrat,"1 - 2 tyś",1470473,804302
Lamar,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Grayson,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Wayne,Illinois,Democrat,"1 - 2 tyś",1470473,804302
Dooly,Georgia,Republican,"1 - 2 tyś",1470473,804302
Telfair,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Appanoose,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Craig,Oklahoma,Democrat,"1 - 2 tyś",1470473,804302
Nelson,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Richland,Louisiana,Republican,"1 - 2 tyś",1470473,804302
New Madrid,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Bremer,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Tattnall,Georgia,Republican,"1 - 2 tyś",1470473,804302
Washington,Idaho,Democrat,"1 - 2 tyś",1470473,804302
Grainger,Tennessee,Democrat,"1 - 2 tyś",1470473,804302
Fulton,Pennsylvania,Democrat,"1 - 2 tyś",1470473,804302
Hardy,West Virginia,Republican,"1 - 2 tyś",1470473,804302
Mason,Illinois,Republican,"1 - 2 tyś",1470473,804302
Meriwether,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Ritchie,West Virginia,Democrat,"1 - 2 tyś",1470473,804302
St. Clair,Missouri,Republican,"1 - 2 tyś",1470473,804302
Fayette,Alabama,Republican,"1 - 2 tyś",1470473,804302
Meriwether,Georgia,Republican,"1 - 2 tyś",1470473,804302
Minidoka,Idaho,Republican,"1 - 2 tyś",1470473,804302
Mingo,West Virginia,Democrat,"1 - 2 tyś",1470473,804302
Hart,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
San Juan,Washington,Republican,"1 - 2 tyś",1470473,804302
Hickman,Tennessee,Republican,"1 - 2 tyś",1470473,804302
Tift,Georgia,Republican,"1 - 2 tyś",1470473,804302
Hamilton,Florida,Republican,"1 - 2 tyś",1470473,804302
Greene,Virginia,Republican,"1 - 2 tyś",1470473,804302
Conway,Arkansas,Democrat,"1 - 2 tyś",1470473,804302
Johnson,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Converse,Wyoming,Democrat,"1 - 2 tyś",1470473,804302
Stewart,Tennessee,Republican,"1 - 2 tyś",1470473,804302
Scott,Tennessee,Democrat,"1 - 2 tyś",1470473,804302
Hutchinson,Texas,Democrat,"1 - 2 tyś",1470473,804302
Wayne,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Franklin,Georgia,Republican,"1 - 2 tyś",1470473,804302
Piatt,Illinois,Republican,"1 - 2 tyś",1470473,804302
Calhoun,Florida,Democrat,"1 - 2 tyś",1470473,804302
Tipton,Indiana,Democrat,"1 - 2 tyś",1470473,804302
Grayson,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Tama,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Winneshiek,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Humboldt,Nevada,Republican,"1 - 2 tyś",1470473,804302
Madison,Georgia,Republican,"1 - 2 tyś",1470473,804302
Leon,Texas,Democrat,"1 - 2 tyś",1470473,804302
Cedar,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Lincoln,West Virginia,Democrat,"1 - 2 tyś",1470473,804302
Jones,North Carolina,Democrat,"1 - 2 tyś",1470473,804302
Hardeman,Tennessee,Republican,"1 - 2 tyś",1470473,804302
Fergus,Montana,Democrat,"1 - 2 tyś",1470473,804302
Menard,Illinois,Republican,"1 - 2 tyś",1470473,804302
Hockley,Texas,Democrat,"1 - 2 tyś",1470473,804302
New Kent,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Ford,Illinois,Democrat,"1 - 2 tyś",1470473,804302
Adair,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Jefferson,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Prentiss,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Middlesex,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Hale,Texas,Democrat,"1 - 2 tyś",1470473,804302
Clay,Indiana,Republican,"1 - 2 tyś",1470473,804302
Mills,Iowa,Republican,"1 - 2 tyś",1470473,804302
McCormick,South Carolina,Republican,"1 - 2 tyś",1470473,804302
Perry,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
Bibb,Alabama,Democrat,"1 - 2 tyś",1470473,804302
Bayfield,Wisconsin,Democrat,"1 - 2 tyś",1470473,804302
Madison,Arkansas,Democrat,"1 - 2 tyś",1470473,804302
Titus,Texas,Republican,"1 - 2 tyś",1470473,804302
Westmoreland,Virginia,Republican,"1 - 2 tyś",1470473,804302
Ashland,Wisconsin,Republican,"1 - 2 tyś",1470473,804302
Lincoln,Washington,Republican,"1 - 2 tyś",1470473,804302
Schuyler,New York,Democrat,"1 - 2 tyś",1470473,804302
Chickasaw,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Summit,Utah,Democrat,"1 - 2 tyś",1470473,804302
Greensville,Virginia,Republican,"1 - 2 tyś",1470473,804302
Macon,Alabama,Republican,"1 - 2 tyś",1470473,804302
Park,Montana,Democrat,"1 - 2 tyś",1470473,804302
Sevier,Utah,Democrat,"1 - 2 tyś",1470473,804302
Cibola,New Mexico,Republican,"1 - 2 tyś",1470473,804302
Nodaway,Missouri,Republican,"1 - 2 tyś",1470473,804302
Woodward,Oklahoma,Republican,"1 - 2 tyś",1470473,804302
Washington,Georgia,Republican,"1 - 2 tyś",1470473,804302
Hampton,South Carolina,Democrat,"1 - 2 tyś",1470473,804302
Stillwater,Montana,Republican,"1 - 2 tyś",1470473,804302
Juniata,Pennsylvania,Republican,"1 - 2 tyś",1470473,804302
Perquimans,North Carolina,Republican,"1 - 2 tyś",1470473,804302
Rains,Texas,Republican,"1 - 2 tyś",1470473,804302
Scott,Indiana,Democrat,"1 - 2 tyś",1470473,804302
Harrisonburg,Virginia,Republican,"1 - 2 tyś",1470473,804302
Yell,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Nottoway,Virginia,Republican,"1 - 2 tyś",1470473,804302
Scott,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Poweshiek,Iowa,Republican,"1 - 2 tyś",1470473,804302
Cibola,New Mexico,Democrat,"1 - 2 tyś",1470473,804302
Unicoi,Tennessee,Republican,"1 - 2 tyś",1470473,804302
Stewart,Tennessee,Democrat,"1 - 2 tyś",1470473,804302
Jackson,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Prentiss,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Floyd,Virginia,Republican,"1 - 2 tyś",1470473,804302
Coahoma,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Attala,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Haskell,Oklahoma,Democrat,"1 - 2 tyś",1470473,804302
Fayette,Illinois,Republican,"1 - 2 tyś",1470473,804302
Patrick,Virginia,Republican,"1 - 2 tyś",1470473,804302
Brantley,Georgia,Republican,"1 - 2 tyś",1470473,804302
Camden,North Carolina,Democrat,"1 - 2 tyś",1470473,804302
Montgomery,Missouri,Republican,"1 - 2 tyś",1470473,804302
Mathews,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Franklin,Louisiana,Republican,"1 - 2 tyś",1470473,804302
Mingo,West Virginia,Republican,"1 - 2 tyś",1470473,804302
Cook,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Jackson,Wisconsin,Republican,"1 - 2 tyś",1470473,804302
Morgan,Ohio,Republican,"1 - 2 tyś",1470473,804302
Jasper,South Carolina,Democrat,"1 - 2 tyś",1470473,804302
Pike,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Tama,Iowa,Republican,"1 - 2 tyś",1470473,804302
Valley,Idaho,Democrat,"1 - 2 tyś",1470473,804302
Dodge,Georgia,Republican,"1 - 2 tyś",1470473,804302
Hart,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Fergus,Montana,Republican,"1 - 2 tyś",1470473,804302
Lincoln,Washington,Democrat,"1 - 2 tyś",1470473,804302
Morrow,Oregon,Republican,"1 - 2 tyś",1470473,804302
Gooding,Idaho,Republican,"1 - 2 tyś",1470473,804302
Marengo,Alabama,Republican,"1 - 2 tyś",1470473,804302
Poquoson,Virginia,Republican,"1 - 2 tyś",1470473,804302
Calhoun,Texas,Republican,"1 - 2 tyś",1470473,804302
Bollinger,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Custer,Montana,Democrat,"1 - 2 tyś",1470473,804302
Wyandot,Ohio,Democrat,"1 - 2 tyś",1470473,804302
Grant,Arkansas,Democrat,"1 - 2 tyś",1470473,804302
Sunflower,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Stone,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Washburn,Wisconsin,Democrat,"1 - 2 tyś",1470473,804302
Calhoun,Florida,Republican,"1 - 2 tyś",1470473,804302
Perry,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Johnson,Illinois,Democrat,"1 - 2 tyś",1470473,804302
Hampshire,West Virginia,Republican,"1 - 2 tyś",1470473,804302
Gogebic,Michigan,Democrat,"1 - 2 tyś",1470473,804302
Presque Isle,Michigan,Democrat,"1 - 2 tyś",1470473,804302
Sumter,Georgia,Republican,"1 - 2 tyś",1470473,804302
Charlton,Georgia,Republican,"1 - 2 tyś",1470473,804302
Madison,North Carolina,Democrat,"1 - 2 tyś",1470473,804302
West Baton Rouge,Louisiana,Republican,"1 - 2 tyś",1470473,804302
Kewaunee,Wisconsin,Republican,"1 - 2 tyś",1470473,804302
Long,Georgia,Republican,"1 - 2 tyś",1470473,804302
Blanco,Texas,Democrat,"1 - 2 tyś",1470473,804302
Spencer,Indiana,Republican,"1 - 2 tyś",1470473,804302
Montgomery,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Bristol,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Tyler,Texas,Republican,"1 - 2 tyś",1470473,804302
Edgar,Illinois,Republican,"1 - 2 tyś",1470473,804302
Hardee,Florida,Democrat,"1 - 2 tyś",1470473,804302
Beadle,South Dakota,Democrat,"1 - 2 tyś",1470473,804302
Gulf,Florida,Republican,"1 - 2 tyś",1470473,804302
Torrance,New Mexico,Republican,"1 - 2 tyś",1470473,804302
Boone,West Virginia,Republican,"1 - 2 tyś",1470473,804302
Tate,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Franklin,Florida,Democrat,"1 - 2 tyś",1470473,804302
Gogebic,Michigan,Republican,"1 - 2 tyś",1470473,804302
Langlade,Wisconsin,Democrat,"1 - 2 tyś",1470473,804302
DeWitt,Illinois,Republican,"1 - 2 tyś",1470473,804302
Franklin,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Roosevelt,New Mexico,Republican,"1 - 2 tyś",1470473,804302
Page,Virginia,Republican,"1 - 2 tyś",1470473,804302
Clay,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Shelby,Texas,Republican,"1 - 2 tyś",1470473,804302
Crenshaw,Alabama,Democrat,"1 - 2 tyś",1470473,804302
Panola,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Johnson,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
Caswell,North Carolina,Republican,"1 - 2 tyś",1470473,804302
Glenn,California,Republican,"1 - 2 tyś",1470473,804302
Otero,Colorado,Democrat,"1 - 2 tyś",1470473,804302
Saint Francis,Arkansas,Democrat,"1 - 2 tyś",1470473,804302
LaGrange,Indiana,Republican,"1 - 2 tyś",1470473,804302
Ashland,Wisconsin,Democrat,"1 - 2 tyś",1470473,804302
Dawson,Nebraska,Republican,"1 - 2 tyś",1470473,804302
Hamilton,Iowa,Republican,"1 - 2 tyś",1470473,804302
Rabun,Georgia,Republican,"1 - 2 tyś",1470473,804302
Clay,Indiana,Democrat,"1 - 2 tyś",1470473,804302
Vernon,Missouri,Republican,"1 - 2 tyś",1470473,804302
Fredericksburg,Virginia,Republican,"1 - 2 tyś",1470473,804302
Pemiscot,Missouri,Republican,"1 - 2 tyś",1470473,804302
Willacy,Texas,Republican,"1 - 2 tyś",1470473,804302
Colfax,New Mexico,Republican,"1 - 2 tyś",1470473,804302
Morgan,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Butler,Alabama,Democrat,"1 - 2 tyś",1470473,804302
Madison,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Titus,Texas,Democrat,"1 - 2 tyś",1470473,804302
Warren,Illinois,Republican,"1 - 2 tyś",1470473,804302
Newton,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Gonzales,Texas,Democrat,"1 - 2 tyś",1470473,804302
Adams,Indiana,Republican,"1 - 2 tyś",1470473,804302
Camden,North Carolina,Republican,"1 - 2 tyś",1470473,804302
Sevier,Arkansas,Democrat,"1 - 2 tyś",1470473,804302
Franklin,Georgia,Democrat,"1 - 2 tyś",1470473,804302
Milam,Texas,Republican,"1 - 2 tyś",1470473,804302
Hardee,Florida,Republican,"1 - 2 tyś",1470473,804302
Bates,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Marengo,Alabama,Democrat,"1 - 2 tyś",1470473,804302
Mahaska,Iowa,Democrat,"1 - 2 tyś",1470473,804302
La Vaca,Texas,Democrat,"1 - 2 tyś",1470473,804302
Teton,Wyoming,Democrat,"1 - 2 tyś",1470473,804302
Sabine,Texas,Democrat,"1 - 2 tyś",1470473,804302
Mason,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Lewis,Tennessee,Republican,"1 - 2 tyś",1470473,804302
Holmes,Florida,Republican,"1 - 2 tyś",1470473,804302
Tate,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Orange,Indiana,Republican,"1 - 2 tyś",1470473,804302
Posey,Indiana,Republican,"1 - 2 tyś",1470473,804302
Casey,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
LaSalle,Louisiana,Republican,"1 - 2 tyś",1470473,804302
Los Alamos,New Mexico,Democrat,"1 - 2 tyś",1470473,804302
Trigg,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Washington,Illinois,Republican,"1 - 2 tyś",1470473,804302
Mercer,Kentucky,Republican,"1 - 2 tyś",1470473,804302
Potter,Pennsylvania,Republican,"1 - 2 tyś",1470473,804302
Allen,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
Nicholas,West Virginia,Democrat,"1 - 2 tyś",1470473,804302
Morris,Texas,Republican,"1 - 2 tyś",1470473,804302
Daviess,Indiana,Republican,"1 - 2 tyś",1470473,804302
Phillips,Arkansas,Democrat,"1 - 2 tyś",1470473,804302
Johnson,Arkansas,Democrat,"1 - 2 tyś",1470473,804302
Kent,Maryland,Democrat,"1 - 2 tyś",1470473,804302
Murray,Oklahoma,Republican,"1 - 2 tyś",1470473,804302
Maverick,Texas,Republican,"1 - 2 tyś",1470473,804302
Live Oak,Texas,Democrat,"1 - 2 tyś",1470473,804302
Union,Florida,Democrat,"1 - 2 tyś",1470473,804302
Fairfax City,Virginia,Republican,"1 - 2 tyś",1470473,804302
Seminole,Oklahoma,Democrat,"1 - 2 tyś",1470473,804302
Winchester,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Orange,Indiana,Democrat,"1 - 2 tyś",1470473,804302
Dallas,Missouri,Democrat,"1 - 2 tyś",1470473,804302
Crawford,Iowa,Republican,"1 - 2 tyś",1470473,804302
Moultrie,Illinois,Democrat,"1 - 2 tyś",1470473,804302
Oscoda,Michigan,Republican,"1 - 2 tyś",1470473,804302
Crawford,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Calhoun,South Carolina,Republican,"1 - 2 tyś",1470473,804302
Clearwater,Idaho,Republican,"1 - 2 tyś",1470473,804302
Madison,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Attala,Mississippi,Republican,"1 - 2 tyś",1470473,804302
Allamakee,Iowa,Republican,"1 - 2 tyś",1470473,804302
Marshall,Oklahoma,Republican,"1 - 2 tyś",1470473,804302
Wayne,Missouri,Republican,"1 - 2 tyś",1470473,804302
Mackinac,Michigan,Democrat,"1 - 2 tyś",1470473,804302
Jackson,Iowa,Democrat,"1 - 2 tyś",1470473,804302
Mackinac,Michigan,Republican,"1 - 2 tyś",1470473,804302
Charlottesville,Virginia,Democrat,"1 - 2 tyś",1470473,804302
Beadle,South Dakota,Republican,"1 - 2 tyś",1470473,804302
Clark,Illinois,Republican,"1 - 2 tyś",1470473,804302
Eastland,Texas,Democrat,"1 - 2 tyś",1470473,804302
Hood River,Oregon,Democrat,"1 - 2 tyś",1470473,804302
Ashley,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Pontotoc,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Yazoo,Mississippi,Democrat,"1 - 2 tyś",1470473,804302
Arkansas,Arkansas,Republican,"1 - 2 tyś",1470473,804302
Wetzel,West Virginia,Democrat,"1 - 2 tyś",1470473,804302
Overton,Tennessee,Democrat,"1 - 2 tyś",1470473,804302
Spencer,Kentucky,Democrat,"1 - 2 tyś",1470473,804302
Colfax,New Mexico,Democrat,"1 - 2 tyś",1470473,804302
West Baton Rouge,Louisiana,Democrat,"1 - 2 tyś",1470473,804302
Madison,North Carolina,Republican,"1 - 2 tyś",1470473,804302
Monroe,Ohio,Democrat,"1 - 2 tyś",1470473,804302
Boundary,Idaho,Republican,"1 - 2 tyś",1470473,804302
