"state","county","party","osoby_18_do_65_hr","liczba_glosow"
New Mexico,Lea,Democrat,59.2,1356
Louisiana,St. Tammany,Democrat,60.6,9796
Alabama,DeKalb,Democrat,59.6,1964
Florida,Bradford,Democrat,62.2,1964
Maryland,Talbot,Democrat,54.8,4022
Missouri,Daviess,Democrat,54.9,460
Indiana,Adams,Democrat,54.3,2021
Alabama,Marengo,Democrat,58.4,4682
Texas,Franklin,Democrat,55.5,236
Kentucky,Henderson,Democrat,60.9,5737
Kentucky,Garrard,Democrat,61.5,821
Mississippi,Forrest,Democrat,64.2,5031
Louisiana,Jackson,Democrat,59.4,1094
Illinois,Massac,Democrat,57.8,1031
North Carolina,Jackson,Democrat,65.2,5043
Ohio,Pickaway,Democrat,63.4,3728
Arkansas,Poinsett,Democrat,59.2,945
Missouri,St. Louis County,Democrat,61.2,160507
Michigan,Shiawassee,Democrat,61.3,7483
Alabama,Madison,Democrat,63.9,28781
Washington,Kittitas,Democrat,67.3,137
Florida,Clay,Democrat,61.6,9043
New York,Wayne,Democrat,61.4,4178
Texas,Upton,Democrat,57.7,136
Texas,Wharton,Democrat,58.3,1183
Mississippi,Madison,Democrat,62.1,8848
Nebraska,Phelps,Democrat,56.1,75
Nevada,Lyon,Democrat,57.9,168
Texas,Reagan,Democrat,59.4,19
North Carolina,Yancey,Democrat,57.2,2520
Texas,Calhoun,Democrat,58.8,1449
Michigan,Huron,Democrat,57.0,2234
New York,Chenango,Democrat,59.8,2452
Alabama,Houston,Democrat,60.2,3824
Missouri,Warren,Democrat,59.0,2208
Kentucky,McCracken,Democrat,59.9,6875
Louisiana,Orleans,Democrat,67.5,53687
Alabama,Lauderdale,Democrat,61.3,5421
Oregon,Wallowa,Democrat,55.0,826
Mississippi,Jasper,Democrat,58.5,2179
Arkansas,Little River,Democrat,58.3,1162
Nebraska,Fillmore,Democrat,56.6,68
Illinois,Lawrence,Democrat,64.2,846
Mississippi,Prentiss,Democrat,60.1,932
Michigan,Montmorency,Democrat,55.4,775
Texas,Collin,Democrat,63.1,39673
Michigan,Alger,Democrat,60.9,1006
Virginia,Manassas,Democrat,64.8,3092
Virginia,Giles,Democrat,59.3,721
Utah,Grand,Democrat,61.4,797
California,Humboldt,Democrat,65.1,19281
Iowa,Washington,Democrat,56.7,899
Georgia,Seminole,Democrat,56.4,551
California,Modoc,Democrat,56.7,520
South Dakota,Minnehaha,Democrat,62.7,11308
Texas,Lampasas,Democrat,58.6,529
South Dakota,Grant,Democrat,57.6,947
Iowa,Allamakee,Democrat,56.2,600
Pennsylvania,Venango,Democrat,59.8,3940
Wisconsin,Oconto,Democrat,60.8,4995
Montana,Liberty,Democrat,59.0,152
Missouri,Morgan,Democrat,54.3,1060
Alabama,Escambia,Democrat,61.3,2253
Mississippi,Scott,Democrat,59.7,2322
Colorado,Kiowa,Democrat,55.4,7
Mississippi,Choctaw,Democrat,58.3,610
Idaho,Clearwater,Democrat,58.3,91
Nebraska,Saunders,Democrat,57.7,285
Ohio,Cuyahoga,Democrat,62.1,198211
Montana,McCone,Democrat,57.6,123
North Carolina,Gaston,Democrat,61.8,13435
Missouri,Pemiscot,Democrat,57.8,852
New York,Columbia,Democrat,60.6,5783
Virginia,Salem,Democrat,63.0,1598
Colorado,Bent,Democrat,66.9,50
Utah,Cache,Democrat,60.3,3536
Alabama,Marshall,Democrat,59.2,2315
Wisconsin,Chippewa,Democrat,61.1,9135
Ohio,Guernsey,Democrat,59.7,2668
Idaho,Franklin,Democrat,52.4,61
Tennessee,Henderson,Democrat,59.9,634
Texas,Robertson,Democrat,57.1,1182
Missouri,Webster,Democrat,58.2,2110
Tennessee,Cannon,Democrat,60.7,657
Maryland,Allegany,Democrat,63.2,4780
Illinois,Coles,Democrat,67.0,4230
Idaho,Nez Perce,Democrat,59.4,538
Louisiana,West Baton Rouge,Democrat,63.9,2767
Mississippi,Perry,Democrat,59.2,478
Texas,Jones,Democrat,67.8,267
Tennessee,Carter,Democrat,61.2,1602
Nebraska,Arthur,Democrat,50.8,4
Missouri,Boone,Democrat,69.0,24704
Nebraska,Brown,Democrat,55.6,13
Iowa,Warren,Democrat,59.9,2199
Florida,DeSoto,Democrat,59.4,1713
Pennsylvania,Cumberland,Democrat,62.7,23164
Nevada,Lander,Democrat,60.0,68
Tennessee,Franklin,Democrat,60.0,2399
Indiana,Shelby,Democrat,61.3,2712
Texas,Potter,Democrat,60.8,2581
Texas,Dimmit,Democrat,55.3,2338
Pennsylvania,Tioga,Democrat,60.5,2255
Utah,Millard,Democrat,52.5,20
Arizona,Graham,Democrat,59.4,1788
California,Mariposa,Democrat,58.8,2013
Louisiana,St. Landry,Democrat,58.1,5790
Virginia,Falls Church,Democrat,62.0,2587
Nebraska,Sioux,Democrat,57.3,21
Louisiana,Acadia,Democrat,59.8,2949
Illinois,Saline,Democrat,59.1,2192
Tennessee,Jackson,Democrat,60.1,603
Nebraska,Gosper,Democrat,55.5,29
North Carolina,Robeson,Democrat,61.1,13663
Nebraska,Garfield,Democrat,54.1,0
Iowa,Wright,Democrat,55.6,499
Texas,Harrison,Democrat,60.2,2571
West Virginia,Wirt,Democrat,60.6,496
Louisiana,Bienville,Democrat,57.8,1278
Montana,Roosevelt,Democrat,57.5,711
Florida,Highlands,Democrat,48.4,5765
Kentucky,Boone,Democrat,61.5,5428
New Jersey,Ocean,Democrat,54.6,35877
Alabama,Macon,Democrat,64.9,4776
Oklahoma,Kay,Democrat,56.8,3079
Louisiana,Jeff Davis,Democrat,58.9,1156
Virginia,Montgomery,Democrat,73.0,8596
Wyoming,Crook,Democrat,58.5,2
Iowa,Cerro Gordo,Democrat,59.8,2199
Alabama,Etowah,Democrat,60.6,5551
Kentucky,Hancock,Democrat,58.4,1064
Illinois,Clay,Democrat,58.3,817
Virginia,Richmond,Democrat,63.4,413
Virginia,Prince George,Democrat,66.4,2558
North Carolina,Lenoir,Democrat,59.2,6678
Iowa,Clinton,Democrat,59.0,2399
Montana,Powell,Democrat,65.9,456
West Virginia,Wyoming,Democrat,61.1,2208
Missouri,Madison,Democrat,57.5,680
Indiana,Jennings,Democrat,61.0,1758
New York,Wyoming,Democrat,65.3,1503
Nebraska,Rock,Democrat,57.2,10
Ohio,Montgomery,Democrat,60.9,55890
Maryland,Cecil,Democrat,62.6,6717
New York,Saratoga,Democrat,63.0,16318
Arkansas,Lonoke,Democrat,61.0,2481
Georgia,Wilkes,Democrat,56.9,843
Washington,Clallam,Democrat,55.4,273
California,Trinity,Democrat,59.1,1538
Colorado,Lake,Democrat,65.9,218
Georgia,Dooly,Democrat,64.5,828
Michigan,Barry,Democrat,60.2,4814
Florida,Walton,Democrat,61.1,2876
Pennsylvania,Snyder,Democrat,61.5,2205
Alabama,Hale,Democrat,59.4,2853
West Virginia,Doddridge,Democrat,65.4,350
Ohio,Athens,Democrat,73.0,9196
Georgia,Murray,Democrat,61.4,851
Florida,Duval,Democrat,64.3,85348
Texas,Bailey,Democrat,54.7,113
Iowa,Marion,Democrat,59.5,1300
Georgia,Stewart,Democrat,69.3,506
Missouri,Atchison,Democrat,56.2,314
Texas,Hood,Democrat,55.3,1455
Kentucky,Harrison,Democrat,60.2,1945
Texas,Coryell,Democrat,66.2,1587
Michigan,Iron,Democrat,55.3,1073
North Carolina,Warren,Democrat,59.6,3815
Kentucky,Laurel,Democrat,61.4,1636
Missouri,Scott,Democrat,59.6,1901
Oklahoma,Washita,Democrat,57.7,992
Montana,Prairie,Democrat,51.7,92
Nebraska,Furnas,Democrat,54.8,25
Kentucky,Nelson,Democrat,61.5,4740
Kentucky,Grayson,Democrat,60.0,1335
Tennessee,Moore,Democrat,59.1,302
Iowa,Osceola,Democrat,56.6,99
Montana,Big Horn,Democrat,55.1,1107
Nebraska,Hayes,Democrat,55.4,9
Ohio,Trumbull,Democrat,59.6,32629
Michigan,Ogemaw,Democrat,56.9,1788
Colorado,Gunnison,Democrat,70.9,622
Kentucky,Trimble,Democrat,60.7,957
Montana,Custer,Democrat,59.2,858
South Dakota,Miner,Democrat,54.5,193
Arizona,Yuma,Democrat,56.4,6514
Nebraska,Merrick,Democrat,57.9,60
Ohio,Henry,Democrat,58.5,1929
New Jersey,Warren,Democrat,62.8,6920
New York,Montgomery,Democrat,59.7,2815
Texas,Callahan,Democrat,57.7,190
Pennsylvania,Warren,Democrat,59.5,3335
Texas,Morris,Democrat,56.1,605
Georgia,Carroll,Democrat,63.3,5106
Ohio,Fulton,Democrat,59.6,3008
Virginia,Lancaster,Democrat,49.8,1098
Tennessee,Van Buren,Democrat,60.2,338
West Virginia,Lincoln,Democrat,60.3,2525
Texas,Wilson,Democrat,60.3,1761
Michigan,Montcalm,Democrat,61.1,4443
New York,Schoharie,Democrat,62.5,1710
Oregon,Columbia,Democrat,60.5,7266
Indiana,Morgan,Democrat,61.3,3758
New Jersey,Hudson,Democrat,68.9,74910
South Dakota,Spink,Democrat,56.4,484
Mississippi,George,Democrat,59.3,471
Kentucky,Green,Democrat,59.5,644
California,El Dorado,Democrat,61.1,19864
Indiana,Wayne,Democrat,59.6,4436
Florida,Hamilton,Democrat,64.8,1237
Texas,Gillespie,Democrat,52.1,1127
Indiana,Putnam,Democrat,65.2,2163
Michigan,Newaygo,Democrat,58.9,3429
Michigan,Chippewa,Democrat,64.8,3019
Ohio,Vinton,Democrat,61.3,1011
Georgia,Polk,Democrat,59.1,1347
Florida,Madison,Democrat,62.1,2283
North Carolina,Union,Democrat,60.1,13177
Georgia,Toombs,Democrat,57.5,728
Washington,Clark,Democrat,61.0,1377
Florida,Taylor,Democrat,63.0,1890
Kentucky,Hopkins,Democrat,60.1,4386
South Carolina,Saluda,Democrat,59.7,1215
Nebraska,Red Willow,Democrat,58.7,71
Iowa,Wapello,Democrat,60.6,1491
Nebraska,Cherry,Democrat,56.7,31
Kentucky,Meade,Democrat,63.2,2853
Pennsylvania,Jefferson,Democrat,59.4,2690
South Dakota,Custer,Democrat,57.5,521
Idaho,Bear Lake,Democrat,52.8,37
Ohio,Pike,Democrat,59.9,2285
Illinois,Monroe,Democrat,61.2,3211
Illinois,Edgar,Democrat,58.5,914
North Carolina,Onslow,Democrat,66.2,7773
Ohio,Highland,Democrat,58.7,1992
Colorado,Morgan,Democrat,58.2,157
West Virginia,Marion,Democrat,62.0,8880
Illinois,Richland,Democrat,58.0,991
Illinois,Knox,Democrat,60.4,6004
Maryland,Garrett,Democrat,60.2,1639
Texas,Hays,Democrat,66.4,13936
Georgia,Dade,Democrat,63.2,471
Missouri,St. Charles,Democrat,62.5,39398
Louisiana,Beauregard,Democrat,60.7,1070
Illinois,Rock Island,Democrat,60.3,19543
Texas,McMullen,Democrat,56.6,5
Texas,Llano,Democrat,50.6,779
Virginia,Warren,Democrat,62.9,1948
South Carolina,Clarendon,Democrat,59.8,3901
Nebraska,Loup,Democrat,55.0,11
Wisconsin,Crawford,Democrat,58.4,2714
Texas,Shelby,Democrat,57.5,436
Wisconsin,Vilas,Democrat,54.2,3552
Illinois,Mason,Democrat,59.1,1356
Georgia,Appling,Democrat,59.0,632
Georgia,Johnson,Democrat,64.9,452
Missouri,Buchanan,Democrat,62.5,7591
New York,Dutchess,Democrat,64.3,22685
Ohio,Marion,Democrat,62.9,4494
Tennessee,Rutherford,Democrat,65.4,14259
California,Inyo,Democrat,58.0,1713
Kentucky,Nicholas,Democrat,60.1,773
Montana,Musselshell,Democrat,58.9,207
Iowa,Cedar,Democrat,58.7,799
Alabama,Coffee,Democrat,60.4,1882
Ohio,Holmes,Democrat,54.3,1119
Georgia,Fulton,Democrat,66.4,115896
West Virginia,Wetzel,Democrat,58.5,2589
Virginia,Clarke,Democrat,60.5,1206
Iowa,Jones,Democrat,59.7,899
Hawaii,Hawaii,Democrat,60.5,7244
Florida,Washington,Democrat,62.9,1639
Virginia,Galax,Democrat,56.1,221
Indiana,Vermillion,Democrat,59.2,2383
Iowa,Shelby,Democrat,54.9,400
New York,Cattaraugus,Democrat,60.2,4085
Georgia,Tattnall,Democrat,66.3,671
Texas,Parmer,Democrat,58.2,108
Michigan,Oscoda,Democrat,55.1,588
Colorado,Delta,Democrat,55.6,594
Michigan,Kalamazoo,Democrat,64.4,32739
Michigan,Antrim,Democrat,55.8,2358
Iowa,Johnson,Democrat,69.7,9199
Iowa,Linn,Democrat,61.9,12099
Oklahoma,Sequoyah,Democrat,59.0,3231
Washington,Kitsap,Democrat,63.0,869
Colorado,Phillips,Democrat,55.2,29
Georgia,Chatham,Democrat,64.2,27394
Florida,Miami-Dade,Democrat,64.2,171476
Washington,Grant,Democrat,57.2,141
Colorado,Fremont,Democrat,63.2,461
New Mexico,Santa Fe,Democrat,60.9,31790
North Carolina,Rutherford,Democrat,59.1,4688
Illinois,Greene,Democrat,59.7,1033
Georgia,Jenkins,Democrat,62.1,419
Texas,Cochran,Democrat,56.8,7
Alabama,Pickens,Democrat,61.7,2779
Arkansas,Arkansas,Democrat,59.5,856
Nebraska,Polk,Democrat,56.3,58
Nebraska,Lancaster,Democrat,64.8,10472
South Dakota,Haakon,Democrat,54.4,76
Nebraska,Burt,Democrat,53.7,96
Virginia,Buchanan,Democrat,62.9,733
Maryland,Somerset,Democrat,68.0,1669
South Carolina,Marlboro,Democrat,64.1,2384
North Carolina,Caldwell,Democrat,61.1,4264
New York,Suffolk,Democrat,62.6,91289
Georgia,Lincoln,Democrat,60.2,631
Tennessee,Hardeman,Democrat,63.7,1946
Oregon,Clackamas,Democrat,61.6,54347
Colorado,Archuleta,Democrat,58.8,239
Oregon,Tillamook,Democrat,57.5,4106
Pennsylvania,Montgomery,Democrat,61.6,127246
Georgia,Lee,Democrat,62.5,1344
Louisiana,Evangeline,Democrat,59.3,1817
Utah,Daggett,Democrat,55.8,14
Texas,Trinity,Democrat,55.1,450
Iowa,Tama,Democrat,56.7,899
Wisconsin,Jefferson,Democrat,62.6,12308
Pennsylvania,Wayne,Democrat,61.7,3852
Nevada,Humboldt,Democrat,62.1,80
Kentucky,Carroll,Democrat,59.7,1054
Maryland,Prince George's,Democrat,66.1,151111
Texas,Childress,Democrat,63.8,88
Illinois,Wabash,Democrat,59.1,699
South Dakota,Hamlin,Democrat,51.2,306
North Carolina,Richmond,Democrat,60.3,4536
Illinois,Will,Democrat,62.1,87956
California,Madera,Democrat,59.6,8457
Missouri,Stoddard,Democrat,58.7,1163
Louisiana,Ascension,Democrat,62.2,5605
Virginia,Washington,Democrat,60.6,2165
Arizona,Pinal,Democrat,57.6,15185
Texas,Kaufman,Democrat,60.6,3175
Alabama,Franklin,Democrat,59.8,2000
Iowa,Jackson,Democrat,57.9,900
Mississippi,Itawamba,Democrat,60.7,528
Tennessee,Pickett,Democrat,56.2,278
West Virginia,Ohio,Democrat,61.3,5831
Oklahoma,Noble,Democrat,58.2,924
Arkansas,Ashley,Democrat,58.0,2355
Georgia,Lanier,Democrat,62.3,303
Virginia,Winchester,Democrat,62.9,1849
Missouri,Clark,Democrat,57.6,380
North Carolina,Cumberland,Democrat,63.4,33796
Utah,Tooele,Democrat,56.9,1226
Texas,Brooks,Democrat,53.7,1965
Colorado,Teller,Democrat,63.5,345
Wisconsin,Kenosha,Democrat,63.4,25483
Kentucky,Spencer,Democrat,63.8,1479
New York,Madison,Democrat,63.8,4226
Kentucky,Hickman,Democrat,56.6,509
Arkansas,Montgomery,Democrat,55.4,458
Tennessee,Grundy,Democrat,57.7,649
North Carolina,Surry,Democrat,58.9,4584
Oklahoma,Choctaw,Democrat,56.1,1129
New Mexico,Sierra,Democrat,50.8,930
Iowa,O'Brien,Democrat,55.8,298
New Jersey,Gloucester,Democrat,63.0,31965
Wyoming,Fremont,Democrat,58.3,20
Alabama,Dale,Democrat,61.0,1959
Oklahoma,Caddo,Democrat,59.5,2603
Nevada,White Pine,Democrat,63.4,93
Kentucky,Wayne,Democrat,60.4,858
Oregon,Josephine,Democrat,55.6,9217
Alabama,Choctaw,Democrat,58.6,2045
Pennsylvania,Bedford,Democrat,58.8,2769
Arizona,Maricopa,Democrat,61.1,213930
Iowa,Story,Democrat,72.2,4599
Wisconsin,Marquette,Democrat,57.8,2314
Mississippi,Hinds,Democrat,62.7,37109
Nebraska,Gage,Democrat,57.5,322
Nebraska,Hitchcock,Democrat,54.5,10
California,Monterey,Democrat,61.6,30020
Montana,Hill,Democrat,58.9,1740
Texas,Ector,Democrat,60.6,2793
Ohio,Preble,Democrat,59.4,2222
Texas,Limestone,Democrat,59.4,736
New York,Genesee,Democrat,62.1,2801
Indiana,Washington,Democrat,61.0,1931
Illinois,McDonough,Democrat,68.5,2521
Tennessee,Lake,Democrat,69.7,233
Louisiana,Richland,Democrat,59.8,831
Texas,Pecos,Democrat,63.1,1304
Indiana,Floyd,Democrat,62.3,8692
Georgia,Haralson,Democrat,59.6,724
Nebraska,Dawson,Democrat,57.1,125
Georgia,Pike,Democrat,60.5,604
New York,Orleans,Democrat,63.6,1527
Texas,Madison,Democrat,63.8,296
Wyoming,Uinta,Democrat,59.2,9
Georgia,Washington,Democrat,61.7,1997
South Dakota,Deuel,Democrat,56.0,273
Texas,Rains,Democrat,56.2,262
Missouri,Osage,Democrat,59.7,640
Idaho,Latah,Democrat,69.7,1922
West Virginia,Kanawha,Democrat,61.4,26108
North Carolina,Ashe,Democrat,57.8,2424
South Carolina,Florence,Democrat,60.8,11995
Ohio,Lake,Democrat,61.1,22857
Iowa,Worth,Democrat,58.5,399
Illinois,Stephenson,Democrat,57.6,3852
Tennessee,McNairy,Democrat,57.9,948
Tennessee,Benton,Democrat,57.7,847
Louisiana,St. Martin,Democrat,61.8,2559
Louisiana,Claiborne,Democrat,64.1,926
Texas,La Salle,Democrat,66.1,713
South Carolina,Richland,Democrat,66.7,51561
New Mexico,Luna,Democrat,53.3,1631
Indiana,Henry,Democrat,61.1,3928
Virginia,Franklin City,Democrat,56.3,935
Idaho,Boundary,Democrat,56.6,185
Missouri,Linn,Democrat,56.0,845
Mississippi,Harrison,Democrat,62.5,9199
Ohio,Belmont,Democrat,62.0,7245
Nebraska,Keya Paha,Democrat,51.7,9
Pennsylvania,Pike,Democrat,59.9,3890
California,Santa Barbara,Democrat,63.6,46519
New Jersey,Salem,Democrat,60.6,4977
Virginia,Manassas Park,Democrat,67.6,1008
Iowa,Plymouth,Democrat,57.3,699
Missouri,Marion,Democrat,59.6,1632
Missouri,Harrison,Democrat,54.3,321
Florida,Alachua,Democrat,69.4,35323
Ohio,Auglaize,Democrat,58.7,1983
Oregon,Coos,Democrat,57.5,7900
Tennessee,Obion,Democrat,58.9,1105
Florida,Dixie,Democrat,58.9,868
Idaho,Clark,Democrat,57.2,4
Ohio,Paulding,Democrat,59.1,1263
Georgia,Walker,Democrat,60.7,1876
Virginia,Middlesex,Democrat,55.4,854
New Mexico,Taos,Democrat,58.6,7610
Virginia,Rockingham,Democrat,59.6,3675
Michigan,Mackinac,Democrat,57.7,1133
Missouri,Carter,Democrat,58.3,280
Montana,Cascade,Democrat,60.5,8514
Indiana,LaPorte,Democrat,62.2,13451
Nebraska,Holt,Democrat,55.2,54
Nebraska,Box Butte,Democrat,58.6,120
Missouri,Ralls,Democrat,58.9,726
Texas,Live Oak,Democrat,60.2,275
Arkansas,Woodruff,Democrat,56.9,1154
Ohio,Mercer,Democrat,57.8,1897
Pennsylvania,Beaver,Democrat,60.6,22526
Missouri,Phelps,Democrat,64.0,2881
Texas,Terry,Democrat,58.5,224
Oklahoma,Washington,Democrat,57.7,3655
Texas,Jeff Davis,Democrat,58.1,272
Utah,Davis,Democrat,57.6,4310
Texas,Dallas,Democrat,63.4,157805
Mississippi,Pontotoc,Democrat,59.5,1004
Kentucky,Taylor,Democrat,60.6,1793
Arkansas,Logan,Democrat,58.4,1242
Wisconsin,Ashland,Democrat,59.9,3650
Idaho,Gooding,Democrat,55.4,77
Mississippi,Franklin,Democrat,57.7,821
Oregon,Marion,Democrat,60.2,29597
Illinois,Kankakee,Democrat,61.0,10649
Texas,Parker,Democrat,60.8,3274
Virginia,Bland,Democrat,63.0,239
Idaho,Valley,Democrat,60.1,271
Florida,Putnam,Democrat,57.3,5929
Colorado,Kit Carson,Democrat,60.3,27
Georgia,Muscogee,Democrat,63.7,16120
Texas,Tyler,Democrat,60.0,592
Illinois,Hardin,Democrat,56.7,384
South Dakota,Lake,Democrat,60.5,940
South Dakota,McCook,Democrat,54.3,346
Florida,Lake,Democrat,54.2,24379
New Mexico,Harding,Democrat,54.5,121
Kentucky,Daviess,Democrat,59.7,10254
Georgia,Long,Democrat,63.5,372
Mississippi,Adams,Democrat,62.1,3451
Virginia,Augusta,Democrat,60.9,3393
Missouri,Johnson,Democrat,66.5,3417
South Carolina,Greenwood,Democrat,59.8,4571
Texas,Galveston,Democrat,62.5,13668
Alabama,Chambers,Democrat,60.3,3211
Tennessee,Trousdale,Democrat,61.7,434
Nevada,Carson City,Democrat,60.3,162
Wisconsin,Bayfield,Democrat,58.1,4088
Georgia,Baker,Democrat,61.6,351
Texas,Culberson,Democrat,58.1,515
Ohio,Monroe,Democrat,57.4,2329
Missouri,Scotland,Democrat,52.8,242
Texas,Frio,Democrat,64.0,2494
Tennessee,DeKalb,Democrat,59.9,927
West Virginia,McDowell,Democrat,61.3,2234
Pennsylvania,Lehigh,Democrat,61.2,37509
Tennessee,Sevier,Democrat,61.2,2500
Texas,Cottle,Democrat,53.7,44
Indiana,Knox,Democrat,62.1,3516
Texas,Jack,Democrat,62.0,133
Pennsylvania,Perry,Democrat,62.0,3077
California,Amador,Democrat,59.6,3702
Illinois,Schuyler,Democrat,60.0,661
Maryland,Frederick,Democrat,63.2,24790
Texas,Marion,Democrat,58.0,544
Iowa,Kossuth,Democrat,55.6,592
Nebraska,Knox,Democrat,52.1,41
Oklahoma,Rogers,Democrat,60.1,6567
North Carolina,Cabarrus,Democrat,61.3,15027
Georgia,Rockdale,Democrat,61.6,10142
Iowa,Bremer,Democrat,59.8,1200
Virginia,Arlington,Democrat,73.5,38102
Texas,Anderson,Democrat,67.0,1293
Texas,Bandera,Democrat,58.0,671
Pennsylvania,Allegheny,Democrat,63.6,220411
Michigan,Lapeer,Democrat,62.1,7969
Louisiana,Livingston,Democrat,62.1,3025
Colorado,Otero,Democrat,56.7,172
Virginia,Grayson,Democrat,58.5,534
North Carolina,Hertford,Democrat,62.7,3887
Texas,Burnet,Democrat,57.3,1447
Iowa,Henry,Democrat,60.1,700
Michigan,Cheboygan,Democrat,57.5,2328
Michigan,Oceana,Democrat,56.9,2028
Tennessee,Dickson,Democrat,61.5,2193
Texas,Nueces,Democrat,61.7,21834
Indiana,Grant,Democrat,61.5,4662
Tennessee,Washington,Democrat,63.3,5277
Michigan,Crawford,Democrat,58.0,1125
California,Del Norte,Democrat,63.2,2338
South Dakota,Fall River,Democrat,56.0,511
West Virginia,Mercer,Democrat,59.7,5400
Texas,Jim Hogg,Democrat,54.2,1777
Virginia,Essex,Democrat,59.6,775
Florida,Suwannee,Democrat,59.0,3025
Kentucky,Webster,Democrat,60.6,1862
Indiana,Rush,Democrat,59.3,978
Missouri,Callaway,Democrat,64.3,3056
Colorado,Clear Creek,Democrat,66.7,358
Nebraska,Dixon,Democrat,55.5,61
Texas,Cherokee,Democrat,58.3,1312
Pennsylvania,Westmoreland,Democrat,60.5,45201
Virginia,Lynchburg,Democrat,66.0,5024
Georgia,Crawford,Democrat,61.9,613
Texas,Hudspeth,Democrat,58.3,244
Utah,Weber,Democrat,59.7,6578
Virginia,Loudoun,Democrat,62.7,35890
Tennessee,Giles,Democrat,60.1,1230
New Mexico,Cibola,Democrat,61.3,3080
Mississippi,Leake,Democrat,57.6,1874
Florida,Gadsden,Democrat,62.3,9390
Wisconsin,Rock,Democrat,61.0,28585
Tennessee,Morgan,Democrat,64.2,581
Georgia,Clayton,Democrat,63.4,30681
Nebraska,York,Democrat,58.9,109
Louisiana,Assumption,Democrat,61.9,1451
Pennsylvania,Union,Democrat,65.8,3067
Kentucky,McCreary,Democrat,63.8,372
Texas,Moore,Democrat,58.5,230
Oklahoma,Oklahoma,Democrat,61.9,66623
North Carolina,Johnston,Democrat,61.3,14215
Virginia,Bedford,Democrat,60.2,3300
Kentucky,Madison,Democrat,66.2,7826
Iowa,Sac,Democrat,55.7,300
West Virginia,Nicholas,Democrat,60.0,3030
Mississippi,Coahoma,Democrat,59.1,2743
Ohio,Morrow,Democrat,60.0,2199
Mississippi,Lee,Democrat,59.9,3904
Colorado,Custer,Democrat,56.4,79
Indiana,Posey,Democrat,61.0,2495
Virginia,Caroline,Democrat,61.4,2543
Mississippi,Walthall,Democrat,57.7,1243
Texas,Dawson,Democrat,60.3,126
Oklahoma,Craig,Democrat,59.4,1535
Washington,King,Democrat,66.8,9950
Georgia,Gordon,Democrat,61.1,1329
Tennessee,Rhea,Democrat,59.3,834
Mississippi,Clay,Democrat,59.5,2723
Florida,Escambia,Democrat,63.5,26083
Missouri,Monroe,Democrat,56.6,478
Florida,Lafayette,Democrat,65.9,796
Oklahoma,Greer,Democrat,61.9,496
Louisiana,Lafourche,Democrat,62.7,4301
New York,Ontario,Democrat,61.5,6245
West Virginia,Morgan,Democrat,60.1,1168
North Carolina,Haywood,Democrat,57.9,7621
Missouri,St. Clair,Democrat,54.9,660
Tennessee,Perry,Democrat,57.4,323
Texas,Kinney,Democrat,55.6,318
Louisiana,Rapides,Democrat,59.9,6173
Tennessee,Lewis,Democrat,59.1,460
Ohio,Miami,Democrat,59.5,5861
North Carolina,Granville,Democrat,63.4,7408
California,Colusa,Democrat,58.9,1237
Mississippi,Covington,Democrat,58.2,1520
Pennsylvania,Luzerne,Democrat,61.4,39054
Virginia,Henrico,Democrat,62.8,40075
Georgia,Dodge,Democrat,63.9,720
North Carolina,Stanly,Democrat,60.7,3966
Tennessee,Smith,Democrat,61.2,907
Colorado,Crowley,Democrat,72.7,31
Arkansas,Greene,Democrat,60.4,1821
Missouri,Dent,Democrat,56.9,776
South Dakota,Oglala Lakota,Democrat,55.1,999
Utah,Carbon,Democrat,57.8,363
Georgia,Sumter,Democrat,61.2,2364
Arkansas,Monroe,Democrat,58.5,1254
New York,Brooklyn,Democrat,64.6,290563
Virginia,Franklin,Democrat,59.5,2654
Wisconsin,Ozaukee,Democrat,60.5,13443
Missouri,Shelby,Democrat,56.3,440
California,Tehama,Democrat,58.2,3031
Wisconsin,Sheboygan,Democrat,61.0,15712
Texas,Sherman,Democrat,58.2,27
Michigan,Dickinson,Democrat,59.5,1983
West Virginia,Fayette,Democrat,60.7,5902
Georgia,Camden,Democrat,63.5,2093
Michigan,Washtenaw,Democrat,68.3,68085
Indiana,Jasper,Democrat,59.7,2233
Iowa,Taylor,Democrat,55.8,200
New York,Queens,Democrat,66.0,198691
Nebraska,Adams,Democrat,60.1,461
Utah,Wasatch,Democrat,57.7,727
Nebraska,Valley,Democrat,53.1,57
Virginia,Rappahannock,Democrat,58.6,827
Missouri,Carroll,Democrat,56.7,488
Georgia,Union,Democrat,51.9,990
New Mexico,Roosevelt,Democrat,62.7,673
Ohio,Putnam,Democrat,58.8,1747
Michigan,Ontonagon,Democrat,54.6,689
Oklahoma,Mayes,Democrat,58.6,3803
Mississippi,Lafayette,Democrat,70.6,3787
California,Siskiyou,Democrat,57.0,3886
Tennessee,Fentress,Democrat,58.1,543
Alabama,Shelby,Democrat,62.6,10412
Illinois,Ogle,Democrat,59.7,4435
Iowa,Wayne,Democrat,53.5,200
New Mexico,Guadalupe,Democrat,61.4,729
Iowa,Monona,Democrat,54.0,299
Arkansas,Lawrence,Democrat,58.1,1659
Georgia,Clay,Democrat,54.9,341
Alabama,Colbert,Democrat,59.8,5221
Wisconsin,Dunn,Democrat,65.3,6693
Georgia,Clinch,Democrat,59.1,205
Georgia,Oglethorpe,Democrat,60.4,919
