"state","county","party","weterani_hr","liczba_glosow"
Iowa,Hancock,Democrat,798,392
Arkansas,Craighead,Democrat,6727,5405
Kentucky,Oldham,Democrat,4487,5045
Washington,Lewis,Democrat,7912,202
North Carolina,Granville,Democrat,4877,7408
South Carolina,Greenwood,Democrat,4988,4571
Texas,Bastrop,Democrat,6672,4839
Texas,Waller,Democrat,2256,1778
Missouri,Howell,Democrat,3567,2042
North Carolina,Carteret,Democrat,9062,5640
Georgia,Worth,Democrat,1811,850
West Virginia,Clay,Democrat,688,1188
North Carolina,Alleghany,Democrat,781,1134
Tennessee,Williamson,Democrat,9342,9966
New Jersey,Ocean,Democrat,48709,35877
Virginia,Poquoson,Democrat,1363,630
Iowa,Monona,Democrat,965,299
Georgia,Jackson,Democrat,3962,1922
North Carolina,Franklin,Democrat,4275,7809
Nevada,Carson City,Democrat,6232,162
Michigan,Huron,Democrat,2670,2234
Texas,Hall,Democrat,231,91
New Jersey,Somerset,Democrat,13757,31902
Utah,Emery,Democrat,546,92
Virginia,Russell,Democrat,1458,916
South Dakota,McPherson,Democrat,224,93
Kentucky,Harrison,Democrat,1562,1945
New York,Tompkins,Democrat,4764,14923
Washington,Okanogan,Democrat,3891,177
Missouri,Pemiscot,Democrat,1264,852
Oklahoma,Delaware,Democrat,4321,3220
Colorado,La Plata,Democrat,3963,2285
Texas,Kendall,Democrat,3749,1132
West Virginia,Barbour,Democrat,1312,1680
Virginia,Fairfax,Democrat,83545,137115
New Jersey,Middlesex,Democrat,33164,78476
Nebraska,Polk,Democrat,423,58
Indiana,Hamilton,Democrat,15778,26854
Oklahoma,Garvin,Democrat,2123,2414
Illinois,Knox,Democrat,4757,6004
Iowa,Des Moines,Democrat,3575,1999
Kentucky,Bracken,Democrat,571,675
Wisconsin,Waukesha,Democrat,26579,51123
Illinois,Schuyler,Democrat,841,661
Wisconsin,Dodge,Democrat,6642,10744
New York,Suffolk,Democrat,83254,91289
Illinois,Peoria,Democrat,12756,21686
Iowa,Madison,Democrat,1365,600
Louisiana,East Feliciana,Democrat,1261,2194
Georgia,Glascock,Democrat,181,57
Michigan,Mason,Democrat,2607,2964
Georgia,Stewart,Democrat,330,506
Montana,Glacier,Democrat,934,2002
Kentucky,Jessamine,Democrat,3237,3988
Nebraska,Boyd,Democrat,219,23
Tennessee,Cumberland,Democrat,6571,2200
Oklahoma,Canadian,Democrat,9983,8279
Alabama,Lamar,Democrat,1127,615
Illinois,Fulton,Democrat,3195,4687
Idaho,Benewah,Democrat,1019,69
North Carolina,Martin,Democrat,1691,3566
Arizona,La Paz,Democrat,3044,568
Kentucky,Simpson,Democrat,1129,1403
Tennessee,Union,Democrat,998,512
Indiana,Parke,Democrat,1398,931
Texas,Lamar,Democrat,3800,1311
Kentucky,Grayson,Democrat,1881,1335
Indiana,Madison,Democrat,10329,13805
Pennsylvania,Susquehanna,Democrat,4032,3282
Georgia,Banks,Democrat,1262,341
Virginia,Wise,Democrat,2901,1072
Kentucky,Todd,Democrat,879,840
Indiana,Spencer,Democrat,1873,2090
Idaho,Gooding,Democrat,1125,77
Idaho,Bannock,Democrat,5638,1498
Wisconsin,Winnebago,Democrat,12863,29011
Maryland,Allegany,Democrat,6754,4780
Virginia,Albemarle,Democrat,6838,15122
Wisconsin,Langlade,Democrat,1902,2628
Colorado,San Juan,Democrat,60,38
South Dakota,Meade,Democrat,3276,1226
California,Siskiyou,Democrat,4744,3886
Nebraska,Washington,Democrat,1809,276
Montana,Powder River,Democrat,136,58
Texas,Aransas,Democrat,2853,760
Mississippi,Jefferson,Democrat,304,1725
Kentucky,Franklin,Democrat,4043,10616
Alabama,Clarke,Democrat,1583,3361
Virginia,Orange,Democrat,3541,2192
Texas,Schleicher,Democrat,169,82
Colorado,Garfield,Democrat,3465,1173
Wisconsin,Lincoln,Democrat,2671,4171
Pennsylvania,Potter,Democrat,1727,959
West Virginia,Lincoln,Democrat,1771,2525
Kentucky,Russell,Democrat,1142,675
California,Merced,Democrat,11102,12359
Louisiana,St. Landry,Democrat,4489,5790
Missouri,Linn,Democrat,902,845
Montana,Deer Lodge,Democrat,1227,1771
Washington,Franklin,Democrat,3416,144
Kentucky,Menifee,Democrat,478,634
Florida,Hardee,Democrat,1388,922
Texas,San Augustine,Democrat,901,428
Louisiana,East Carroll,Democrat,251,555
Pennsylvania,Venango,Democrat,5260,3940
Georgia,Monroe,Democrat,2069,1550
Indiana,Morgan,Democrat,5557,3758
Utah,Carbon,Democrat,1316,363
Louisiana,Caldwell,Democrat,698,369
Iowa,Worth,Democrat,706,399
Michigan,Schoolcraft,Democrat,892,657
Nevada,Elko,Democrat,4038,86
Missouri,Johnson,Democrat,6242,3417
West Virginia,Brooke,Democrat,2045,3455
South Dakota,Day,Democrat,572,546
Washington,Walla Walla,Democrat,5299,154
Kentucky,Woodford,Democrat,2093,3780
Georgia,Johnson,Democrat,729,452
New Jersey,Essex,Democrat,27099,102520
Pennsylvania,Crawford,Democrat,7843,7242
Iowa,Dickinson,Democrat,1737,699
Alabama,Houston,Democrat,9254,3824
Illinois,Whiteside,Democrat,5000,5997
Missouri,Butler,Democrat,4218,1655
Texas,Scurry,Democrat,1065,239
Texas,Ochiltree,Democrat,500,64
Illinois,Livingston,Democrat,2815,1728
Georgia,Fayette,Democrat,11491,10175
Georgia,Telfair,Democrat,1021,517
Florida,Highlands,Democrat,12995,5765
New York,Franklin,Democrat,4002,3299
Maryland,Caroline,Democrat,2878,2027
Texas,Terrell,Democrat,62,131
Virginia,Carroll,Democrat,2529,1045
Georgia,Walker,Democrat,5925,1876
Texas,Shackelford,Democrat,200,29
Maryland,Dorchester,Democrat,3298,2751
California,Riverside,Democrat,135139,121712
Oklahoma,McIntosh,Democrat,2165,2283
Iowa,O'Brien,Democrat,1117,298
Iowa,Taylor,Democrat,511,200
Nebraska,Garfield,Democrat,182,0
Iowa,Mills,Democrat,1347,499
South Dakota,Jones,Democrat,111,51
Utah,Cache,Democrat,4258,3536
Tennessee,Sevier,Democrat,7284,2500
Texas,Milam,Democrat,1921,829
Virginia,Highland,Democrat,272,174
Pennsylvania,Westmoreland,Democrat,33249,45201
Pennsylvania,Fulton,Democrat,1269,730
Kentucky,Fleming,Democrat,951,1433
North Carolina,Mitchell,Democrat,995,764
Tennessee,Haywood,Democrat,1101,1340
Texas,Duval,Democrat,650,2795
New York,Yates,Democrat,2015,1221
Ohio,Cuyahoga,Democrat,86580,198211
Texas,Marion,Democrat,1205,544
Oklahoma,Cherokee,Democrat,3898,4920
Nebraska,Arthur,Democrat,31,4
Texas,Parker,Democrat,10653,3274
Montana,Gallatin,Democrat,5744,14228
Alabama,Blount,Democrat,4540,959
Oregon,Union,Democrat,2286,2271
Ohio,Montgomery,Democrat,45106,55890
New York,Ontario,Democrat,8978,6245
Texas,Brazos,Democrat,8937,7139
Missouri,St. Charles,Democrat,27143,39398
Tennessee,Anderson,Democrat,7105,4173
Michigan,Ogemaw,Democrat,2343,1788
Oregon,Hood River,Democrat,1487,4160
Missouri,Jefferson,Democrat,17825,21467
Nevada,Nye,Democrat,7469,159
Georgia,Berrien,Democrat,1453,471
Virginia,Warren,Democrat,3584,1948
Florida,Alachua,Democrat,17015,35323
California,Plumas,Democrat,2276,2685
Louisiana,Pointe Coupee,Democrat,1355,2032
Washington,Snohomish,Democrat,57318,2842
Michigan,Midland,Democrat,5991,7665
Nebraska,Cuming,Democrat,722,60
Texas,Blanco,Democrat,1271,419
Utah,Juab,Democrat,534,71
Texas,Hale,Democrat,1884,488
Virginia,Campbell,Democrat,4848,1963
Kentucky,Letcher,Democrat,1277,2626
Idaho,Washington,Democrat,1034,106
California,Glenn,Democrat,1514,1293
Iowa,Davis,Democrat,717,300
Nebraska,Merrick,Democrat,822,60
Oklahoma,Tulsa,Democrat,43454,51897
Virginia,Staunton,Democrat,1819,2478
Texas,Yoakum,Democrat,361,19
Montana,Wibaux,Democrat,82,52
Georgia,Screven,Democrat,946,937
Louisiana,St. Bernard,Democrat,1564,1584
Iowa,Jones,Democrat,1948,899
Florida,Hernando,Democrat,21514,14394
Nebraska,Holt,Democrat,821,54
Utah,Garfield,Democrat,449,96
Florida,Pasco,Democrat,50239,36253
Texas,Falls,Democrat,1359,666
Oregon,Clatsop,Democrat,3979,5962
South Dakota,Butte,Democrat,1049,451
Montana,Richland,Democrat,759,375
Texas,Gray,Democrat,1467,197
Maryland,Prince George's,Democrat,61842,151111
Ohio,Clinton,Democrat,3883,1851
Montana,Teton,Democrat,607,833
Illinois,St. Clair,Democrat,29633,36552
Virginia,Pulaski,Democrat,3188,1425
Texas,Carson,Democrat,472,80
Kentucky,Anderson,Democrat,1504,2781
Georgia,Henry,Democrat,17462,20045
Tennessee,Hamilton,Democrat,25822,24009
Washington,Cowlitz,Democrat,10484,331
Washington,Pacific,Democrat,3119,95
North Carolina,Watauga,Democrat,3180,8325
Missouri,Gasconade,Democrat,1329,908
New Mexico,Rio Arriba,Democrat,2661,8167
Ohio,Butler,Democrat,25433,23976
Florida,Citrus,Democrat,21097,11639
Nebraska,Kearney,Democrat,590,70
Louisiana,Assumption,Democrat,1560,1451
Arkansas,Bradley,Democrat,765,699
Louisiana,Sabine,Democrat,2074,646
North Carolina,Lenoir,Democrat,4369,6678
Kentucky,McCracken,Democrat,5642,6875
Texas,Hamilton,Democrat,710,202
South Carolina,Charleston,Democrat,31268,39955
Iowa,Guthrie,Democrat,898,400
Louisiana,Lafourche,Democrat,4555,4301
West Virginia,Cabell,Democrat,7903,9768
Georgia,Rockdale,Democrat,6602,10142
South Carolina,Oconee,Democrat,7307,3263
North Carolina,Caswell,Democrat,1441,2586
Ohio,Warren,Democrat,15059,13024
Georgia,Warren,Democrat,333,517
California,Imperial,Democrat,6405,8474
Virginia,Amelia,Democrat,1082,850
Iowa,Clayton,Democrat,1575,800
South Dakota,Union,Democrat,1225,686
Utah,Millard,Democrat,755,20
Virginia,Fairfax City,Democrat,1752,3083
Pennsylvania,Elk,Democrat,2887,3319
West Virginia,McDowell,Democrat,1476,2234
Texas,Travis,Democrat,53933,143203
Nevada,Storey,Democrat,630,62
Montana,Sheridan,Democrat,299,325
Virginia,Lynchburg,Democrat,5488,5024
California,Orange,Democrat,131229,224559
Colorado,Morgan,Democrat,1638,157
Virginia,Patrick,Democrat,1588,733
Michigan,Jackson,Democrat,12517,12092
New York,Chenango,Democrat,4096,2452
Tennessee,Knox,Democrat,28744,25471
Illinois,Pulaski,Democrat,552,443
New York,Dutchess,Democrat,18958,22685
Texas,Borden,Democrat,50,5
Kentucky,Meade,Democrat,3568,2853
Oklahoma,Beckham,Democrat,1350,1288
Arizona,Apache,Democrat,4109,6383
Wisconsin,Milwaukee,Democrat,53064,194646
Iowa,Henry,Democrat,1575,700
Michigan,Barry,Democrat,4802,4814
Kentucky,Owsley,Democrat,244,168
Indiana,Rush,Democrat,1398,978
Georgia,Lamar,Democrat,1568,1076
Texas,Wheeler,Democrat,319,60
South Dakota,Hamlin,Democrat,421,306
Virginia,Powhatan,Democrat,2390,1671
Iowa,Fremont,Democrat,776,270
Alabama,Shelby,Democrat,13991,10412
Virginia,Henry,Democrat,4277,2473
Virginia,Portsmouth,Democrat,10778,12004
Colorado,Lake,Democrat,516,218
Pennsylvania,Warren,Democrat,4187,3335
Idaho,Power,Democrat,478,64
Iowa,Decatur,Democrat,612,299
Ohio,Crawford,Democrat,3532,2485
Alabama,Pike,Democrat,2516,2562
Tennessee,Hardeman,Democrat,1791,1946
Colorado,Custer,Democrat,790,79
Georgia,Clarke,Democrat,5581,13934
Kentucky,Martin,Democrat,645,295
Texas,King,Democrat,6,3
Tennessee,Hancock,Democrat,489,146
Nebraska,Hamilton,Democrat,805,67
Mississippi,Harrison,Democrat,22647,9199
Colorado,Baca,Democrat,330,29
Michigan,Arenac,Democrat,1519,1258
Missouri,Buchanan,Democrat,7082,7591
Wisconsin,Brown,Democrat,16824,39097
Virginia,Norfolk,Democrat,28126,22672
South Carolina,Hampton,Democrat,1347,2171
Georgia,Putnam,Democrat,2025,1077
New York,Schuyler,Democrat,1655,1309
Indiana,Warren,Democrat,673,530
Washington,Asotin,Democrat,2195,64
Iowa,Greene,Democrat,821,399
Illinois,Macoupin,Democrat,4417,6322
Kentucky,Fayette,Democrat,17908,37062
Oklahoma,Caddo,Democrat,2704,2603
Nebraska,Colfax,Democrat,633,40
Michigan,Genesee,Democrat,29730,59401
Illinois,DeKalb,Democrat,5687,12450
New Mexico,Socorro,Democrat,1295,2074
Wisconsin,Outagamie,Democrat,12168,28187
Illinois,Putnam,Democrat,615,954
Kentucky,Carlisle,Democrat,398,668
Georgia,Turner,Democrat,491,411
South Carolina,Williamsburg,Democrat,2053,5166
Missouri,Clinton,Democrat,2125,1617
Iowa,Buena Vista,Democrat,1207,599
Tennessee,Roane,Democrat,6179,2370
North Carolina,Moore,Democrat,10134,7627
Texas,Menard,Democrat,277,39
Oklahoma,Kay,Democrat,3822,3079
California,Napa,Democrat,9410,12151
Washington,Douglas,Democrat,3107,86
Indiana,Porter,Democrat,11934,22810
Idaho,Idaho County,Democrat,1877,138
Texas,Castro,Democrat,408,167
Texas,Coke,Democrat,301,50
Alabama,Monroe,Democrat,1237,2643
Alabama,Jackson,Democrat,4000,1837
Missouri,Mercer,Democrat,364,132
Indiana,Jackson,Democrat,2815,2847
Hawaii,Kauai,Democrat,4680,2656
Tennessee,Loudon,Democrat,5244,1664
Tennessee,Sullivan,Democrat,14321,4806
Kentucky,Marion,Democrat,1304,2145
Mississippi,Madison,Democrat,5516,8848
Tennessee,Benton,Democrat,1689,847
Virginia,Virginia Beach,Democrat,61100,35321
Texas,Upton,Democrat,158,136
California,San Joaquin,Democrat,35277,41447
Wisconsin,Pepin,Democrat,557,995
Tennessee,Monroe,Democrat,3738,1828
Michigan,Ionia,Democrat,4782,4303
Kentucky,Taylor,Democrat,1469,1793
Virginia,Page,Democrat,1875,764
Illinois,Kane,Democrat,24660,55148
Illinois,Bureau,Democrat,2803,3370
West Virginia,Pocahontas,Democrat,920,1350
Utah,Grand,Democrat,618,797
Virginia,Hopewell,Democrat,1879,1514
Virginia,Petersburg,Democrat,2692,4786
Michigan,Missaukee,Democrat,1237,990
Virginia,Manassas,Democrat,2621,3092
Wisconsin,Barron,Democrat,3833,5530
Iowa,Union,Democrat,1014,499
Missouri,Ste. Genevieve,Democrat,1673,1640
Mississippi,Quitman,Democrat,483,1128
Texas,Leon,Democrat,1862,378
Michigan,Allegan,Democrat,7700,9034
Iowa,Delaware,Democrat,1200,800
Texas,Austin,Democrat,1877,657
Texas,Culberson,Democrat,143,515
Virginia,Danville,Democrat,4057,3331
Washington,Jefferson,Democrat,4447,191
Oregon,Marion,Democrat,25842,29597
Missouri,Vernon,Democrat,1561,1008
Iowa,Mahaska,Democrat,1481,699
Idaho,Clearwater,Democrat,1041,91
Illinois,Kankakee,Democrat,8404,10649
Virginia,Amherst,Democrat,2551,1590
California,Santa Clara,Democrat,66749,180431
Michigan,Leelanau,Democrat,2225,3818
South Dakota,Roberts,Democrat,790,789
Virginia,Salem,Democrat,2222,1598
Texas,Jeff Davis,Democrat,259,272
South Dakota,Brown,Democrat,2556,2507
Virginia,Augusta,Democrat,6308,3393
Alabama,Lawrence,Democrat,1891,2475
Wyoming,Niobrara,Democrat,192,2
Oregon,Douglas,Democrat,13624,10190
Missouri,Pettis,Democrat,3559,2774
Tennessee,Perry,Democrat,673,323
Nebraska,Knox,Democrat,825,41
Mississippi,Calhoun,Democrat,805,868
West Virginia,Pendleton,Democrat,743,868
Kentucky,Johnson,Democrat,1374,1193
Michigan,Ingham,Democrat,16206,41196
Texas,Sherman,Democrat,180,27
Georgia,Charlton,Democrat,1247,359
Iowa,Boone,Democrat,2277,1300
North Carolina,Macon,Democrat,4073,2976
Iowa,Cerro Gordo,Democrat,3999,2199
Pennsylvania,Cumberland,Democrat,20999,23164
California,Fresno,Democrat,42944,54567
Washington,Garfield,Democrat,278,5
Oregon,Klamath,Democrat,7894,5101
Idaho,Oneida,Democrat,417,11
Utah,Salt Lake,Democrat,49590,45041
Tennessee,Jefferson,Democrat,4980,1327
Colorado,Elbert,Democrat,2328,233
South Dakota,Marshall,Democrat,380,456
Pennsylvania,Chester,Democrat,31143,59031
North Carolina,Cherokee,Democrat,2740,2045
Nevada,Lincoln,Democrat,591,63
Florida,Flagler,Democrat,11345,9129
Tennessee,Blount,Democrat,11723,5098
Oklahoma,Noble,Democrat,988,924
Tennessee,Johnson,Democrat,1503,468
Idaho,Butte,Democrat,266,25
Texas,Wilson,Democrat,4636,1761
Maryland,Somerset,Democrat,2083,1669
Indiana,Martin,Democrat,925,893
Iowa,Warren,Democrat,3826,2199
Texas,Edwards,Democrat,156,69
Pennsylvania,Washington,Democrat,18403,26403
Texas,Jefferson,Democrat,17635,21020
South Carolina,Allendale,Democrat,622,1117
Iowa,Jasper,Democrat,2818,1800
Florida,Holmes,Democrat,1872,958
Nebraska,Fillmore,Democrat,502,68
Mississippi,Sunflower,Democrat,1321,2631
Nevada,Clark,Democrat,151360,8687
Kentucky,Scott,Democrat,3115,4899
Ohio,Knox,Democrat,4489,3889
Georgia,Morgan,Democrat,1357,1169
Illinois,Brown,Democrat,454,316
Missouri,Cooper,Democrat,1392,1017
Nebraska,Sherman,Democrat,256,32
Alabama,Fayette,Democrat,1221,808
Louisiana,West Feliciana,Democrat,1358,1068
Colorado,Adams,Democrat,27662,5339
Colorado,Jefferson,Democrat,42215,13759
West Virginia,Marion,Democrat,5029,8880
Missouri,Taney,Democrat,5347,2572
South Carolina,Marlboro,Democrat,1873,2384
Iowa,Dubuque,Democrat,7057,4798
Indiana,Perry,Democrat,1406,2472
Arkansas,Desha,Democrat,754,1791
Colorado,Boulder,Democrat,15432,17496
Iowa,Black Hawk,Democrat,9095,6899
Indiana,Fulton,Democrat,1634,1277
Michigan,Van Buren,Democrat,6290,6140
Texas,Lynn,Democrat,260,24
Iowa,Jefferson,Democrat,1561,899
Wisconsin,Clark,Democrat,2191,3417
Tennessee,Warren,Democrat,2709,1989
West Virginia,Marshall,Democrat,3304,4048
Pennsylvania,Mifflin,Democrat,4045,2443
Louisiana,Natchitoches,Democrat,2511,3391
Louisiana,Winn,Democrat,940,681
North Carolina,Gaston,Democrat,15458,13435
Texas,Grayson,Democrat,9787,3627
California,Santa Cruz,Democrat,12471,45276
New York,Chautauqua,Democrat,11745,7564
Indiana,Grant,Democrat,5887,4662
North Carolina,Davie,Democrat,3419,2408
Arkansas,Greene,Democrat,3801,1821
West Virginia,Wirt,Democrat,529,496
Virginia,Franklin City,Democrat,839,935
New York,Fulton,Democrat,4538,2266
West Virginia,Mingo,Democrat,1422,3499
Indiana,Scott,Democrat,1620,2876
Texas,Rockwall,Democrat,5062,2760
Iowa,Marion,Democrat,2484,1300
Iowa,Benton,Democrat,2160,1200
Idaho,Owyhee,Democrat,922,62
Florida,Okeechobee,Democrat,3063,1934
Nevada,Lander,Democrat,530,68
Oklahoma,Harmon,Democrat,219,289
Ohio,Highland,Democrat,3578,1992
Oklahoma,Cimarron,Democrat,152,90
Louisiana,Avoyelles,Democrat,2836,1636
Georgia,Paulding,Democrat,10479,6206
Texas,Hunt,Democrat,8001,2175
Texas,Fannin,Democrat,3299,782
Texas,Ellis,Democrat,9986,5282
Texas,Bowie,Democrat,8160,3123
Alabama,Cullman,Democrat,6167,1998
Illinois,Lee,Democrat,2900,3250
Florida,St. Lucie,Democrat,26490,25645
Louisiana,Acadia,Democrat,3417,2949
Georgia,Treutlen,Democrat,342,358
New Jersey,Warren,Democrat,7042,6920
Wyoming,Teton,Democrat,1353,15
Kentucky,Kenton,Democrat,11814,10026
Iowa,Woodbury,Democrat,7107,3600
Kentucky,Leslie,Democrat,465,141
Georgia,Richmond,Democrat,20693,19847
New Jersey,Bergen,Democrat,37238,89401
Georgia,Laurens,Democrat,3407,2747
Wisconsin,Vilas,Democrat,2572,3552
Texas,Trinity,Democrat,1421,450
Missouri,Carroll,Democrat,869,488
North Carolina,Cabarrus,Democrat,12361,15027
Wisconsin,Marquette,Democrat,1696,2314
Texas,Young,Democrat,1345,329
Wyoming,Sublette,Democrat,734,4
New York,Herkimer,Democrat,5622,3132
Oklahoma,Logan,Democrat,3592,2959
Georgia,Jenkins,Democrat,605,419
Ohio,Clark,Democrat,13743,12012
Pennsylvania,Cambria,Democrat,13695,17145
Ohio,Preble,Democrat,3780,2222
Oklahoma,Kiowa,Democrat,829,845
Tennessee,Greene,Democrat,5888,1971
Kentucky,Pendleton,Democrat,896,934
Utah,Piute,Democrat,184,0
Michigan,Oakland,Democrat,67718,176454
Montana,Lake,Democrat,2885,2934
Pennsylvania,Delaware,Democrat,34153,74616
Maryland,Baltimore City,Democrat,35446,119825
Iowa,Linn,Democrat,16870,12099
Oregon,Gilliam,Democrat,217,201
Washington,Clallam,Democrat,9035,273
Nebraska,Thomas,Democrat,73,1
Iowa,Kossuth,Democrat,1433,592
Arkansas,Carroll,Democrat,2961,0
Arkansas,Sevier,Democrat,1055,509
New Jersey,Hunterdon,Democrat,7291,10420
Arkansas,Saline,Democrat,10509,6366
Indiana,Lawrence,Democrat,4192,2710
Georgia,Habersham,Democrat,3319,1161
Kentucky,Carter,Democrat,1647,1851
Kentucky,Mason,Democrat,1165,1502
Mississippi,Simpson,Democrat,1709,2149
Georgia,Clinch,Democrat,479,205
Pennsylvania,Mercer,Democrat,10774,10938
Oklahoma,Jackson,Democrat,3400,1157
South Dakota,Brookings,Democrat,2034,1856
Wisconsin,Portage,Democrat,4757,14384
Indiana,Randolph,Democrat,1971,1592
California,Mendocino,Democrat,6798,7344
California,Alameda,Democrat,63738,198426
Virginia,Emporia,Democrat,335,456
Arkansas,Phillips,Democrat,1271,3352
Wisconsin,Juneau,Democrat,2786,3200
Oregon,Wheeler,Democrat,164,134
Missouri,Maries,Democrat,912,596
Tennessee,Bradley,Democrat,7200,2946
Virginia,Prince George,Democrat,4312,2558
Texas,Presidio,Democrat,374,1223
Iowa,Marshall,Democrat,3538,1799
Kentucky,Hancock,Democrat,858,1064
Nebraska,Deuel,Democrat,238,5
Florida,Seminole,Democrat,30528,37169
Georgia,Newton,Democrat,7341,9270
Kentucky,Muhlenberg,Democrat,2082,3176
Texas,Comanche,Democrat,1176,333
Florida,Baker,Democrat,1979,1459
Alabama,Greene,Democrat,502,2927
Georgia,Candler,Democrat,770,544
West Virginia,Mercer,Democrat,5385,5400
Georgia,Greene,Democrat,1457,1245
Virginia,Middlesex,Democrat,1259,854
South Carolina,Union,Democrat,2062,2022
Iowa,Clinton,Democrat,4259,2399
Mississippi,Benton,Democrat,412,650
Alabama,Pickens,Democrat,1610,2779
Texas,Harrison,Democrat,4799,2571
Tennessee,Lincoln,Democrat,2382,1056
Indiana,Jennings,Democrat,2203,1758
Alabama,Conecuh,Democrat,1101,2575
Texas,Panola,Democrat,1737,689
North Carolina,Vance,Democrat,3202,6560
Mississippi,Montgomery,Democrat,767,1062
Alabama,Crenshaw,Democrat,1098,1015
Ohio,Brown,Democrat,3683,2629
Texas,Sabine,Democrat,1488,274
West Virginia,Lewis,Democrat,1478,1941
Wisconsin,Lafayette,Democrat,1082,2497
Missouri,Caldwell,Democrat,950,558
Colorado,Broomfield,Democrat,3824,1573
Wisconsin,Rock,Democrat,11930,28585
Georgia,Washington,Democrat,1210,1997
Texas,San Jacinto,Democrat,2308,754
Ohio,Paulding,Democrat,1511,1263
Kentucky,Magoffin,Democrat,471,1137
Illinois,McHenry,Democrat,17482,25268
Tennessee,Obion,Democrat,2553,1105
New York,Jefferson,Democrat,10847,4845
Missouri,Ralls,Democrat,1042,726
Washington,Mason,Democrat,8425,214
Texas,Gregg,Democrat,8642,4317
Georgia,Colquitt,Democrat,2367,1337
Florida,Martin,Democrat,16999,10624
Arkansas,Little River,Democrat,1218,1162
Iowa,Ringgold,Democrat,401,199
Hawaii,Maui,Democrat,10056,5614
Mississippi,Jones,Democrat,4596,3191
Washington,Pierce,Democrat,87547,2680
Missouri,St. Clair,Democrat,1004,660
Missouri,Lawrence,Democrat,3803,1900
Wisconsin,Eau Claire,Democrat,7501,20381
Indiana,Wayne,Democrat,5746,4436
Iowa,Muscatine,Democrat,2866,1800
Louisiana,Webster,Democrat,3407,2314
North Carolina,Warren,Democrat,1915,3815
North Carolina,Guilford,Democrat,31377,66084
Kentucky,Bullitt,Democrat,5928,6117
West Virginia,Calhoun,Democrat,635,1115
Indiana,Montgomery,Democrat,2793,1681
Oklahoma,Pottawatomie,Democrat,6223,5700
Tennessee,Scott,Democrat,1172,453
Nebraska,Banner,Democrat,66,7
Montana,Lincoln,Democrat,2506,1514
Arizona,Navajo,Democrat,7144,7036
Virginia,Culpeper,Democrat,3854,2575
Wisconsin,Ashland,Democrat,1470,3650
Idaho,Shoshone,Democrat,1605,130
Missouri,Platte,Democrat,7457,9787
Oregon,Harney,Democrat,723,588
Alabama,Bullock,Democrat,636,2629
Indiana,Wells,Democrat,1840,1559
Georgia,Dawson,Democrat,1913,580
Indiana,Jasper,Democrat,2515,2233
Michigan,Gratiot,Democrat,3063,2997
Indiana,Blackford,Democrat,1135,1007
Wisconsin,Manitowoc,Democrat,7050,11430
Michigan,Keweenaw,Democrat,351,316
Pennsylvania,Berks,Democrat,29566,41988
Louisiana,Concordia,Democrat,1387,2159
Utah,Sanpete,Democrat,1729,308
Michigan,Menominee,Democrat,2598,1640
Kentucky,Casey,Democrat,1211,392
Virginia,Harrisonburg,Democrat,1646,4392
Colorado,Eagle,Democrat,1763,967
Oklahoma,Choctaw,Democrat,1047,1129
Pennsylvania,Bradford,Democrat,5825,3553
Washington,Columbia,Democrat,408,13
Mississippi,Washington,Democrat,2820,3391
Wisconsin,Jefferson,Democrat,6194,12308
South Carolina,Horry,Democrat,27785,16743
Illinois,Coles,Democrat,3785,4230
Virginia,Westmoreland,Democrat,1756,1174
Georgia,Fulton,Democrat,47038,115896
New York,Cayuga,Democrat,6608,5037
Alabama,Limestone,Democrat,6964,4319
Hawaii,Honolulu,Democrat,82157,18144
Oklahoma,Tillman,Democrat,655,560
Montana,Missoula,Democrat,8903,21386
Texas,Orange,Democrat,6481,2668
West Virginia,Grant,Democrat,917,353
Ohio,Guernsey,Democrat,3357,2668
Indiana,Benton,Democrat,638,425
South Carolina,Darlington,Democrat,4771,6067
New York,Otsego,Democrat,5337,4440
Illinois,Franklin,Democrat,3774,4952
Indiana,Clay,Democrat,1990,1980
Florida,Wakulla,Democrat,3447,3083
New York,Tioga,Democrat,4423,3057
Indiana,Putnam,Democrat,2769,2163
Arkansas,Faulkner,Democrat,8027,6851
Tennessee,Fayette,Democrat,2956,2365
Missouri,Oregon,Democrat,1120,590
Missouri,Scotland,Democrat,306,242
Montana,Broadwater,Democrat,708,444
Arkansas,Calhoun,Democrat,391,725
West Virginia,Hampshire,Democrat,1448,1820
Oregon,Lincoln,Democrat,5793,8701
North Carolina,Halifax,Democrat,3537,8537
Tennessee,Smith,Democrat,1171,907
Oklahoma,Pushmataha,Democrat,1134,984
Nevada,Eureka,Democrat,193,22
New Jersey,Gloucester,Democrat,19351,31965
Arizona,Mohave,Democrat,26193,7017
Ohio,Auglaize,Democrat,3550,1983
Iowa,Tama,Democrat,1496,899
Indiana,Cass,Democrat,3138,2792
Texas,Dallam,Democrat,297,37
Colorado,Clear Creek,Democrat,903,358
Wyoming,Natrona,Democrat,6377,38
Ohio,Licking,Democrat,14646,12634
Texas,Reagan,Democrat,93,19
Arkansas,Crawford,Democrat,5321,2460
Kentucky,Madison,Democrat,5769,7826
Indiana,Vigo,Democrat,7960,13476
Colorado,Phillips,Democrat,343,29
New York,Orange,Democrat,22820,23775
Florida,Polk,Democrat,51949,44801
New York,Nassau,Democrat,61803,113248
