"state","county","party","weterani_hr","liczba_glosow"
Alabama,Washington,Republican,1025,2326
Kentucky,Trigg,Republican,1650,921
Kentucky,Lawrence,Republican,790,946
North Carolina,Nash,Republican,6939,10382
Indiana,Union,Republican,588,1443
Ohio,Clinton,Republican,3883,8871
Louisiana,Iberville,Republican,1961,1608
Indiana,Whitley,Republican,2628,8593
New York,Warren,Republican,5617,7143
South Dakota,Tripp,Republican,333,581
Tennessee,Sevier,Republican,7284,16060
Mississippi,Benton,Republican,412,1008
Virginia,Waynesboro,Republican,1828,2780
Tennessee,Cocke,Republican,3385,5823
Kentucky,Carroll,Republican,777,237
California,Siskiyou,Republican,4744,4135
Florida,Palm Beach,Republican,99057,124149
Indiana,Warren,Republican,673,2018
South Dakota,Fall River,Republican,1054,1302
Georgia,Toombs,Republican,1863,3566
California,Lake,Republican,6777,2729
Missouri,Shannon,Republican,710,1468
California,Imperial,Republican,6405,2875
Nebraska,Douglas,Republican,34166,34772
Louisiana,Cameron,Republican,489,451
Virginia,Buena Vista,Republican,466,594
Wisconsin,Milwaukee,Republican,53064,110132
North Carolina,Wilkes,Republican,4760,12301
Kentucky,Breathitt,Republican,566,155
New Mexico,Catron,Republican,501,582
Wisconsin,Ashland,Republican,1470,2469
South Carolina,Fairfield,Republican,2077,2559
Illinois,Menard,Republican,1135,2729
Tennessee,Cheatham,Republican,2762,5632
Michigan,Lenawee,Republican,7598,13812
Michigan,Cass,Republican,4669,6943
Michigan,Saginaw,Republican,15153,22113
Nebraska,Furnas,Republican,507,719
Virginia,Culpeper,Republican,3854,6878
Georgia,Bartow,Republican,6556,17723
Delaware,Kent,Republican,18340,12287
Utah,Summit,Republican,1912,1542
West Virginia,McDowell,Republican,1476,806
Louisiana,Washington,Republican,3817,2467
Kentucky,Clay,Republican,843,1494
Missouri,Maries,Republican,912,1855
Missouri,Pulaski,Republican,7259,5335
Florida,Bradford,Republican,2741,3560
West Virginia,Tucker,Republican,712,935
Texas,Hardeman,Republican,318,637
South Dakota,Minnehaha,Republican,11855,8505
Kentucky,Christian,Republican,6986,1858
South Carolina,Chester,Republican,2641,3329
Texas,Waller,Republican,2256,5893
Missouri,Scotland,Republican,306,792
Mississippi,DeSoto,Republican,11011,25804
Kentucky,Whitley,Republican,2459,3199
North Carolina,Scotland,Republican,2648,1876
Alabama,Shelby,Republican,13991,52162
Oklahoma,Greer,Republican,538,288
South Dakota,Lyman,Republican,350,580
Indiana,Newton,Republican,986,2745
Texas,Madison,Republican,874,2046
Arkansas,Montgomery,Republican,1139,1559
Arkansas,Arkansas,Republican,1389,2684
Virginia,Fairfax City,Republican,1752,2986
Tennessee,Davidson,Republican,38947,53850
Iowa,Howard,Republican,694,367
Arkansas,Fulton,Republican,1358,1360
Louisiana,Jefferson,Republican,27133,28757
New York,Fulton,Republican,4538,5616
New York,Allegany,Republican,4359,4919
Georgia,Washington,Republican,1210,2256
North Carolina,Brunswick,Republican,13400,21545
Iowa,Kossuth,Republican,1433,947
Louisiana,East Feliciana,Republican,1261,1557
Wisconsin,Sawyer,Republican,1662,3652
Texas,Henderson,Republican,7497,14581
Virginia,Augusta,Republican,6308,13569
South Carolina,Aiken,Republican,14081,28591
Missouri,Morgan,Republican,2224,3726
Ohio,Medina,Republican,13084,37544
Georgia,Madison,Republican,1787,5433
Indiana,Harrison,Republican,3337,7246
Illinois,Effingham,Republican,2605,7743
Georgia,Chatham,Republican,24730,30123
Washington,Okanogan,Republican,3891,3266
Nebraska,Rock,Republican,124,413
New York,Broome,Republican,14650,16914
New York,Erie,Republican,64780,57280
New York,Columbia,Republican,5317,4400
Alabama,Butler,Republican,1497,3144
Mississippi,Washington,Republican,2820,2397
Louisiana,Ascension,Republican,6653,8235
Utah,Daggett,Republican,108,94
Virginia,Martinsville,Republican,1045,997
Montana,Chouteau,Republican,574,1053
South Dakota,Hanson,Republican,251,411
Iowa,Fremont,Republican,776,425
Virginia,Floyd,Republican,1305,2406
Nebraska,Chase,Republican,274,612
Missouri,Livingston,Republican,1301,2487
Florida,Calhoun,Republican,1598,1113
California,Kern,Republican,44753,41686
Louisiana,St. Landry,Republican,4489,3697
North Carolina,Granville,Republican,4877,4970
Oregon,Lincoln,Republican,5793,4722
Georgia,Glynn,Republican,7954,12398
Pennsylvania,Clarion,Republican,3011,6703
Georgia,White,Republican,2222,5928
Alabama,Sumter,Republican,706,275
Arkansas,Boone,Republican,3280,6124
Georgia,Hancock,Republican,564,401
Oklahoma,Murray,Republican,1346,976
New Jersey,Hunterdon,Republican,7291,16399
South Carolina,Allendale,Republican,622,361
Idaho,Idaho County,Republican,1877,3800
Tennessee,Unicoi,Republican,1449,3469
Texas,Kenedy,Republican,30,18
Texas,Collin,Republican,42843,113860
Texas,Baylor,Republican,265,783
Nebraska,Boone,Republican,514,1081
New Jersey,Union,Republican,20109,16439
Kentucky,Kenton,Republican,11814,7308
Kentucky,Simpson,Republican,1129,598
Louisiana,Orleans,Republican,19685,8611
South Dakota,Aurora,Republican,224,213
Pennsylvania,Fayette,Republican,12097,12058
Texas,Floyd,Republican,312,1270
Illinois,Douglas,Republican,1403,3941
Illinois,Putnam,Republican,615,823
West Virginia,Nicholas,Republican,1916,2510
Alabama,Morgan,Republican,9518,24124
Nebraska,Logan,Republican,54,238
Indiana,Henry,Republican,4313,9529
North Carolina,Ashe,Republican,2320,4309
New Mexico,Roosevelt,Republican,1180,1164
Georgia,Jackson,Republican,3962,12666
Georgia,Stephens,Republican,1844,4057
North Carolina,Pender,Republican,4856,7500
Iowa,Lyon,Republican,689,1107
North Carolina,Caswell,Republican,1441,1951
Oklahoma,Canadian,Republican,9983,22108
Tennessee,Moore,Republican,591,1449
Indiana,Kosciusko,Republican,4941,17573
California,Alpine,Republican,177,147
Washington,Kitsap,Republican,35514,21273
Oklahoma,Kingfisher,Republican,874,2761
Virginia,Danville,Republican,4057,3243
Michigan,Barry,Republican,4802,9993
Texas,Andrews,Republican,972,2707
North Carolina,Chowan,Republican,1221,1557
Arkansas,Marion,Republican,2267,3498
South Dakota,Hamlin,Republican,421,804
Iowa,Decatur,Republican,612,497
New York,Nassau,Republican,61803,97996
Mississippi,Walthall,Republican,701,1948
Texas,Briscoe,Republican,93,427
Tennessee,Perry,Republican,673,969
Tennessee,Dyer,Republican,3083,4977
Nebraska,Garfield,Republican,182,308
Michigan,Alpena,Republican,2800,4113
Illinois,Fulton,Republican,3195,4448
Ohio,Trumbull,Republican,18957,28287
New York,Genesee,Republican,4392,5881
Pennsylvania,Montgomery,Republican,50355,104067
Virginia,Campbell,Republican,4848,8884
Kentucky,Allen,Republican,1508,1463
Nebraska,Hall,Republican,4151,5406
Mississippi,Panola,Republican,1901,4077
Wisconsin,Waukesha,Republican,26579,120830
New York,Lewis,Republican,2332,2839
North Carolina,Columbus,Republican,4042,3487
Texas,Van Zandt,Republican,4789,11459
Mississippi,Lowndes,Republican,5251,7698
Missouri,Vernon,Republican,1561,3043
Florida,Glades,Republican,1205,1058
Iowa,Jasper,Republican,2818,2323
Florida,Volusia,Republican,54343,61542
Arkansas,Franklin,Republican,1643,3200
Louisiana,Caddo,Republican,19567,15649
New Mexico,Quay,Republican,880,847
Louisiana,West Feliciana,Republican,1358,886
Pennsylvania,Venango,Republican,5260,8384
Texas,Bexar,Republican,151376,128532
Illinois,White,Republican,1374,2681
Idaho,Bingham,Republican,2887,6727
Texas,Travis,Republican,53933,81913
Virginia,Franklin,Republican,4703,8122
Georgia,Taliaferro,Republican,104,192
New York,Clinton,Republican,7457,4338
Iowa,Hardin,Republican,1485,1269
Nebraska,Hitchcock,Republican,310,390
Kentucky,Hart,Republican,1202,760
Michigan,Kalamazoo,Republican,15405,30432
North Carolina,Moore,Republican,10134,17567
Georgia,Decatur,Republican,1577,3092
Georgia,Cherokee,Republican,14589,49805
Nebraska,Lincoln,Republican,3307,4450
Montana,Richland,Republican,759,1696
South Carolina,Darlington,Republican,4771,8879
Mississippi,Yazoo,Republican,1658,2710
Oklahoma,Blaine,Republican,809,1414
Ohio,Meigs,Republican,2018,4824
Texas,Wilson,Republican,4636,8127
Montana,Rosebud,Republican,786,1088
Oklahoma,Pittsburg,Republican,4579,2843
Illinois,Fayette,Republican,1712,3897
New Jersey,Salem,Republican,5548,3836
Mississippi,Leflore,Republican,1052,1559
California,Fresno,Republican,42944,46715
Nebraska,Nuckolls,Republican,469,577
Tennessee,Gibson,Republican,3849,6783
Virginia,Wise,Republican,2901,3652
Iowa,Sac,Republican,943,669
Alabama,Lee,Republican,10045,20509
New York,Cortland,Republican,3432,3667
Oklahoma,Coal,Republican,511,246
New York,Staten Island,Republican,19802,24688
Montana,Hill,Republican,1353,1573
Tennessee,Lawrence,Republican,3115,5680
Missouri,Camden,Republican,5092,9771
Georgia,Burke,Republican,1490,2577
Georgia,Walker,Republican,5925,9852
Virginia,Patrick,Republican,1588,2500
Washington,Asotin,Republican,2195,2697
South Dakota,Yankton,Republican,1706,1016
Washington,Skamania,Republican,1285,1264
Missouri,Reynolds,Republican,669,1085
Oklahoma,Woodward,Republican,1339,3238
Missouri,Osage,Republican,1125,2859
Pennsylvania,Lawrence,Republican,7787,11381
South Dakota,Roberts,Republican,790,400
Kentucky,Logan,Republican,1880,837
Missouri,Bates,Republican,1129,2728
Indiana,Elkhart,Republican,11289,33112
Georgia,Mitchell,Republican,1508,2234
Indiana,Dearborn,Republican,3727,10078
Arkansas,Van Buren,Republican,1901,3101
Missouri,Atchison,Republican,585,1070
Tennessee,DeKalb,Republican,1334,2447
Missouri,Butler,Republican,4218,7079
Kentucky,Hopkins,Republican,3500,1615
Virginia,New Kent,Republican,1926,4060
Indiana,Jackson,Republican,2815,8526
Texas,McCulloch,Republican,585,1967
Ohio,Ashtabula,Republican,9241,13520
Arizona,Apache,Republican,4109,2159
Florida,Polk,Republican,51949,71360
Michigan,Mason,Republican,2607,4782
Iowa,Winneshiek,Republican,1485,1042
New Jersey,Ocean,Republican,48709,50767
Alabama,Dale,Republican,6730,8836
Michigan,Leelanau,Republican,2225,4566
Oregon,Gilliam,Republican,217,316
Florida,Columbia,Republican,7694,8157
Ohio,Union,Republican,3542,12961
Texas,Gregg,Republican,8642,17472
Pennsylvania,Greene,Republican,3657,3710
Indiana,Switzerland,Republican,882,1258
Ohio,Lorain,Republican,23691,43857
Illinois,Alexander,Republican,678,525
Texas,San Saba,Republican,457,1381
Wisconsin,Wood,Republican,6206,15640
Iowa,Washington,Republican,1573,1544
California,Madera,Republican,8266,10021
Virginia,Lunenburg,Republican,1184,1317
Georgia,Dougherty,Republican,7326,6455
Arkansas,Clark,Republican,1804,2597
South Carolina,Lexington,Republican,23090,54541
Maryland,Anne Arundel,Republican,54387,55096
Missouri,Schuyler,Republican,299,713
Oklahoma,Pushmataha,Republican,1134,548
Kentucky,Magoffin,Republican,471,516
Washington,Lincoln,Republican,1223,1791
Montana,Sheridan,Republican,299,582
Virginia,Washington,Republican,4604,7594
Idaho,Boise,Republican,758,1545
Idaho,Ada,Republican,29195,48727
Wisconsin,Clark,Republican,2191,5855
Louisiana,East Carroll,Republican,251,237
Texas,Liberty,Republican,5416,11315
Mississippi,Issaquena,Republican,85,165
Florida,St. Lucie,Republican,26490,30614
Idaho,Jerome,Republican,1339,2334
Texas,Cameron,Republican,16018,12199
Texas,Red River,Republican,1059,2339
North Carolina,New Hanover,Republican,17387,27621
Texas,Willacy,Republican,1081,324
Virginia,Appomattox,Republican,1481,2383
Virginia,Page,Republican,1875,2674
Missouri,St. Louis County,Republican,70308,131291
Michigan,Bay,Republican,8948,12921
Virginia,Rockingham,Republican,4837,13184
Arkansas,Lawrence,Republican,1443,1211
Arizona,Yuma,Republican,15380,7468
Virginia,Fluvanna,Republican,2283,3600
North Carolina,Davidson,Republican,11671,23593
Wisconsin,Manitowoc,Republican,7050,17176
Montana,Wibaux,Republican,82,277
Michigan,Chippewa,Republican,3760,4610
Virginia,Albemarle,Republican,6838,14690
Texas,Hemphill,Republican,213,1178
Pennsylvania,Dauphin,Republican,20825,38679
Louisiana,Franklin,Republican,1222,1366
West Virginia,Harrison,Republican,5992,6708
West Virginia,Preston,Republican,3098,4870
Nebraska,Cherry,Republican,524,1695
Texas,Scurry,Republican,1065,2661
North Carolina,Randolph,Republican,10305,20722
South Dakota,Gregory,Republican,427,442
Missouri,Hickory,Republican,1315,524
Mississippi,Tishomingo,Republican,1546,3457
Indiana,Morgan,Republican,5557,17061
Indiana,Clinton,Republican,2051,6363
Texas,Taylor,Republican,12003,21287
Texas,Fayette,Republican,2071,6088
California,Plumas,Republican,2276,3042
Nebraska,Knox,Republican,825,937
Wisconsin,Dane,Republican,28261,67259
Michigan,Arenac,Republican,1519,2119
Kentucky,Todd,Republican,879,264
Mississippi,Bolivar,Republican,1434,2534
Georgia,Bleckley,Republican,946,2111
North Carolina,Swain,Republican,1096,1317
Texas,Williamson,Republican,33319,62483
Oklahoma,Okfuskee,Republican,1127,776
Arizona,Graham,Republican,2695,3309
Montana,Ravalli,Republican,4460,8042
West Virginia,Grant,Republican,917,2823
Georgia,Coweta,Republican,10406,24999
Pennsylvania,Forest,Republican,1008,915
New York,Orange,Republican,22820,23207
Texas,Houston,Republican,2109,4256
Virginia,Louisa,Republican,2963,5101
Arkansas,Howard,Republican,875,1580
Georgia,Banks,Republican,1262,3634
South Dakota,Butte,Republican,1049,1511
Indiana,Pike,Republican,1066,2592
Ohio,Auglaize,Republican,3550,11253
California,Contra Costa,Republican,57474,39024
Kentucky,Grayson,Republican,1881,1846
Mississippi,Noxubee,Republican,379,586
Ohio,Jefferson,Republican,6720,10681
Texas,Eastland,Republican,1657,3794
Illinois,Stephenson,Republican,3913,8136
Wisconsin,Oconto,Republican,3476,8928
Missouri,Audrain,Republican,1954,3905
Pennsylvania,Wyoming,Republican,2471,5209
West Virginia,Braxton,Republican,1317,990
Washington,San Juan,Republican,1544,1300
West Virginia,Jackson,Republican,2839,4377
New York,Washington,Republican,5811,5052
Georgia,Grady,Republican,1743,3148
Texas,Castro,Republican,408,983
Oregon,Harney,Republican,723,1745
Oklahoma,Atoka,Republican,1145,730
Kentucky,Wolfe,Republican,419,93
Utah,San Juan,Republican,606,567
Alabama,Marengo,Republican,1462,1046
Georgia,Lowndes,Republican,9100,11620
Montana,Cascade,Republican,10265,9748
Texas,Uvalde,Republican,1426,2178
Washington,Benton,Republican,14541,18908
New Mexico,Hidalgo,Republican,338,334
Mississippi,Monroe,Republican,2385,5024
Nebraska,Fillmore,Republican,502,824
Louisiana,Vermilion,Republican,3304,3025
New York,Wayne,Republican,6662,7757
Oklahoma,Washita,Republican,942,1273
Georgia,Troup,Republican,4638,9381
Texas,Smith,Republican,15549,38950
Ohio,Fulton,Republican,2755,9407
North Carolina,Washington,Republican,998,694
Utah,Kane,Republican,695,572
Arkansas,Washington,Republican,12056,28420
Oregon,Jefferson,Republican,2020,2487
Ohio,Perry,Republican,2770,5750
Texas,Chambers,Republican,2277,6805
West Virginia,Mercer,Republican,5385,6332
Kentucky,Leslie,Republican,465,1020
Arkansas,Desha,Republican,754,427
Texas,Limestone,Republican,1809,3542
Wisconsin,Florence,Republican,547,1186
Illinois,Coles,Republican,3785,8146
New York,Seneca,Republican,3008,2826
New Jersey,Burlington,Republican,36014,26990
Mississippi,Union,Republican,1681,4842
Georgia,Bacon,Republican,502,1658
Missouri,Holt,Republican,515,1035
North Carolina,Gates,Republican,1129,721
Oregon,Union,Republican,2286,4160
Virginia,Orange,Republican,3541,5293
Utah,Uintah,Republican,1934,2903
South Dakota,Perkins,Republican,253,611
Texas,Nacogdoches,Republican,3412,9644
Georgia,Wilkinson,Republican,613,1259
New Mexico,Grant,Republican,3003,1544
Nevada,Pershing,Republican,725,290
Virginia,Essex,Republican,929,1151
Virginia,Bland,Republican,722,1055
Iowa,Tama,Republican,1496,983
New York,Manhattan,Republican,41775,24887
Montana,Daniels,Republican,178,407
Kentucky,Mercer,Republican,1723,1360
Indiana,Tipton,Republican,1525,4151
Louisiana,Grant,Republican,1748,1597
Wisconsin,Taylor,Republican,1509,4315
Florida,Bay,Republican,22243,28823
Arkansas,Lee,Republican,485,640
Kentucky,Cumberland,Republican,470,966
New Jersey,Atlantic,Republican,16672,14857
Montana,Flathead,Republican,8688,12702
Texas,Mason,Republican,414,1245
Michigan,Crawford,Republican,1611,2137
Alabama,Tallapoosa,Republican,3631,8649
Nebraska,Cheyenne,Republican,869,1505
Kentucky,Nelson,Republican,3131,1821
Texas,Knox,Republican,279,686
Idaho,Shoshone,Republican,1605,1455
Nebraska,Webster,Republican,330,481
Kentucky,Morgan,Republican,548,164
Virginia,Richmond City,Republican,12126,13004
Georgia,Brooks,Republican,1533,1915
South Carolina,Laurens,Republican,4965,9638
Michigan,Menominee,Republican,2598,2698
Iowa,Muscatine,Republican,2866,2414
Illinois,Randolph,Republican,3052,4014
Missouri,Douglas,Republican,1425,3038
Texas,Kendall,Republican,3749,9614
Arkansas,Saline,Republican,10509,22329
Virginia,Charles City,Republican,706,661
Indiana,Rush,Republican,1398,4074
Michigan,Lapeer,Republican,6550,15439
Wisconsin,Crawford,Republican,1574,2557
Indiana,Brown,Republican,1704,3778
South Carolina,Greenville,Republican,32427,92954
California,Shasta,Republican,17765,17508
Tennessee,Rhea,Republican,2075,5131
Missouri,Washington,Republican,2288,3209
Kentucky,Knott,Republican,755,89
Illinois,Knox,Republican,4757,6471
Louisiana,Morehouse,Republican,2068,1542
North Carolina,McDowell,Republican,3620,5955
Missouri,Howell,Republican,3567,8218
Tennessee,Sullivan,Republican,14321,22196
Indiana,Vigo,Republican,7960,13156
Indiana,Hamilton,Republican,15778,74021
Alabama,Blount,Republican,4540,14791
South Dakota,Custer,Republican,1183,1489
Iowa,Shelby,Republican,1041,745
Virginia,Manassas,Republican,2621,3833
Oklahoma,Cherokee,Republican,3898,3273
Texas,Tyler,Republican,1909,4150
Louisiana,LaSalle,Republican,1050,1256
Indiana,LaPorte,Republican,8961,14852
Florida,Union,Republican,1931,1350
Alabama,Jackson,Republican,4000,10596
Kentucky,Boone,Republican,8606,6727
Kentucky,Jefferson,Republican,54711,33414
West Virginia,Berkeley,Republican,10627,11190
Texas,Austin,Republican,1877,5957
Missouri,St. Clair,Republican,1004,1905
Mississippi,Itawamba,Republican,1526,4086
North Carolina,Yadkin,Republican,2514,7541
Virginia,Virginia Beach,Republican,61100,55150
Mississippi,Stone,Republican,1520,3109
Tennessee,Marshall,Republican,2222,3774
Virginia,Emporia,Republican,335,375
Montana,Prairie,Republican,162,316
Ohio,Portage,Republican,12212,24959
Iowa,Monona,Republican,965,512
Texas,Tarrant,Republican,118263,208242
Idaho,Bonneville,Republican,6919,16467
Texas,Trinity,Republican,1421,3340
Georgia,Henry,Republican,17462,27812
Georgia,Ware,Republican,2528,4513
New Mexico,Harding,Republican,103,142
New Jersey,Monmouth,Republican,35366,41669
Arkansas,Hot Spring,Republican,3202,4185
Florida,Hamilton,Republican,1311,988
Kentucky,Greenup,Republican,2765,1474
Louisiana,Caldwell,Republican,698,615
New Mexico,Colfax,Republican,1390,739
Texas,Hale,Republican,1884,4239
Idaho,Madison,Republican,960,6895
New York,Saint Lawrence,Republican,8064,6500
Michigan,Montcalm,Republican,4911,8160
Ohio,Brown,Republican,3683,9024
Iowa,Keokuk,Republican,788,700
Kentucky,Laurel,Republican,4121,4853
Nebraska,Johnson,Republican,462,465
New York,Chautauqua,Republican,11745,8584
Arkansas,Dallas,Republican,444,428
Mississippi,Pearl River,Republican,4982,8864
Iowa,Calhoun,Republican,928,557
Iowa,Franklin,Republican,809,628
New Jersey,Gloucester,Republican,19351,14804
Texas,Gillespie,Republican,2666,7823
Texas,Parmer,Republican,367,1204
North Carolina,Northampton,Republican,1427,991
Wisconsin,Green,Republican,2457,6740
Mississippi,Coahoma,Republican,1198,1084
Indiana,Martin,Republican,925,2221
Indiana,Howard,Republican,7482,15254
Pennsylvania,Luzerne,Republican,28639,36637
Illinois,Macoupin,Republican,4417,7168
Tennessee,Humphreys,Republican,1525,2314
Illinois,Williamson,Republican,6348,10655
North Carolina,Cherokee,Republican,2740,5477
Ohio,Belmont,Republican,6205,10614
Mississippi,Tunica,Republican,522,263
Texas,Ector,Republican,7071,15083
Missouri,Lawrence,Republican,3803,8063
Pennsylvania,Blair,Republican,12862,20464
Tennessee,Campbell,Republican,2950,4169
Alabama,Bibb,Republican,1327,3891
Arizona,Santa Cruz,Republican,2223,1393
Missouri,Webster,Republican,3036,7868
Missouri,Linn,Republican,902,2067
North Carolina,Pasquotank,Republican,3941,2795
Tennessee,Jackson,Republican,797,1501
Wisconsin,Brown,Republican,16824,49367
California,Kings,Republican,10609,8371
Nebraska,Thomas,Republican,73,220
Nebraska,Saunders,Republican,1883,2591
Virginia,Rappahannock,Republican,697,1338
Iowa,Hancock,Republican,798,849
Iowa,Warren,Republican,3826,3807
South Dakota,Campbell,Republican,126,450
Mississippi,Neshoba,Republican,1721,4333
Montana,Mineral,Republican,639,761
Texas,De Witt,Republican,1742,3449
Texas,Llano,Republican,2750,5667
North Carolina,Orange,Republican,5892,10210
Texas,Coke,Republican,301,814
Georgia,Dade,Republican,1342,2760
South Dakota,McPherson,Republican,224,504
Nebraska,Arthur,Republican,31,108
Texas,Gonzales,Republican,1083,3209
California,San Bernardino,Republican,104576,83234
Georgia,Catoosa,Republican,4805,10964
Texas,Wichita,Republican,11953,15272
Idaho,Franklin,Republican,785,2236
North Carolina,Haywood,Republican,6138,7544
Kentucky,Russell,Republican,1142,2245
Georgia,Peach,Republican,2354,3018
Florida,Madison,Republican,1562,1587
South Carolina,Calhoun,Republican,1279,2289
Oklahoma,Grady,Republican,4459,7556
Alabama,Mobile,Republican,33586,61351
Illinois,Lee,Republican,2900,5939
Utah,Duchesne,Republican,931,1756
Maryland,Washington,Republican,12218,18931
Wisconsin,Richland,Republican,1366,3094
Texas,Ward,Republican,854,1396
Kentucky,Owsley,Republican,244,262
Texas,Jim Wells,Republican,2183,2034
Kentucky,Henry,Republican,969,762
Kentucky,McLean,Republican,759,473
Virginia,Carroll,Republican,2529,4467
Tennessee,Rutherford,Republican,19043,36158
Texas,Zapata,Republican,478,81
West Virginia,Putnam,Republican,4780,7916
Ohio,Licking,Republican,14646,34335
South Dakota,Harding,Republican,69,385
South Dakota,Codington,Republican,2360,2190
Michigan,St. Clair,Republican,12663,23711
Indiana,Benton,Republican,638,2066
Mississippi,Jackson,Republican,14074,19835
West Virginia,Barbour,Republican,1312,2038
Virginia,Henrico,Republican,22033,44166
Indiana,Allen,Republican,23407,64310
Kentucky,Monroe,Republican,746,1342
Idaho,Kootenai,Republican,13296,21848
Texas,Parker,Republican,10653,26185
Iowa,Montgomery,Republican,897,571
Ohio,Vinton,Republican,879,2055
New York,Otsego,Republican,5337,4949
West Virginia,Tyler,Republican,823,1618
West Virginia,Randolph,Republican,2810,2632
Iowa,Cass,Republican,1155,924
Virginia,Prince William,Republican,40034,45735
Montana,Pondera,Republican,477,1108
North Carolina,Person,Republican,2824,3994
Illinois,Wayne,Republican,1454,3980
Florida,Putnam,Republican,8293,8634
Washington,Clallam,Republican,9035,8220
West Virginia,Marshall,Republican,3304,3632
North Carolina,Halifax,Republican,3537,2392
Texas,Winkler,Republican,289,1126
Pennsylvania,Washington,Republican,18403,25730
Idaho,Twin Falls,Republican,5629,9337
Texas,Harris,Republican,181514,317328
Michigan,Jackson,Republican,12517,19621
South Dakota,Bennett,Republican,198,238
Oklahoma,Jackson,Republican,3400,2340
Mississippi,Tallahatchie,Republican,640,1187
Missouri,Ste. Genevieve,Republican,1673,2377
Kentucky,Marion,Republican,1304,414
Oklahoma,Cotton,Republican,637,594
Kentucky,Muhlenberg,Republican,2082,891
Virginia,Dinwiddie,Republican,2439,2775
Nevada,Elko,Republican,4038,2351





