"state","county","party","pop_2010_real_hr","zageszczenie_2010_hr","liczba_glosow"
North Carolina,Yadkin,Democrat,38406,114.7,1615
Oregon,Grant,Democrat,7445,1.6,594
Oklahoma,Major,Democrat,7527,7.9,355
Arkansas,Yell,Democrat,22185,23.9,1155
Wyoming,Lincoln,Democrat,18106,4.4,6
Iowa,Sioux,Democrat,33704,43.9,399
Tennessee,Haywood,Democrat,18787,35.2,1340
Nebraska,Garfield,Democrat,2049,3.6,0
Tennessee,Cocke,Democrat,35662,82.1,824
Nebraska,Red Willow,Democrat,11055,15.4,71
Kentucky,Montgomery,Democrat,26499,134.3,2611
South Dakota,Clay,Democrat,13864,33.6,1232
Montana,Madison,Democrat,7691,2.1,671
Texas,Hopkins,Democrat,35161,45.8,926
South Carolina,Sumter,Democrat,107456,161.6,11257
Michigan,Gratiot,Democrat,42476,74.7,2997
North Carolina,Cleveland,Democrat,98078,211.3,7984
North Carolina,Wilkes,Democrat,69340,91.9,3890
Idaho,Butte,Democrat,2891,1.3,25
Indiana,Dearborn,Democrat,50047,164.1,2634
Oregon,Union,Democrat,25748,12.6,2271
Tennessee,Hamilton,Democrat,336463,620.3,24009
West Virginia,Upshur,Democrat,24254,68.4,1809
North Carolina,Chowan,Democrat,14793,85.8,1444
Iowa,Plymouth,Democrat,24986,29.0,699
Georgia,Habersham,Democrat,43041,155.5,1161
California,Riverside,Democrat,2189641,303.8,121712
Mississippi,George,Democrat,22578,47.2,471
Texas,Live Oak,Democrat,11531,11.1,275
Missouri,Ripley,Democrat,14100,22.4,509
Nebraska,Antelope,Democrat,6685,7.8,50
Wyoming,Albany,Democrat,36299,8.5,33
Ohio,Columbiana,Democrat,107841,202.7,7679
Tennessee,Bedford,Democrat,45058,95.1,1731
Oregon,Lake,Democrat,7895,1.0,492
Georgia,Morgan,Democrat,17868,51.4,1169
West Virginia,Kanawha,Democrat,193063,214.1,26108
Virginia,Middlesex,Democrat,10959,84.1,854
Virginia,Caroline,Democrat,28545,54.1,2543
Texas,Starr,Democrat,60968,49.8,8549
Oklahoma,Cleveland,Democrat,255755,474.7,26861
Illinois,St. Clair,Democrat,270056,410.6,36552
Kentucky,Mason,Democrat,17490,72.8,1502
North Carolina,Rowan,Democrat,138428,270.7,9000
Illinois,Menard,Democrat,12705,40.4,889
Texas,Baylor,Democrat,3726,4.3,70
Washington,Lincoln,Democrat,10570,4.6,30
Texas,Maverick,Democrat,54258,42.4,5850
Oklahoma,Beckham,Democrat,22119,24.5,1288
Tennessee,Gibson,Democrat,49683,82.4,1976
Illinois,Johnson,Democrat,12582,36.6,781
Arkansas,Conway,Democrat,21273,38.5,2595
Tennessee,Van Buren,Democrat,5548,20.3,338
Arkansas,Searcy,Democrat,8195,12.3,385
South Dakota,Beadle,Democrat,17398,13.8,874
California,Solano,Democrat,413344,503.0,55383
Mississippi,Franklin,Democrat,8118,14.4,821
Virginia,Charlotte,Democrat,12586,26.5,797
Florida,Calhoun,Democrat,14625,25.8,982
Louisiana,St. Martin,Democrat,52160,70.7,2559
Louisiana,Acadia,Democrat,61773,94.3,2949
Mississippi,Lee,Democrat,82910,184.3,3904
Kentucky,Metcalfe,Democrat,10099,34.9,1088
Virginia,Charles City,Democrat,7256,39.7,1004
Montana,Toole,Democrat,5324,2.8,236
Arkansas,Chicot,Democrat,11800,18.3,1617
New Mexico,Curry,Democrat,48376,34.4,1440
New Mexico,Lincoln,Democrat,20497,4.2,1042
Michigan,Ingham,Democrat,280895,505.1,41196
Kentucky,Green,Democrat,11258,39.4,644
South Carolina,Abbeville,Democrat,25417,51.8,1813
Louisiana,Natchitoches,Democrat,39566,31.6,3391
North Carolina,Avery,Democrat,17797,72.0,751
South Dakota,Roberts,Democrat,10149,9.2,789
Texas,Williamson,Democrat,422679,378.0,30875
South Dakota,Bon Homme,Democrat,7070,12.5,422
Missouri,Phelps,Democrat,45156,67.2,2881
Virginia,Covington,Democrat,5961,1090.2,329
Oklahoma,Jackson,Democrat,26446,32.9,1157
Idaho,Bonneville,Democrat,104234,55.9,1039
Wisconsin,Pierce,Democrat,41019,71.5,5539
New York,Delaware,Democrat,47980,33.3,2730
Iowa,Henry,Democrat,20145,46.4,700
Nebraska,Dakota,Democrat,21006,79.5,175
Florida,Gilchrist,Democrat,16939,48.4,1006
Pennsylvania,Juniata,Democrat,24636,63.0,1379
Alabama,Escambia,Democrat,38319,40.5,2253
Virginia,Frederick,Democrat,78305,189.4,4200
Montana,Stillwater,Democrat,9117,5.1,593
New York,Suffolk,Democrat,1493350,1637.4,91289
West Virginia,Hampshire,Democrat,23964,37.4,1820
Wyoming,Niobrara,Democrat,2484,0.9,2
Mississippi,Jeff Davis,Democrat,12487,30.6,1996
Illinois,Fayette,Democrat,22140,30.9,1257
Arkansas,Fulton,Democrat,12245,19.8,1174
Texas,Llano,Democrat,19301,20.7,779
Georgia,Carroll,Democrat,110527,221.5,5106
North Carolina,Clay,Democrat,10587,49.3,842
Michigan,Shiawassee,Democrat,70648,133.1,7483
Indiana,Delaware,Democrat,117671,300.1,13865
Texas,Hood,Democrat,51182,121.7,1455
Mississippi,Lowndes,Democrat,59779,118.3,4876
Illinois,White,Democrat,14665,29.6,1095
Montana,Flathead,Democrat,90928,17.9,7010
Texas,Erath,Democrat,37890,35.0,792
South Carolina,Oconee,Democrat,74273,118.6,3263
Missouri,Harrison,Democrat,8957,12.4,321
Alabama,Covington,Democrat,37765,36.6,925
Kentucky,Livingston,Democrat,9519,30.4,1010
Pennsylvania,Lancaster,Democrat,519445,550.4,40982
Iowa,Tama,Democrat,17767,24.6,899
Oregon,Polk,Democrat,75403,101.8,9763
South Dakota,Custer,Democrat,8216,5.3,521
Wisconsin,Milwaukee,Democrat,947735,3926.0,194646
Missouri,Gentry,Democrat,6738,13.7,347
Missouri,Worth,Democrat,2171,8.1,135
North Carolina,New Hanover,Democrat,202667,1058.1,24516
Ohio,Wyandot,Democrat,22615,55.6,1308
Virginia,Shenandoah,Democrat,41993,82.5,1886
Georgia,Jefferson,Democrat,16930,32.2,1708
New Mexico,Grant,Democrat,29514,7.4,4539
New York,Chautauqua,Democrat,134905,127.2,7564
New York,Broome,Democrat,200600,284.2,16211
Montana,Lake,Democrat,28746,19.3,2934
Kentucky,Pike,Democrat,65024,82.6,7183
Virginia,Prince George,Democrat,35725,134.7,2558
North Carolina,Pasquotank,Democrat,40661,179.2,3599
New York,Warren,Democrat,65707,75.8,4276
Texas,Gregg,Democrat,121730,445.4,4317
Michigan,Calhoun,Democrat,136146,192.8,11040
North Carolina,Caldwell,Democrat,83029,176.1,4264
Louisiana,Catahoula,Democrat,10407,14.7,625
Illinois,Marion,Democrat,39437,68.9,3290
Oklahoma,Cherokee,Democrat,46987,62.7,4920
Michigan,Baraga,Democrat,8860,9.9,641
New York,Hamilton,Democrat,4836,2.8,333
North Carolina,Craven,Democrat,103505,146.0,8371
North Carolina,Guilford,Democrat,488406,756.4,66084
Arkansas,Polk,Democrat,20662,24.1,621
Texas,Grimes,Democrat,26604,33.8,784
Arkansas,Craighead,Democrat,96443,136.4,5405
Pennsylvania,Bucks,Democrat,625249,1034.7,82987
Texas,Runnels,Democrat,10501,10.0,135
Montana,Fallon,Democrat,2890,1.8,55
Arkansas,Stone,Democrat,12394,20.4,968
Georgia,Troup,Democrat,67044,161.9,4207
South Carolina,Allendale,Democrat,10419,25.5,1117
Iowa,Harrison,Democrat,14928,21.4,499
Colorado,Gilpin,Democrat,5441,36.3,247
New Mexico,Eddy,Democrat,53829,12.9,2906
Ohio,Ashtabula,Democrat,101497,144.6,9576
Iowa,Pocahontas,Democrat,7310,12.7,300
North Carolina,Davie,Democrat,41240,156.2,2408
Missouri,McDonald,Democrat,23083,42.8,749
Alabama,Etowah,Democrat,104430,195.2,5551
Texas,Wheeler,Democrat,5410,5.9,60
California,San Joaquin,Democrat,685306,492.6,41447
Arkansas,Saline,Democrat,107118,148.0,6366
Oklahoma,Okfuskee,Democrat,12191,19.7,1017
South Carolina,Fairfield,Democrat,23956,34.9,3700
Montana,Deer Lodge,Democrat,9298,12.6,1771
Oregon,Tillamook,Democrat,25250,22.9,4106
Iowa,Humboldt,Democrat,9815,22.6,299
Missouri,Lewis,Democrat,10211,20.2,478
Georgia,Haralson,Democrat,28780,102.0,724
Nebraska,Hall,Democrat,58607,107.3,669
North Carolina,Chatham,Democrat,63505,93.1,12916
Oregon,Harney,Democrat,7422,0.7,588
South Carolina,Barnwell,Democrat,22621,41.2,1769
Georgia,Jasper,Democrat,13900,37.8,765
Michigan,Emmet,Democrat,32694,69.9,3958
Utah,Wasatch,Democrat,23530,20.0,727
Wisconsin,Fond du Lac,Democrat,101633,141.2,12889
North Carolina,Gaston,Democrat,206086,578.8,13435
Kentucky,Laurel,Democrat,58849,135.6,1636
Oklahoma,Pottawatomie,Democrat,69442,88.2,5700
Arkansas,Calhoun,Democrat,5368,8.5,725
Louisiana,Washington,Democrat,47168,70.4,2176
Kentucky,Knox,Democrat,31883,82.5,1024
Tennessee,Coffee,Democrat,52796,123.1,2334
Florida,Hamilton,Democrat,14799,28.8,1237
Georgia,Washington,Democrat,21187,31.2,1997
Colorado,Baca,Democrat,3788,1.5,29
Hawaii,Maui,Democrat,154834,133.3,5614
North Carolina,Lincoln,Democrat,78265,262.7,5103
Florida,Jefferson,Democrat,14761,24.7,2433
New York,Clinton,Democrat,82128,79.1,5851
Alabama,Lawrence,Democrat,34339,49.7,2475
Indiana,Parke,Democrat,17339,39.0,931
Iowa,Clarke,Democrat,9286,21.5,400
Oregon,Jackson,Democrat,203206,73.0,28595
Texas,Real,Democrat,3309,4.7,51
North Carolina,Stokes,Democrat,47401,105.6,2752
Oklahoma,Alfalfa,Democrat,5642,6.5,283
Missouri,Audrain,Democrat,25529,36.9,1477
Missouri,Mississippi,Democrat,14358,34.9,695
Texas,Zapata,Democrat,14018,14.0,2654
Texas,Camp,Democrat,12401,63.3,618
Alabama,Autauga,Democrat,54571,91.8,2931
Virginia,York,Democrat,65464,624.8,5332
Missouri,Platte,Democrat,89322,212.6,9787
Iowa,Ringgold,Democrat,5131,9.6,199
Tennessee,Warren,Democrat,39839,92.1,1989
Ohio,Miami,Democrat,102506,252.1,5861
Texas,Sterling,Democrat,1143,1.2,9
Indiana,Rush,Democrat,17392,42.6,978
Kentucky,Nelson,Democrat,43437,104.0,4740
Kentucky,Johnson,Democrat,23356,89.2,1193
Texas,Concho,Democrat,4087,4.2,38
Colorado,Las Animas,Democrat,15507,3.2,186
Tennessee,Hickman,Democrat,24690,40.3,866
Indiana,LaGrange,Democrat,37128,97.8,1099
Texas,Newton,Democrat,14445,15.5,1134
Florida,Gadsden,Democrat,46389,89.8,9390
Ohio,Delaware,Democrat,174214,393.2,16443
New York,Dutchess,Democrat,297488,373.9,22685
Pennsylvania,Chester,Democrat,498886,664.7,59031
Maryland,Baltimore City,Democrat,620961,7671.5,119825
Maryland,Frederick,Democrat,233385,353.5,24790
West Virginia,Clay,Democrat,9386,27.5,1188
Michigan,Iron,Democrat,11817,10.1,1073
Texas,Floyd,Democrat,6446,6.5,84
Colorado,Jefferson,Democrat,534543,699.5,13759
Tennessee,Rutherford,Democrat,262604,424.0,14259
Georgia,Calhoun,Democrat,6694,23.9,560
Missouri,Osage,Democrat,13878,23.0,640
Wisconsin,Washburn,Democrat,15911,20.0,2476
New Jersey,Gloucester,Democrat,288288,895.3,31965
Texas,Crane,Democrat,4375,5.6,86
South Carolina,Jasper,Democrat,24777,37.8,2549
Georgia,Floyd,Democrat,96317,188.9,3911
Iowa,Greene,Democrat,9336,16.4,399
Arkansas,Sharp,Democrat,17264,28.6,902
Nebraska,Nance,Democrat,3735,8.5,25
Tennessee,Lake,Democrat,7832,47.2,233
Oklahoma,Choctaw,Democrat,15205,19.7,1129
Iowa,Worth,Democrat,7598,19.0,399
Kentucky,Carter,Democrat,27720,67.7,1851
Nebraska,Lincoln,Democrat,36288,14.2,383
Wyoming,Sublette,Democrat,10247,2.1,4
Washington,Klickitat,Democrat,20318,10.9,66
Virginia,Prince Edward,Democrat,23368,66.8,1786
Texas,Briscoe,Democrat,1637,1.8,27
Michigan,Menominee,Democrat,24029,23.0,1640
Tennessee,Jackson,Democrat,11638,37.7,603
Nevada,Humboldt,Democrat,16528,1.7,80
Texas,Navarro,Democrat,47735,47.3,1288
Colorado,Bent,Democrat,6499,4.3,50
Texas,Gray,Democrat,22535,24.3,197
Michigan,Oceana,Democrat,26570,51.9,2028
Florida,Suwannee,Democrat,41551,60.3,3025
Tennessee,Cumberland,Democrat,56053,82.3,2200
Virginia,Pulaski,Democrat,34872,109.0,1425
Texas,Mason,Democrat,4012,4.3,139
Alabama,Cherokee,Democrat,25989,46.9,980
Tennessee,Carroll,Democrat,28522,47.6,1028
Georgia,Clinch,Democrat,6798,8.5,205
North Carolina,Washington,Democrat,13228,38.0,1971
Nebraska,Stanton,Democrat,6129,14.3,54
Virginia,Norfolk,Democrat,242803,4486.4,22672
Illinois,Christian,Democrat,34800,49.1,2921
Virginia,Northampton,Democrat,12389,58.5,1192
Texas,Kent,Democrat,808,0.9,50
South Dakota,Buffalo,Democrat,1912,4.1,181
Texas,Ward,Democrat,10658,12.8,453
Georgia,Brantley,Democrat,18411,41.6,260
Virginia,Rockingham,Democrat,76314,89.9,3675
Oklahoma,Kingfisher,Democrat,15034,16.7,740
Tennessee,Rhea,Democrat,31809,100.9,834
Montana,Wheatland,Democrat,2168,1.5,100
New Mexico,Catron,Democrat,3725,0.5,298
South Carolina,Charleston,Democrat,350209,382.3,39955
South Carolina,McCormick,Democrat,10233,28.5,1135
Missouri,Clinton,Democrat,20743,49.5,1617
Texas,Collin,Democrat,782341,930.0,39673
Ohio,Summit,Democrat,541781,1312.6,68325
Oklahoma,Washita,Democrat,11629,11.6,992
Alabama,Calhoun,Democrat,118572,195.7,6436
Oklahoma,Johnston,Democrat,10957,17.0,866
Nebraska,Cherry,Democrat,5713,1.0,31
Oklahoma,Marshall,Democrat,15840,42.7,1138
North Carolina,Bertie,Democrat,21282,30.4,2821
Wisconsin,Portage,Democrat,70019,87.4,14384
Idaho,Lincoln,Democrat,5208,4.3,37
Mississippi,Tippah,Democrat,22232,48.6,747
Maryland,Harford,Democrat,244826,560.1,24277
Texas,Harris,Democrat,4092459,2402.4,219975
Oklahoma,McCurtain,Democrat,33151,17.9,2026
California,Napa,Democrat,136484,182.4,12151
Illinois,Rock Island,Democrat,147546,345.0,19543
Alabama,Lee,Democrat,140247,230.8,9601
Georgia,Upson,Democrat,27153,84.0,1516
Texas,Edwards,Democrat,2002,0.9,69
Arkansas,Dallas,Democrat,8116,12.2,1054
Missouri,Crawford,Democrat,24696,33.3,1234
Arkansas,Howard,Democrat,13789,23.4,664
Arkansas,Benton,Democrat,221339,261.2,10346
Washington,Lewis,Democrat,75455,31.4,202
Colorado,Dolores,Democrat,2064,1.9,30
Nebraska,Webster,Democrat,3812,6.6,24
Michigan,Luce,Democrat,6631,7.4,458
Texas,Cooke,Democrat,38437,43.9,783
Kentucky,Lewis,Democrat,13870,28.7,362
Nevada,Carson City,Democrat,55274,382.1,162
Nevada,Lander,Democrat,5775,1.1,68
Mississippi,Tunica,Democrat,10778,23.7,1124
Texas,Mills,Democrat,4936,6.6,91
Missouri,St. Charles,Democrat,360485,643.2,39398
Missouri,Andrew,Democrat,17291,40.0,1226
Texas,Liberty,Democrat,75643,65.3,1419
Texas,Palo Pinto,Democrat,28111,29.5,591
Iowa,Ida,Democrat,7089,16.4,199
Texas,Galveston,Democrat,291309,769.9,13668
New York,Westchester,Democrat,949113,2204.7,103354
Wisconsin,St. Croix,Democrat,84345,116.8,10562
Georgia,Harris,Democrat,32024,69.0,1820
Texas,Bexar,Democrat,1714773,1383.1,113222
Wyoming,Johnson,Democrat,8569,2.1,2
Texas,Jackson,Democrat,14075,17.0,360
Alabama,Shelby,Democrat,195085,248.5,10412
Oklahoma,Creek,Democrat,69967,73.6,5087
Ohio,Knox,Democrat,60921,115.9,3889
Nebraska,Keya Paha,Democrat,824,1.1,9
Texas,Culberson,Democrat,2398,0.6,515
Washington,Pend Oreille,Democrat,13001,9.3,45
Idaho,Idaho County,Democrat,16267,1.9,138
Montana,Powder River,Democrat,1743,0.5,58
Michigan,Washtenaw,Democrat,344791,488.4,68085
Ohio,Hocking,Democrat,29380,69.7,2264
Pennsylvania,Clarion,Democrat,39988,66.6,3038
Delaware,Kent,Democrat,162310,276.9,12318
Illinois,Ogle,Democrat,53497,70.5,4435
Texas,Hall,Democrat,3353,3.8,91
Washington,Chelan,Democrat,72453,24.8,223
Florida,Indian River,Democrat,138028,274.5,10823
Mississippi,Jasper,Democrat,17062,25.2,2179
North Carolina,Carteret,Democrat,66469,131.3,5640
Mississippi,Rankin,Democrat,141617,182.6,6045
Pennsylvania,Sullivan,Democrat,6428,14.3,607
Louisiana,Rapides,Democrat,131613,99.9,6173
Idaho,Franklin,Democrat,12786,19.3,61
Mississippi,Benton,Democrat,8729,21.5,650
West Virginia,Tyler,Democrat,9208,35.9,630
Kentucky,Bourbon,Democrat,19985,69.0,2196
North Carolina,Hertford,Democrat,24669,69.9,3887
Texas,Crosby,Democrat,6059,6.7,222
Tennessee,Perry,Democrat,7915,19.1,323
Arkansas,Newton,Democrat,8330,10.1,403
Kentucky,Logan,Democrat,26835,48.6,2208
Wyoming,Weston,Democrat,7208,3.0,2
Kentucky,Garrard,Democrat,16912,73.5,821
Illinois,Iroquois,Democrat,29718,26.6,1417
Florida,Holmes,Democrat,19927,41.6,958
Tennessee,Dyer,Democrat,38335,74.8,1126
New York,Saint Lawrence,Democrat,111944,41.8,6967
Indiana,Bartholomew,Democrat,76794,188.7,5960
Kentucky,Casey,Democrat,15955,35.9,392
Texas,Travis,Democrat,1024266,1034.4,143203
Arkansas,Phillips,Democrat,21757,31.3,3352
Texas,Presidio,Democrat,7818,2.0,1223
Ohio,Huron,Democrat,59626,121.3,3943
Iowa,Howard,Democrat,9566,20.2,399
Wisconsin,Manitowoc,Democrat,81442,138.3,11430
South Dakota,Minnehaha,Democrat,169468,210.0,11308
Texas,Castro,Democrat,8062,9.0,167
Arkansas,Izard,Democrat,13696,23.6,755
Virginia,Fairfax,Democrat,1081726,2766.8,137115
Tennessee,Unicoi,Democrat,18313,98.4,516
Texas,Waller,Democrat,43205,84.1,1778
North Carolina,Stanly,Democrat,60585,153.3,3966
Texas,Angelina,Democrat,86771,108.8,2572
Texas,Houston,Democrat,23732,19.3,565
Wisconsin,Juneau,Democrat,26664,34.8,3200
West Virginia,Putnam,Democrat,55486,160.5,5794
Wisconsin,Sheboygan,Democrat,115507,225.9,15712
Tennessee,Campbell,Democrat,40716,84.8,958
California,Humboldt,Democrat,134623,37.7,19281
South Dakota,Jackson,Democrat,3031,1.6,128
Idaho,Canyon,Democrat,188923,321.6,1590
Kentucky,Caldwell,Democrat,12984,37.7,1436
Ohio,Brown,Democrat,44846,91.5,2629
Illinois,Kane,Democrat,515269,990.8,55148
Indiana,Howard,Democrat,82752,282.4,7259
Missouri,Barton,Democrat,12402,21.0,419
Tennessee,Hardin,Democrat,26026,45.1,820
Missouri,Webster,Democrat,36202,61.1,2110
Idaho,Teton,Democrat,10170,22.6,395
Oklahoma,Harper,Democrat,3685,3.5,219
Tennessee,Lewis,Democrat,12161,43.1,460
New York,Manhattan,Democrat,1585873,69467.5,267723
Pennsylvania,Beaver,Democrat,170539,392.3,22526
Texas,Taylor,Democrat,131506,143.6,3210
Missouri,Stone,Democrat,32202,69.4,1691
Texas,Henderson,Democrat,78532,89.9,2191
Idaho,Valley,Democrat,9862,2.7,271
Illinois,Vermilion,Democrat,81625,90.9,5798
Wyoming,Sheridan,Democrat,29116,11.5,14
Virginia,Hanover,Democrat,99863,213.1,8168
Iowa,Polk,Democrat,430640,750.5,22800
Ohio,Williams,Democrat,37642,89.4,2163
Colorado,Montrose,Democrat,41276,18.4,468
Texas,Reagan,Democrat,3367,2.9,19
Kentucky,Monroe,Democrat,10963,33.3,235
North Carolina,Bladen,Democrat,35190,40.2,4966
New York,Livingston,Democrat,65393,103.5,4021
Texas,Washington,Democrat,33718,55.8,1056
Nebraska,Knox,Democrat,8701,7.9,41
Pennsylvania,Pike,Democrat,57369,105.3,3890
Arkansas,Sevier,Democrat,17058,30.2,509
Texas,Lipscomb,Democrat,3302,3.5,33
Nebraska,Johnson,Democrat,5217,13.9,53
Iowa,Cedar,Democrat,18499,31.9,799
Utah,Piute,Democrat,1556,2.1,0
Montana,Pondera,Democrat,6153,3.8,490
Georgia,Ben Hill,Democrat,17634,70.5,958
South Dakota,Faulk,Democrat,2364,2.4,164
Kentucky,Union,Democrat,15007,43.8,1778
West Virginia,Raleigh,Democrat,78859,130.3,8113
California,Alpine,Democrat,1175,1.6,239
Utah,Juab,Democrat,10246,3.0,71
Virginia,Winchester,Democrat,26203,2838.0,1849
Indiana,Decatur,Democrat,25740,69.1,1364
Alabama,Madison,Democrat,334811,417.7,28781
New York,Erie,Democrat,919040,881.4,99586
West Virginia,Nicholas,Democrat,26233,40.6,3030
Iowa,Calhoun,Democrat,9670,17.0,400
South Dakota,Meade,Democrat,25434,7.3,1226
Louisiana,Pointe Coupee,Democrat,22802,40.9,2032
Florida,Okeechobee,Democrat,39996,52.0,1934
Wyoming,Platte,Democrat,8667,4.2,3
Missouri,Jackson,Democrat,674158,1115.3,91683
South Dakota,Day,Democrat,5710,5.6,546
Georgia,Bacon,Democrat,11096,42.9,171
Wisconsin,Racine,Democrat,195408,587.7,28737
Montana,Musselshell,Democrat,4538,2.4,207
Virginia,Lancaster,Democrat,11391,85.5,1098
Georgia,Appling,Democrat,18236,36.0,632
North Carolina,Pender,Democrat,52217,60.0,4760
Arizona,Apache,Democrat,71518,6.4,6383
Ohio,Butler,Democrat,368130,788.2,23976
Texas,Johnson,Democrat,150934,208.3,3835
Alabama,Winston,Democrat,24484,39.9,441
Indiana,Blackford,Democrat,12766,77.3,1007
Tennessee,Polk,Democrat,16825,38.7,1314
Indiana,Elkhart,Democrat,197559,426.5,11723
Texas,McLennan,Democrat,234906,226.5,8164
Virginia,Buena Vista,Democrat,6650,991.9,243
Georgia,Stewart,Democrat,6058,13.2,506
Kentucky,Shelby,Democrat,42074,110.8,4239
Texas,Winkler,Democrat,7110,8.5,41
Virginia,Page,Democrat,24042,77.3,764
California,San Diego,Democrat,3095313,735.8,251711
Michigan,Lake,Democrat,11539,20.3,1062
New York,Staten Island,Democrat,468730,8030.3,30467
Kentucky,Greenup,Democrat,36910,107.2,3172
Florida,Wakulla,Democrat,30776,50.8,3083
New Mexico,Lea,Democrat,64727,14.7,1356
Iowa,Osceola,Democrat,6462,16.2,99
Iowa,O'Brien,Democrat,14398,25.1,298
New Mexico,Sandoval,Democrat,131561,35.5,14406
Texas,Potter,Democrat,121073,133.3,2581
Georgia,Schley,Democrat,5010,30.0,171
Virginia,Surry,Democrat,7058,25.3,986
Colorado,Archuleta,Democrat,12084,8.9,239
Pennsylvania,Elk,Democrat,31946,38.6,3319
Montana,Chouteau,Democrat,5813,1.5,457
Louisiana,East Feliciana,Democrat,20267,44.7,2194
Texas,Lampasas,Democrat,19677,27.6,529
Georgia,Atkinson,Democrat,8375,24.7,250
Louisiana,Calcasieu,Democrat,192768,181.2,9219
South Dakota,Haakon,Democrat,1937,1.1,76
Virginia,Craig,Democrat,5190,15.7,219
Montana,Fergus,Democrat,11586,2.7,770
Virginia,Waynesboro,Democrat,21006,1396.8,1557
North Carolina,Martin,Democrat,24505,53.1,3566
Colorado,Rio Blanco,Democrat,6666,2.1,26
New York,Tioga,Democrat,51125,98.6,3057
New Mexico,Santa Fe,Democrat,144170,75.5,31790
Nebraska,Buffalo,Democrat,46102,47.6,676
Arkansas,Columbia,Democrat,24552,32.1,1314
Texas,Hays,Democrat,157107,231.7,13936
Oklahoma,Woodward,Democrat,20081,16.2,1037
Iowa,Delaware,Democrat,17764,30.7,800
Texas,Grayson,Democrat,120877,129.6,3627
Tennessee,Marion,Democrat,28237,56.7,1605
Louisiana,Cameron,Democrat,6839,5.3,255
New York,Albany,Democrat,304204,581.9,38872
Mississippi,Wayne,Democrat,20747,25.6,1692
Kentucky,Elliott,Democrat,7852,33.5,744
Indiana,Scott,Democrat,24181,127.0,2876
Florida,Glades,Democrat,12884,16.0,700
Washington,Clallam,Democrat,71404,41.1,273
Virginia,Harrisonburg,Democrat,48914,2808.2,4392
Montana,Mineral,Democrat,4223,3.5,386
Arizona,Maricopa,Democrat,3817117,414.9,213930
New York,Greene,Democrat,49221,76.1,2520
Missouri,Henry,Democrat,22272,32.0,1476
Louisiana,East Carroll,Democrat,7759,18.4,555
Maryland,Howard,Democrat,287085,1144.9,49625
Louisiana,Lincoln,Democrat,46735,99.1,2128
Florida,Bay,Democrat,168852,222.6,9340
Indiana,Martin,Democrat,10334,30.8,893
Georgia,Newton,Democrat,99958,367.3,9270
Georgia,Twiggs,Democrat,9023,25.2,936
Iowa,Union,Democrat,12534,29.6,499
Washington,Asotin,Democrat,21623,34.0,64
Alabama,Lauderdale,Democrat,92709,138.8,5421
Ohio,Vinton,Democrat,13435,32.6,1011
Kentucky,Bell,Democrat,28691,79.9,1145
South Carolina,Spartanburg,Democrat,284307,351.9,15109
Pennsylvania,Delaware,Democrat,558979,3040.5,74616
Kentucky,Russell,Democrat,17565,69.2,675
Kentucky,Grant,Democrat,24662,95.6,1309
Mississippi,Jackson,Democrat,139668,193.2,6259
Texas,Madison,Democrat,13664,29.3,296
Texas,Knox,Democrat,3719,4.4,85
Mississippi,Choctaw,Democrat,8547,20.4,610
Tennessee,Hawkins,Democrat,56833,116.7,1493
New Mexico,San Miguel,Democrat,29393,6.2,5759
Kentucky,Knott,Democrat,16346,46.5,1697
Georgia,Liberty,Democrat,63453,129.5,3461
Maryland,Allegany,Democrat,75087,177.0,4780
Virginia,Nottoway,Democrat,15853,50.4,1053
Wisconsin,Lincoln,Democrat,28743,32.7,4171
New York,Bronx,Democrat,1385108,32903.6,136886
Georgia,Pickens,Democrat,29431,126.8,801
New Mexico,Harding,Democrat,695,0.3,121
Kentucky,Lyon,Democrat,8314,38.9,1058
Texas,Kerr,Democrat,49625,45.0,1723
Illinois,Coles,Democrat,53873,106.0,4230
Alabama,Blount,Democrat,57322,88.9,959
Virginia,Giles,Democrat,17286,48.6,721
Michigan,Clare,Democrat,30926,54.8,2329
California,Nevada,Democrat,98764,103.1,14063
Colorado,San Juan,Democrat,699,1.8,38
Mississippi,Tishomingo,Democrat,19593,46.2,558
Illinois,Henderson,Democrat,7331,19.3,634
Colorado,Grand,Democrat,14843,8.0,281
Utah,Emery,Democrat,10976,2.5,92
Maryland,Garrett,Democrat,30097,46.5,1639
Texas,Brazoria,Democrat,313166,230.7,12716
Arizona,Yuma,Democrat,195751,35.5,6514
Texas,Chambers,Democrat,35096,58.8,980
Indiana,Allen,Democrat,355329,540.6,31467
Nevada,Churchill,Democrat,24877,5.0,92
Oklahoma,Wagoner,Democrat,73085,130.1,5306
Mississippi,Leake,Democrat,23805,40.8,1874
Maryland,Talbot,Democrat,37782,140.7,4022
Pennsylvania,Monroe,Democrat,169842,279.2,14696
Illinois,Lawrence,Democrat,16833,45.2,846
Missouri,Linn,Democrat,12761,20.7,845
Oklahoma,Tulsa,Democrat,603403,1058.1,51897
Nebraska,Deuel,Democrat,1941,4.4,5
Maryland,St. Mary's,Democrat,105151,294.4,7966
Florida,Orange,Democrat,1145956,1268.5,103293
Texas,San Jacinto,Democrat,26384,46.3,754
Tennessee,Putnam,Democrat,72321,180.3,3608
Nebraska,Gage,Democrat,22311,26.2,322
Texas,Bastrop,Democrat,74171,83.5,4839
North Carolina,Currituck,Democrat,23547,89.9,1490
