"state","county","party","pop_2010_real_hr","zageszczenie_2010_hr","liczba_glosow"
Pennsylvania,Wyoming,Democrat,28276,71.2,2291
Florida,Marion,Democrat,331298,209.1,28112
Texas,Coryell,Democrat,75388,71.7,1587
Alabama,Jefferson,Democrat,658466,592.5,81676
North Carolina,Rutherford,Democrat,67810,120.2,4688
Alabama,Clarke,Democrat,25833,20.9,3361
Wisconsin,Menominee,Democrat,4232,11.8,559
Georgia,Screven,Democrat,14593,22.6,937
Georgia,Talbot,Democrat,6865,17.5,972
California,Mendocino,Democrat,87841,25.1,7344
Texas,Jones,Democrat,20202,21.8,267
Florida,St. Lucie,Democrat,277789,485.7,25645
Montana,Rosebud,Democrat,9233,1.8,610
Nebraska,Boyd,Democrat,2099,3.9,23
Illinois,Cumberland,Democrat,11048,31.9,881
Louisiana,Franklin,Democrat,20767,33.2,868
Texas,Randall,Democrat,120725,132.4,3065
Arizona,Greenlee,Democrat,8437,4.6,822
Michigan,Alcona,Democrat,10942,16.2,918
Virginia,Colonial Heights,Democrat,17411,2315.3,723
Kentucky,Boone,Democrat,118811,482.3,5428
Florida,Palm Beach,Democrat,1320134,670.2,142683
Illinois,Massac,Democrat,15429,65.0,1031
Missouri,Lafayette,Democrat,33381,53.1,2497
Virginia,Rockbridge,Democrat,22307,37.3,1578
South Dakota,Deuel,Democrat,4364,7.0,273
Alabama,Morgan,Democrat,119490,206.3,5242
North Carolina,Alexander,Democrat,37198,143.1,2271
Kentucky,Christian,Democrat,73955,103.1,4373
Illinois,Hardin,Democrat,4320,24.3,384
Florida,Franklin,Democrat,11549,21.6,1312
Texas,Morris,Democrat,12934,51.3,605
Texas,Nolan,Democrat,15216,16.7,392
Texas,Sabine,Democrat,10834,22.0,274
Alabama,Jackson,Democrat,53227,49.4,1837
Louisiana,Avoyelles,Democrat,42073,50.5,1636
Nebraska,Hamilton,Democrat,9124,16.8,67
Kentucky,Taylor,Democrat,24512,92.0,1793
Michigan,Iosco,Democrat,25887,47.1,2279
Iowa,Dickinson,Democrat,16667,43.8,699
Ohio,Franklin,Democrat,1163414,2186.1,152509
New York,Steuben,Democrat,98990,71.2,4679
Texas,Collingsworth,Democrat,3057,3.3,60
Colorado,Ouray,Democrat,4436,8.2,242
Wisconsin,Monroe,Democrat,44673,49.6,5803
Mississippi,Sunflower,Democrat,29450,42.2,2631
Colorado,Kiowa,Democrat,1398,0.8,7
Georgia,Turner,Democrat,8930,31.3,411
Georgia,Hart,Democrat,25213,108.5,1016
Ohio,Champaign,Democrat,40097,93.5,2325
South Carolina,Cherokee,Democrat,55342,140.9,2384
California,Santa Barbara,Democrat,423895,155.0,46519
Illinois,Hancock,Democrat,19104,24.1,1038
Alabama,Choctaw,Democrat,13859,15.2,2045
Montana,Cascade,Democrat,81327,30.1,8514
Tennessee,Decatur,Democrat,11757,35.2,461
Oklahoma,Osage,Democrat,47472,21.1,4717
Alabama,Mobile,Democrat,412992,335.9,34599
Missouri,Mercer,Democrat,3785,8.3,132
Mississippi,Adams,Democrat,32297,69.8,3451
Missouri,Jasper,Democrat,117404,183.9,6115
Kentucky,Adair,Democrat,18656,46.0,876
New Mexico,Rio Arriba,Democrat,40246,6.9,8167
Georgia,Richmond,Democrat,200549,618.4,19847
Tennessee,Grundy,Democrat,13703,38.0,649
Mississippi,Claiborne,Democrat,9604,19.7,1552
Kentucky,Fayette,Democrat,295803,1042.8,37062
Alabama,Washington,Democrat,17581,16.3,2073
Washington,Whitman,Democrat,44776,20.7,137
North Carolina,Mecklenburg,Democrat,919628,1755.5,116489
Georgia,Echols,Democrat,4034,9.7,68
Mississippi,Harrison,Democrat,187105,326.0,9199
Mississippi,Sharkey,Democrat,4916,11.4,702
Louisiana,Livingston,Democrat,128026,197.5,3025
Kentucky,Owen,Democrat,10841,30.9,1173
Florida,Hernando,Democrat,172778,365.6,14394
Arkansas,Clark,Democrat,22995,26.6,2144
Mississippi,Stone,Democrat,17786,39.9,688
Oregon,Curry,Democrat,22364,13.7,2991
Colorado,San Miguel,Democrat,7359,5.7,418
South Carolina,Horry,Democrat,269291,237.5,16743
Tennessee,Wilson,Democrat,113993,199.7,5975
Michigan,Gogebic,Democrat,16427,14.9,1468
North Carolina,Perquimans,Democrat,13453,54.4,1192
Colorado,Broomfield,Democrat,55889,1691.9,1573
Mississippi,Forrest,Democrat,74934,160.7,5031
South Dakota,Codington,Democrat,27227,39.5,1473
Mississippi,Copiah,Democrat,29449,37.9,3784
Arkansas,Union,Democrat,41639,40.1,4217
Ohio,Auglaize,Democrat,45949,114.5,1983
Hawaii,Hawaii,Democrat,185079,45.9,7244
Illinois,Macoupin,Democrat,47765,55.4,6322
Montana,Glacier,Democrat,13399,4.5,2002
Kentucky,Webster,Democrat,13621,41.0,1862
Ohio,Lucas,Democrat,441815,1296.2,56248
Tennessee,McMinn,Democrat,52266,121.5,1646
Illinois,Bureau,Democrat,34978,40.2,3370
Oregon,Crook,Democrat,20978,7.0,1859
Mississippi,Scott,Democrat,28264,46.4,2322
Texas,Kleberg,Democrat,32061,36.4,2368
South Dakota,Miner,Democrat,2389,4.2,193
Texas,Rockwall,Democrat,78337,616.7,2760
Georgia,Berrien,Democrat,19286,42.7,471
Kentucky,Daviess,Democrat,96656,210.9,10254
Colorado,Routt,Democrat,23509,10.0,636
Texas,Callahan,Democrat,13544,15.1,190
Georgia,Cook,Democrat,17212,75.8,751
Idaho,Power,Democrat,7817,5.6,64
Indiana,Adams,Democrat,34387,101.4,2021
Washington,Spokane,Democrat,471221,267.2,1532
Wisconsin,Adams,Democrat,20875,32.3,2874
California,Mariposa,Democrat,18251,12.6,2013
Tennessee,Cannon,Democrat,13801,52.0,657
Michigan,Van Buren,Democrat,76258,125.5,6140
California,Madera,Democrat,150865,70.6,8457
Arkansas,Baxter,Democrat,41513,74.9,2198
Kentucky,Powell,Democrat,12613,70.5,1367
Mississippi,Marshall,Democrat,37144,52.6,3747
Missouri,Clay,Democrat,221939,558.6,23172
Texas,Oldham,Democrat,2052,1.4,15
Missouri,Hickory,Democrat,9627,24.1,133
Colorado,Morgan,Democrat,28159,22.0,157
Iowa,Iowa,Democrat,16355,27.9,700
Georgia,Meriwether,Democrat,21992,43.9,1700
Texas,Harrison,Democrat,65631,72.9,2571
Missouri,Livingston,Democrat,15195,28.5,795
Texas,Lamb,Democrat,13977,13.8,259
West Virginia,Doddridge,Democrat,8202,25.7,350
South Dakota,Lyman,Democrat,3755,2.3,230
Alabama,Pickens,Democrat,19746,22.4,2779
Indiana,Warrick,Democrat,59689,155.1,5816
Kentucky,Carroll,Democrat,10811,84.1,1054
Michigan,Oscoda,Democrat,8640,15.3,588
Indiana,Orange,Democrat,19840,49.8,1264
Nevada,Nye,Democrat,43946,2.4,159
Pennsylvania,Cambria,Democrat,143679,208.7,17145
South Dakota,Stanley,Democrat,2966,2.1,197
New Mexico,Quay,Democrat,9041,3.1,918
Texas,Matagorda,Democrat,36702,33.4,1432
Washington,Island,Democrat,78506,376.6,316
Oregon,Clatsop,Democrat,37039,44.7,5962
Georgia,Wilkinson,Democrat,9563,21.4,987
New York,Otsego,Democrat,62259,62.2,4440
South Carolina,Edgefield,Democrat,26985,53.9,1775
Idaho,Camas,Democrat,1117,1.0,18
Georgia,Burke,Democrat,23316,28.2,1843
Louisiana,Grant,Democrat,22309,34.7,614
Georgia,Dodge,Democrat,21796,44.0,720
Louisiana,Beauregard,Democrat,35654,30.8,1070
Kentucky,Hickman,Democrat,4902,20.2,509
Georgia,McIntosh,Democrat,14333,33.8,1012
Pennsylvania,Luzerne,Democrat,320918,360.4,39054
Washington,Adams,Democrat,18728,9.7,23
Missouri,Pulaski,Democrat,52274,95.5,1880
North Carolina,Edgecombe,Democrat,56552,111.9,8469
Arkansas,Crawford,Democrat,61948,104.4,2460
Idaho,Jefferson,Democrat,26140,23.9,125
Illinois,Clark,Democrat,16335,32.6,1224
California,Amador,Democrat,38091,64.1,3702
Georgia,Worth,Democrat,21679,38.0,850
Texas,Pecos,Democrat,15507,3.3,1304
Kentucky,Owsley,Democrat,4755,24.1,168
Texas,Trinity,Democrat,14585,21.0,450
Ohio,Monroe,Democrat,14642,32.1,2329
Missouri,Stoddard,Democrat,29968,36.4,1163
Washington,Garfield,Democrat,2266,3.2,5
Wyoming,Sweetwater,Democrat,43806,4.2,22
Iowa,Clayton,Democrat,18129,23.3,800
Illinois,Piatt,Democrat,16729,38.1,1803
Montana,Carbon,Democrat,10078,4.9,1298
Iowa,Jones,Democrat,20638,35.9,899
Illinois,Edwards,Democrat,6721,30.2,291
Illinois,Winnebago,Democrat,295266,575.2,31780
Texas,Austin,Democrat,28417,44.0,657
Missouri,Cedar,Democrat,13982,29.5,693
Florida,Santa Rosa,Democrat,151372,149.6,7540
Nebraska,Logan,Democrat,763,1.3,3
Arkansas,Grant,Democrat,17853,28.3,990
Nebraska,Thurston,Democrat,6940,17.6,51
Ohio,Warren,Democrat,212693,530.0,13024
Georgia,Lanier,Democrat,10078,54.4,303
South Dakota,Sanborn,Democrat,2355,4.1,111
Oregon,Columbia,Democrat,49351,75.1,7266
South Dakota,Bennett,Democrat,3431,2.9,169
Georgia,Monroe,Democrat,26424,66.8,1550
Texas,Hansford,Democrat,5613,6.1,33
Oregon,Benton,Democrat,85579,126.6,18915
Georgia,Murray,Democrat,39628,115.0,851
Missouri,Atchison,Democrat,5685,10.4,314
Texas,Jim Wells,Democrat,40838,47.2,6124
Tennessee,Trousdale,Democrat,7870,68.9,434
North Carolina,Cherokee,Democrat,27444,60.3,2045
Mississippi,Attala,Democrat,19564,26.6,1714
Virginia,Salem,Democrat,24802,1717.9,1598
Nebraska,Seward,Democrat,16750,29.3,207
New Mexico,Hidalgo,Democrat,4894,1.4,838
Virginia,King and Queen,Democrat,6945,22.0,603
New York,Orleans,Democrat,42883,109.6,1527
Tennessee,Monroe,Democrat,44519,70.0,1828
Illinois,Hamilton,Democrat,8457,19.5,903
Georgia,Wilcox,Democrat,9255,24.5,343
Alabama,Dale,Democrat,50251,89.6,1959
Arkansas,Poinsett,Democrat,24583,32.4,945
Georgia,Charlton,Democrat,12171,15.7,359
Kentucky,Grayson,Democrat,25746,51.8,1335
Wisconsin,Burnett,Democrat,15457,18.8,1850
Colorado,Eagle,Democrat,52197,31.0,967
Iowa,Clay,Democrat,16667,29.4,599
Kentucky,Ohio,Democrat,23842,40.6,1721
Iowa,Jasper,Democrat,36842,50.4,1800
Kentucky,Barren,Democrat,42173,86.5,4632
Indiana,Sullivan,Democrat,21475,48.0,2512
Texas,Motley,Democrat,1210,1.2,19
Louisiana,West Feliciana,Democrat,15625,38.8,1068
West Virginia,Fayette,Democrat,46039,69.6,5902
Nebraska,Gosper,Democrat,2044,4.5,29
Virginia,Tazewell,Democrat,45078,86.9,1159
Missouri,St. Louis County,Democrat,998954,1967.2,160507
Georgia,Gordon,Democrat,55186,155.1,1329
Maryland,Baltimore,Democrat,805029,1345.5,119878
Missouri,Grundy,Democrat,10261,23.6,481
Iowa,Cass,Democrat,13956,24.7,500
Mississippi,Hinds,Democrat,245285,282.0,37109
Illinois,Marshall,Democrat,12640,32.7,1154
Virginia,Essex,Democrat,11151,43.4,775
Tennessee,Meigs,Democrat,11753,60.2,516
Mississippi,Marion,Democrat,27088,49.9,1741
Mississippi,Smith,Democrat,16491,25.9,859
Kentucky,Kenton,Democrat,159720,996.7,10026
Michigan,Tuscola,Democrat,55729,69.4,4516
North Carolina,Burke,Democrat,90912,179.3,6971
Nebraska,Thomas,Democrat,647,0.9,1
Georgia,DeKalb,Democrat,691893,2585.7,114920
Georgia,Bulloch,Democrat,70217,104.4,3131
Arkansas,Ashley,Democrat,21853,23.6,2355
Colorado,Chaffee,Democrat,17809,17.6,614
Pennsylvania,Potter,Democrat,17457,16.1,959
Tennessee,Hardeman,Democrat,27253,40.8,1946
Georgia,Camden,Democrat,50513,82.4,2093
Tennessee,Wayne,Democrat,17021,23.2,321
California,San Benito,Democrat,55269,39.8,3461
North Carolina,Nash,Democrat,95840,177.3,12218
Michigan,Lapeer,Democrat,88319,137.4,7969
South Dakota,Douglas,Democrat,3002,7.0,85
New Mexico,Luna,Democrat,25095,8.5,1631
Virginia,Halifax,Democrat,36241,44.3,2157
Wisconsin,Price,Democrat,14159,11.3,2247
Colorado,Huerfano,Democrat,6711,4.2,243
Maryland,Caroline,Democrat,33066,103.5,2027
Texas,Cochran,Democrat,3127,4.0,7
Nebraska,Kimball,Democrat,3821,4.0,23
South Carolina,Marlboro,Democrat,28933,60.3,2384
Texas,Jack,Democrat,9044,9.9,133
Iowa,Kossuth,Democrat,15543,16.0,592
West Virginia,Cabell,Democrat,96319,342.8,9768
Georgia,White,Democrat,27144,112.8,938
Maryland,Cecil,Democrat,101108,292.0,6717
Texas,Sutton,Democrat,4128,2.8,37
Virginia,Westmoreland,Democrat,17454,76.1,1174
Iowa,Fremont,Democrat,7441,14.6,270
Illinois,Mason,Democrat,14666,27.2,1356
Texas,Childress,Democrat,7041,10.1,88
Michigan,Branch,Democrat,45248,89.4,2256
Louisiana,Richland,Democrat,20725,37.1,831
New York,Lewis,Democrat,27087,21.3,1097
Indiana,Hendricks,Democrat,145448,357.4,11771
Idaho,Custer,Democrat,4368,0.9,43
South Dakota,Corson,Democrat,4050,1.6,263
Colorado,Phillips,Democrat,4442,6.5,29
Missouri,Madison,Democrat,12226,24.7,680
Wisconsin,Bayfield,Democrat,15014,10.2,4088
Indiana,Morgan,Democrat,68894,170.5,3758
Virginia,Appomattox,Democrat,14973,44.9,663
Indiana,Randolph,Democrat,26171,57.9,1592
West Virginia,Logan,Democrat,36743,81.0,4692
California,San Mateo,Democrat,718451,1602.2,77361
Indiana,Ripley,Democrat,28818,64.6,1364
Oregon,Gilliam,Democrat,1871,1.6,201
Indiana,Carroll,Democrat,20155,54.1,1156
Oregon,Multnomah,Democrat,735334,1704.9,152982
Montana,Missoula,Democrat,109299,42.1,21386
Kentucky,Fulton,Democrat,6813,33.2,560
Florida,Charlotte,Democrat,159978,235.2,12759
Idaho,Bingham,Democrat,45607,21.8,236
Montana,Sheridan,Democrat,3384,2.0,325
Oklahoma,Greer,Democrat,6239,9.8,496
Wyoming,Teton,Democrat,21294,5.3,15
Arizona,Santa Cruz,Democrat,47420,38.3,3701
Wisconsin,Sauk,Democrat,61976,74.6,11721
Alabama,Marengo,Democrat,21027,21.5,4682
Virginia,Chesapeake,Democrat,222209,652.0,21677
Michigan,Antrim,Democrat,23580,49.6,2358
Montana,Lewis and Clark,Democrat,63395,18.3,10814
Colorado,Boulder,Democrat,294567,405.6,17496
Oregon,Josephine,Democrat,82713,50.4,9217
Montana,Liberty,Democrat,2339,1.6,152
North Carolina,Transylvania,Democrat,33090,87.4,3748
Florida,Levy,Democrat,40801,36.5,2924
Nebraska,Saunders,Democrat,20780,27.7,285
Georgia,Jackson,Democrat,60485,178.1,1922
Virginia,Amherst,Democrat,32353,68.3,1590
Virginia,Galax,Democrat,7042,854.6,221
Virginia,Southampton,Democrat,18570,31.0,1415
New Jersey,Somerset,Democrat,323444,1071.7,31902
Arkansas,Desha,Democrat,13008,16.9,1791
Virginia,Emporia,Democrat,5927,859.7,456
Wisconsin,Marinette,Democrat,41749,29.8,5269
Arkansas,Johnson,Democrat,25540,38.7,1636
Mississippi,Chickasaw,Democrat,17392,34.7,1661
Texas,Somervell,Democrat,8490,45.5,129
Georgia,Forsyth,Democrat,175511,783.5,6843
Ohio,Erie,Democrat,77079,306.4,9748
Florida,Leon,Democrat,275487,413.1,47199
Indiana,Clark,Democrat,110232,295.6,11497
North Carolina,Randolph,Democrat,141752,181.1,5883
Colorado,Weld,Democrat,252825,63.4,2690
California,Ventura,Democrat,823318,446.7,84371
Missouri,Scotland,Democrat,4843,11.1,242
Alabama,Limestone,Democrat,82782,147.8,4319
Kentucky,Scott,Democrat,47173,167.4,4899
West Virginia,Monongalia,Democrat,96189,267.1,13059
Nebraska,Colfax,Democrat,10515,25.5,40
West Virginia,Taylor,Democrat,16895,97.8,1870
Texas,Jeff Davis,Democrat,2342,1.0,272
Kentucky,Jefferson,Democrat,741096,1948.1,109138
Pennsylvania,McKean,Democrat,43450,44.4,2180
New Mexico,DeBaca,Democrat,2022,0.9,210
Wisconsin,Oneida,Democrat,35998,32.3,6302
Idaho,Cassia,Democrat,22952,8.9,93
Texas,Hudspeth,Democrat,3476,0.8,244
Georgia,Baldwin,Democrat,45720,177.3,3796
Ohio,Paulding,Democrat,19614,47.1,1263
Michigan,Mecosta,Democrat,42798,77.1,2940
Montana,Big Horn,Democrat,12865,2.6,1107
Colorado,Park,Democrat,16206,7.4,349
Arkansas,Arkansas,Democrat,19019,19.2,856
Utah,Kane,Democrat,7125,1.8,236
New Jersey,Morris,Democrat,492276,1069.8,41485
Indiana,Dubois,Democrat,41889,98.0,4598
Texas,Fannin,Democrat,33915,38.1,782
Iowa,Buchanan,Democrat,20958,36.7,1000
Illinois,LaSalle,Democrat,113924,100.4,12010
Missouri,Cape Girardeau,Democrat,75674,130.8,4411
Pennsylvania,Mercer,Democrat,116638,173.4,10938
Wisconsin,Taylor,Democrat,20689,21.2,2128
Nebraska,Hayes,Democrat,967,1.4,9
Iowa,Appanoose,Democrat,12887,25.9,499
West Virginia,Boone,Democrat,24629,49.1,3654
Illinois,Woodford,Democrat,38664,73.3,2893
Indiana,Henry,Democrat,49462,126.2,3928
Georgia,Henry,Democrat,203922,633.0,20045
Tennessee,Knox,Democrat,432226,850.5,25471
Nebraska,Dawson,Democrat,24326,24.0,125
Georgia,Crisp,Democrat,23439,86.0,901
Wisconsin,Outagamie,Democrat,176695,277.2,28187
New Mexico,Cibola,Democrat,27213,6.0,3080
Wisconsin,Brown,Democrat,248007,468.2,39097
Illinois,Schuyler,Democrat,7544,17.3,661
Iowa,Hancock,Democrat,11341,19.9,392
Florida,Lake,Democrat,297052,316.6,24379
Texas,Van Zandt,Democrat,52579,62.4,1099
Idaho,Elmore,Democrat,27038,8.8,233
Texas,Brazos,Democrat,194851,332.8,7139
Nebraska,Keith,Democrat,8368,7.9,77
Virginia,Bristol,Democrat,17835,1370.6,752
Virginia,Powhatan,Democrat,28046,107.8,1671
Michigan,Benzie,Democrat,17525,54.8,2503
Nebraska,Dodge,Democrat,36691,69.4,390
Delaware,New Castle,Democrat,538479,1263.2,64318
Michigan,Presque Isle,Democrat,13376,20.3,1198
Pennsylvania,Berks,Democrat,411442,480.4,41988
North Carolina,Moore,Democrat,88247,126.5,7627
Texas,Jefferson,Democrat,252273,287.9,21020
Missouri,Lincoln,Democrat,52566,83.9,3537
Georgia,Johnson,Democrat,9980,32.9,452
Florida,Jackson,Democrat,49746,54.2,4638
Illinois,Greene,Democrat,13886,25.6,1033
Arkansas,Pulaski,Democrat,382748,503.8,45323
Pennsylvania,Susquehanna,Democrat,43356,52.7,3282
South Dakota,Dewey,Democrat,5301,2.3,523
Indiana,Hamilton,Democrat,274569,696.4,26854
Nebraska,Howard,Democrat,6274,11.0,73
Georgia,Butts,Democrat,23655,128.3,1113
Indiana,Tippecanoe,Democrat,172780,345.7,15578
Virginia,King George,Democrat,23584,131.3,1528
Utah,Tooele,Democrat,58218,8.4,1226
Texas,Dimmit,Democrat,9996,7.5,2338
Georgia,Pulaski,Democrat,12010,48.2,436
Arkansas,Lawrence,Democrat,17415,29.6,1659
Texas,Wichita,Democrat,131500,209.5,3502
Michigan,Roscommon,Democrat,24449,47.1,2350
Wisconsin,Polk,Democrat,44205,48.4,4647
Texas,De Witt,Democrat,20097,22.1,406
West Virginia,Greenbrier,Democrat,35480,34.8,4758
Idaho,Latah,Democrat,37244,34.6,1922
Nebraska,Merrick,Democrat,7845,16.2,60
New York,Monroe,Democrat,744344,1132.6,72026
Ohio,Cuyahoga,Democrat,1280122,2800.0,198211
Michigan,Oakland,Democrat,1202362,1385.7,176454
Illinois,Carroll,Democrat,15387,34.6,1265
Indiana,Wells,Democrat,27636,75.1,1559
Arkansas,Drew,Democrat,18509,22.3,1725
Montana,Blaine,Democrat,6491,1.5,676
Nevada,Washoe,Democrat,421407,66.9,1878
New York,Allegany,Democrat,48946,47.6,1881
Georgia,Dooly,Democrat,14918,38.1,828
Iowa,Davis,Democrat,8753,17.4,300
Wisconsin,Richland,Democrat,18021,30.7,3060
Oklahoma,Oklahoma,Democrat,718633,1013.8,66623
Ohio,Highland,Democrat,43589,78.8,1992
North Carolina,Robeson,Democrat,134168,141.3,13663
Oregon,Clackamas,Democrat,375992,201.0,54347
Mississippi,Leflore,Democrat,32317,54.5,2313
Arkansas,Lincoln,Democrat,14134,25.2,751
North Carolina,Lee,Democrat,57866,227.0,5472
Tennessee,Scott,Democrat,22228,41.8,453
Georgia,Rockdale,Democrat,85215,656.5,10142
Louisiana,Ascension,Democrat,107215,369.7,5605
Alabama,Sumter,Democrat,13763,15.2,3403
Pennsylvania,Venango,Democrat,54984,81.5,3940
Kentucky,Henry,Democrat,15416,53.9,1739
Missouri,St. Francois,Democrat,65359,144.6,4206
Iowa,Winnebago,Democrat,10866,27.1,400
Louisiana,Jefferson,Democrat,432552,1463.1,24605
South Dakota,McPherson,Democrat,2459,2.2,93
Virginia,Stafford,Democrat,128961,479.5,10577
California,Monterey,Democrat,415057,126.5,30020
South Carolina,York,Democrat,226073,332.2,13953
Louisiana,St. Helena,Democrat,11203,27.4,1593
Illinois,Ford,Democrat,14081,29.0,726
Illinois,Jasper,Democrat,9698,19.6,762
Kentucky,Marion,Democrat,19820,57.8,2145
Nebraska,Arthur,Democrat,460,0.6,4
Pennsylvania,Blair,Democrat,127089,241.7,8061
Georgia,Coffee,Democrat,42356,73.7,1403
Indiana,Washington,Democrat,28262,55.0,1931
West Virginia,Preston,Democrat,33520,51.7,2676
Missouri,Pettis,Democrat,42201,61.9,2774
Iowa,Jackson,Democrat,19848,31.2,900
North Carolina,Henderson,Democrat,106740,286.1,9940
Illinois,Moultrie,Democrat,14846,44.2,1028
Indiana,Wayne,Democrat,68917,171.5,4436
Washington,Skagit,Democrat,116901,67.5,438
Georgia,Putnam,Democrat,21218,61.6,1077
Tennessee,Giles,Democrat,29485,48.3,1230
Montana,Gallatin,Democrat,89513,34.4,14228
Texas,Duval,Democrat,11782,6.6,2795
Arizona,Gila,Democrat,53597,11.3,3501
Missouri,Vernon,Democrat,21159,25.6,1008
Wisconsin,Barron,Democrat,45870,53.2,5530
Iowa,Woodbury,Democrat,102172,117.1,3600
North Carolina,Dare,Democrat,33920,88.5,4310
Iowa,Wright,Democrat,13229,22.8,499
Oklahoma,Caddo,Democrat,29600,23.2,2603
Missouri,Polk,Democrat,31137,49.0,1595
Alabama,Colbert,Democrat,54428,91.8,5221
Montana,Wibaux,Democrat,1017,1.1,52
Nebraska,Morrill,Democrat,5042,3.5,31
Illinois,Montgomery,Democrat,30104,42.8,2507
Louisiana,East Baton Rouge,Democrat,440171,966.6,40930
Georgia,McDuffie,Democrat,21875,85.0,1497
Indiana,Grant,Democrat,70061,169.2,4662
Nebraska,McPherson,Democrat,539,0.6,4
Maryland,Washington,Democrat,147430,322.1,10718
Nebraska,Otoe,Democrat,15740,25.6,180
New Mexico,Union,Democrat,4549,1.2,344
Pennsylvania,Mifflin,Democrat,46682,113.6,2443
Missouri,Johnson,Democrat,52595,63.4,3417
North Carolina,Alleghany,Democrat,11155,47.5,1134
Virginia,Clarke,Democrat,14034,79.7,1206
Georgia,Oglethorpe,Democrat,14899,33.9,919
Virginia,Scott,Democrat,23177,43.3,538
North Carolina,Ashe,Democrat,27281,64.0,2424
Oklahoma,Bryan,Democrat,42416,46.9,2963
Florida,Dixie,Democrat,16422,23.3,868
Wisconsin,Trempealeau,Democrat,28816,39.3,4417
Georgia,Stephens,Democrat,26175,146.1,744
Virginia,Poquoson,Democrat,12150,793.2,630
Iowa,Lucas,Democrat,8898,20.7,300
Pennsylvania,Carbon,Democrat,65249,171.1,6752
New York,Onondaga,Democrat,467026,600.0,38454
Washington,Wahkiakum,Democrat,3978,15.1,19
Pennsylvania,Fayette,Democrat,136606,172.8,15635
Georgia,Franklin,Democrat,22084,84.5,555
Ohio,Stark,Democrat,375586,652.9,37750
Michigan,Ontonagon,Democrat,6780,5.2,689
Illinois,Will,Democrat,677560,809.6,87956
Mississippi,Greene,Democrat,14400,20.2,435
Wisconsin,Kenosha,Democrat,166426,611.9,25483
Montana,Judith Basin,Democrat,2072,1.1,138
Mississippi,Jefferson,Democrat,7726,14.9,1725
Washington,Okanogan,Democrat,41120,7.8,177
Missouri,Adair,Democrat,25607,45.1,1952
Pennsylvania,Crawford,Democrat,88765,87.7,7242
Arkansas,Hempstead,Democrat,22609,31.1,950
South Carolina,Darlington,Democrat,68681,122.4,6067
Arkansas,Independence,Democrat,36647,48.0,1580
Georgia,Douglas,Democrat,132403,661.8,12514
West Virginia,Ohio,Democrat,44443,420.0,5831
Indiana,Spencer,Democrat,20952,52.8,2090
Virginia,Buckingham,Democrat,17146,29.6,1070
South Dakota,Yankton,Democrat,22438,43.1,1286
Wisconsin,Wood,Democrat,74749,94.2,11171
Michigan,Osceola,Democrat,23528,41.5,1623
Texas,Wilson,Democrat,42918,53.4,1761
Idaho,Madison,Democrat,37536,80.0,263
Idaho,Jerome,Democrat,22374,37.5,139
West Virginia,Wetzel,Democrat,16583,46.3,2589
Illinois,Clay,Democrat,13815,29.5,817
Missouri,Cass,Democrat,99478,142.8,7950
Alabama,Montgomery,Democrat,229363,292.5,32916
Nebraska,Perkins,Democrat,2970,3.4,21
Missouri,Shannon,Democrat,8441,8.4,608
California,Tehama,Democrat,63463,21.5,3031
Florida,Miami-Dade,Democrat,2496435,1315.5,171476
Louisiana,Terrebonne,Democrat,111860,90.8,3670
South Dakota,Ziebach,Democrat,2801,1.4,224
Alabama,Macon,Democrat,21452,35.2,4776
North Carolina,Northampton,Democrat,22099,41.2,4262
West Virginia,McDowell,Democrat,22113,41.5,2234
Georgia,Fayette,Democrat,106567,548.3,10175
New Jersey,Union,Democrat,536499,5216.1,59463
Mississippi,Bolivar,Democrat,34145,39.0,3522
Virginia,Dickenson,Democrat,15903,48.1,569
Louisiana,Plaquemines,Democrat,23042,29.5,888
Ohio,Coshocton,Democrat,36901,65.4,2486
Wisconsin,Green,Democrat,36842,63.1,7125
Missouri,Cooper,Democrat,17601,31.2,1017
Washington,Mason,Democrat,60699,63.3,214
Alabama,Pike,Democrat,32899,48.9,2562
Kentucky,Breathitt,Democrat,13878,28.2,2839
Missouri,Macon,Democrat,15566,19.4,926
New York,Montgomery,Democrat,50219,124.6,2815
Ohio,Mahoning,Democrat,238823,580.2,35066
Michigan,Clinton,Democrat,75382,133.1,7933
California,Orange,Democrat,3010232,3807.7,224559
South Carolina,Greenwood,Democrat,69661,153.2,4571
Missouri,St. Louis City,Democrat,319294,5157.5,62206
Colorado,Hinsdale,Democrat,843,0.8,13
Wisconsin,Langlade,Democrat,19977,22.9,2628
Iowa,Muscatine,Democrat,42745,97.7,1800
Michigan,Genesee,Democrat,425790,668.5,59401
New Jersey,Cape May,Democrat,97265,386.9,7213
Wisconsin,Buffalo,Democrat,13587,20.2,1973
Kentucky,Letcher,Democrat,24519,72.6,2626
Georgia,Ware,Democrat,36312,40.7,1203
Oklahoma,Delaware,Democrat,41487,56.2,3220
California,Stanislaus,Democrat,514453,344.2,27395
Nebraska,Adams,Democrat,31364,55.7,461
Florida,Union,Democrat,15535,63.8,808
South Dakota,McCook,Democrat,5618,9.8,346
Mississippi,Neshoba,Democrat,29676,52.1,1177
Oklahoma,Seminole,Democrat,25482,40.3,2126
Wisconsin,Rock,Democrat,160331,223.3,28585
Nebraska,Pierce,Democrat,7266,12.7,30
Illinois,Pulaski,Democrat,6161,30.9,443
