"state","county","party","pop_2010_real_hr","zageszczenie_2010_hr","liczba_glosow"
Indiana,Fulton,Republican,20836,56.6,4269
Texas,McLennan,Republican,234906,226.5,29943
Virginia,Halifax,Republican,36241,44.3,3938
Mississippi,Rankin,Republican,141617,182.6,28680
New Jersey,Sussex,Republican,149265,287.6,17192
West Virginia,Mason,Republican,27324,63.4,3035
Iowa,Lee,Republican,35862,69.3,1315
New Jersey,Middlesex,Republican,809858,2621.6,24909
Georgia,Burke,Republican,23316,28.2,2577
Hawaii,Kauai,Republican,67091,108.2,879
Georgia,Lowndes,Republican,109233,220.2,11620
Texas,Kaufman,Republican,103350,132.4,16859
North Carolina,Camden,Republican,9980,41.5,1411
Idaho,Caribou,Republican,6963,3.9,1292
Florida,St. Johns,Republican,190039,316.4,49596
Michigan,Cass,Republican,52293,106.7,6943
Missouri,Chariton,Republican,7831,10.4,1372
Alabama,Elmore,Republican,79303,128.2,17412
Indiana,Montgomery,Republican,38124,75.6,7956
Hawaii,Maui,Republican,154834,133.3,1428
Washington,Kitsap,Republican,251133,635.9,21273
Michigan,Gladwin,Republican,25692,51.2,3670
Missouri,Clark,Republican,7139,14.1,1129
Indiana,Grant,Republican,70061,169.2,12381
Montana,Golden Valley,Republican,884,0.8,241
Ohio,Lorain,Republican,301356,613.6,43857
Texas,Nolan,Republican,15216,16.7,2862
Alabama,Blount,Republican,57322,88.9,14791
South Carolina,Dillon,Republican,32062,79.2,2675
California,Sacramento,Republican,1418788,1470.8,55357
Texas,Bailey,Republican,7165,8.7,935
Oregon,Morrow,Republican,11173,5.5,1281
Montana,Treasure,Republican,718,0.7,165
Georgia,Grady,Republican,25011,55.0,3148
Virginia,Wise,Republican,41452,102.8,3652
Washington,Mason,Republican,60699,63.3,6684
Texas,Crockett,Republican,3719,1.3,183
Georgia,Jones,Republican,28669,72.8,4648
Kentucky,Jefferson,Republican,741096,1948.1,33414
Idaho,Clark,Republican,982,0.6,169
New Mexico,Los Alamos,Republican,17950,164.4,1333
Kentucky,Leslie,Republican,11310,28.2,1020
California,Mendocino,Republican,87841,25.1,2155
Maryland,Charles,Republican,146551,320.2,9993
Nebraska,Hamilton,Republican,9124,16.8,1728
Missouri,Caldwell,Republican,9424,22.1,1726
Pennsylvania,Bucks,Republican,625249,1034.7,88772
Arkansas,Calhoun,Republican,5368,8.5,405
North Carolina,Jackson,Republican,40271,82.1,3981
Nebraska,Deuel,Republican,1941,4.4,337
Wisconsin,Monroe,Republican,44673,49.6,7516
South Dakota,Deuel,Republican,4364,7.0,260
Iowa,Calhoun,Republican,9670,17.0,557
Texas,Presidio,Republican,7818,2.0,97
Florida,Putnam,Republican,74364,102.2,8634
New Mexico,Roosevelt,Republican,19846,8.1,1164
Virginia,Harrisonburg,Republican,48914,2808.2,3890
Montana,Carter,Republican,1160,0.3,440
Iowa,Cerro Gordo,Republican,44151,77.7,2321
Ohio,Sandusky,Republican,60944,149.2,11496
Indiana,Madison,Republican,131636,291.3,21666
Michigan,Wayne,Republican,1820584,2974.4,130684
Georgia,Wilkinson,Republican,9563,21.4,1259
Oregon,Lake,Republican,7895,1.0,1758
Illinois,Douglas,Republican,19980,48.0,3941
Georgia,Colquitt,Republican,45498,83.6,5846
Mississippi,Jefferson,Republican,7726,14.9,236
Wisconsin,Bayfield,Republican,15014,10.2,2973
Georgia,Pickens,Republican,29431,126.8,6909
Michigan,Dickinson,Republican,26168,34.4,4162
Virginia,Lynchburg,Republican,75568,1538.2,10177
Ohio,Trumbull,Republican,210312,340.1,28287
Mississippi,Oktibbeha,Republican,47671,104.0,4763
West Virginia,Harrison,Republican,69099,166.1,6708
Maryland,Baltimore City,Republican,620961,7671.5,8382
South Carolina,Jasper,Republican,24777,37.8,3001
Illinois,Clark,Republican,16335,32.6,3399
Florida,Hillsborough,Republican,1229226,1204.9,125261
Illinois,Schuyler,Republican,7544,17.3,1508
Texas,Gaines,Republican,17526,11.7,2361
Wisconsin,Dunn,Republican,43857,51.6,7301
South Dakota,Day,Republican,5710,5.6,343
Texas,Randall,Republican,120725,132.4,24060
New Jersey,Bergen,Republican,905116,3884.5,41921
North Carolina,Greene,Republican,21362,80.3,1388
Tennessee,Hardeman,Republican,27253,40.8,2330
Indiana,Vermillion,Republican,16212,63.1,2442
Alabama,Crenshaw,Republican,13906,22.8,2704
Indiana,Wabash,Republican,32888,79.7,7346
Georgia,Bleckley,Republican,13063,60.5,2111
Iowa,Van Buren,Republican,7570,15.6,531
New York,Manhattan,Republican,1585873,69467.5,24887
Michigan,Iron,Republican,11817,10.1,1766
Pennsylvania,Beaver,Republican,170539,392.3,19081
Florida,St. Lucie,Republican,277789,485.7,30614
Virginia,Appomattox,Republican,14973,44.9,2383
Illinois,Calhoun,Republican,5089,20.0,666
South Dakota,Potter,Republican,2329,2.7,756
Pennsylvania,Philadelphia,Republican,1526006,11379.5,42263
Virginia,Lunenburg,Republican,12914,29.9,1317
Kentucky,LaRue,Republican,14193,54.3,725
Wisconsin,Brown,Republican,248007,468.2,49367
Nebraska,Valley,Republican,4260,7.5,696
Texas,Hall,Republican,3353,3.8,492
Montana,Petroleum,Republican,494,0.3,185
Iowa,Hancock,Republican,11341,19.9,849
Texas,Goliad,Republican,7210,8.5,1505
Texas,Fort Bend,Republican,585375,679.5,67097
Tennessee,Gibson,Republican,49683,82.4,6783
Texas,Montgomery,Republican,455746,437.5,88248
Tennessee,Haywood,Republican,18787,35.2,1473
New Mexico,Santa Fe,Republican,144170,75.5,4053
Virginia,Prince George,Republican,35725,134.7,3989
Montana,Missoula,Republican,109299,42.1,9364
California,Tulare,Republican,442179,91.7,18170
Iowa,Johnson,Republican,130882,213.1,7223
Texas,Callahan,Republican,13544,15.1,3234
South Dakota,Dewey,Republican,5301,2.3,232
Ohio,Ashtabula,Republican,101497,144.6,13520
Idaho,Washington,Republican,10198,7.0,1955
Indiana,Jefferson,Republican,32428,89.9,5028
Montana,Sweet Grass,Republican,3651,2.0,868
Wisconsin,Green,Republican,36842,63.1,6740
Virginia,Mathews,Republican,8978,104.5,1754
New York,Cayuga,Republican,80026,115.7,6102
Nebraska,Butler,Republican,8395,14.4,1333
Texas,Medina,Republican,46006,34.7,7332
Nevada,Lander,Republican,5775,1.1,414
Ohio,Delaware,Republican,174214,393.2,51107
California,Yuba,Republican,72155,114.2,3726
Ohio,Cuyahoga,Republican,1280122,2800.0,139409
South Carolina,Marlboro,Republican,28933,60.3,1749
Utah,Duchesne,Republican,18607,5.7,1756
Texas,Scurry,Republican,16921,18.7,2661
Arkansas,Jackson,Republican,17997,28.4,1612
Texas,Deaf Smith,Republican,19372,12.9,1891
Florida,Escambia,Republican,297619,453.4,48021
Oklahoma,Beaver,Republican,5636,3.1,1127
Alabama,Lowndes,Republican,11299,15.8,834
Texas,Lipscomb,Republican,3302,3.5,985
Texas,Tom Green,Republican,110224,72.4,16090
Tennessee,Jackson,Republican,11638,37.7,1501
Pennsylvania,Cumberland,Republican,235406,431.6,42860
Missouri,Dent,Republican,15657,20.8,3193
Iowa,Wright,Republican,13229,22.8,562
Wisconsin,Marathon,Republican,134063,86.8,29272
Michigan,Van Buren,Republican,76258,125.5,8890
Iowa,Dallas,Republican,66135,112.4,7281
Missouri,Callaway,Republican,44332,53.1,7352
North Carolina,Caldwell,Republican,83029,176.1,11895
Pennsylvania,Butler,Republican,183862,233.1,33966
Florida,Franklin,Republican,11549,21.6,1197
Virginia,Northampton,Republican,12389,58.5,1367
Nevada,Pershing,Republican,6753,1.1,290
Mississippi,Wilkinson,Republican,9878,14.6,641
Kentucky,Franklin,Republican,49285,237.2,2034
Texas,Milam,Republican,24757,24.3,3957
Utah,Utah,Republican,516564,257.8,40586
Illinois,Jersey,Republican,22985,62.2,3892
Virginia,Westmoreland,Republican,17454,76.1,2034
Mississippi,Jeff Davis,Republican,12487,30.6,1305
Ohio,Clinton,Republican,42040,102.9,8871
Illinois,Washington,Republican,14716,26.2,3165
North Carolina,Alamance,Republican,151131,356.5,16554
Missouri,Iron,Republican,10630,19.3,1590
Missouri,Texas,Republican,26008,22.1,5046
Mississippi,Humphreys,Republican,9375,22.4,669
California,Santa Barbara,Republican,423895,155.0,23240
Georgia,Madison,Republican,28120,99.6,5433
Virginia,Washington,Republican,54876,97.8,7594
Indiana,Franklin,Republican,23087,60.1,5337
Louisiana,Sabine,Republican,24233,28.0,1653
Kentucky,Jackson,Republican,13494,39.1,1114
Ohio,Scioto,Republican,79499,130.3,11191
Nevada,Elko,Republican,48818,2.8,2351
Pennsylvania,Lancaster,Republican,519445,550.4,84270
Virginia,Floyd,Republican,15279,40.2,2406
Texas,Van Zandt,Republican,52579,62.4,11459
Arkansas,Madison,Republican,15717,18.8,1716
Ohio,Gallia,Republican,30934,66.3,6058
Kentucky,Bullitt,Republican,74319,250.2,4352
South Dakota,Douglas,Republican,3002,7.0,412
Texas,Wharton,Republican,41280,38.0,6375
Ohio,Huron,Republican,59626,121.3,9499
Michigan,Lenawee,Republican,99892,133.3,13812
California,Siskiyou,Republican,44900,7.2,4135
Texas,Reagan,Republican,3367,2.9,709
Mississippi,Prentiss,Republican,25276,60.9,3321
Kentucky,Whitley,Republican,35637,81.4,3199
Indiana,Martin,Republican,10334,30.8,2221
Kentucky,Christian,Republican,73955,103.1,1858
Virginia,Rockingham,Republican,76314,89.9,13184
Michigan,Branch,Republican,45248,89.4,5716
Illinois,Marshall,Republican,12640,32.7,2707
Virginia,Chesapeake,Republican,222209,652.0,28443
Kentucky,Mason,Republican,17490,72.8,671
West Virginia,McDowell,Republican,22113,41.5,806
Virginia,Mecklenburg,Republican,32727,52.3,2995
Florida,Lee,Republican,618754,788.7,103372
New Mexico,Socorro,Republican,17866,2.7,1024
Wisconsin,La Crosse,Republican,114638,253.8,19341
Arkansas,Pulaski,Republican,382748,503.8,45524
Mississippi,Lafayette,Republican,47351,75.0,6765
Arkansas,Garland,Republican,96024,141.7,15310
Texas,Travis,Republican,1024266,1034.4,81913
Illinois,McLean,Republican,169572,143.3,30625
Ohio,Montgomery,Republican,535153,1159.5,87012
Mississippi,Claiborne,Republican,9604,19.7,220
Hawaii,Honolulu,Republican,953207,1586.7,8943
Oklahoma,Cleveland,Republican,255755,474.7,35320
Montana,Blaine,Republican,6491,1.5,542
Kentucky,Rowan,Republican,23333,83.4,885
Michigan,Washtenaw,Republican,344791,488.4,35524
Tennessee,Grundy,Republican,13703,38.0,1598
New York,Niagara,Republican,216469,414.4,16214
New Mexico,Harding,Republican,695,0.3,142
Michigan,St. Joseph,Republican,61295,122.4,7474
Virginia,Covington,Republican,5961,1090.2,432
Wisconsin,Burnett,Republican,15457,18.8,3139
Missouri,Randolph,Republican,25414,52.7,4040
Nevada,Carson City,Republican,55274,382.1,2438
Louisiana,Bossier,Republican,116979,139.3,10692
Oregon,Coos,Republican,63043,39.5,7575
Texas,Bowie,Republican,92565,104.6,15609
Louisiana,Lafayette,Republican,221578,824.6,17226
Nebraska,Cheyenne,Republican,9998,8.4,1505
Florida,Leon,Republican,275487,413.1,29304
Texas,Garza,Republican,6461,7.2,973
Louisiana,Rapides,Republican,131613,99.9,8455
Kentucky,Ballard,Republican,8249,33.4,312
Mississippi,Wayne,Republican,20747,25.6,3261
Wisconsin,Crawford,Republican,16644,29.2,2557
Montana,Pondera,Republican,6153,3.8,1108
Utah,Juab,Republican,10246,3.0,843
Indiana,Hendricks,Republican,145448,357.4,36300
Pennsylvania,Lycoming,Republican,116111,94.5,20446
Missouri,Audrain,Republican,25529,36.9,3905
Washington,Grant,Republican,89120,33.3,9162
Missouri,Taney,Republican,51675,81.7,10456
Texas,Wichita,Republican,131500,209.5,15272
Ohio,Belmont,Republican,70400,132.3,10614
Montana,Deer Lodge,Republican,9298,12.6,840
Arkansas,Saint Francis,Republican,28258,44.5,1415
Michigan,Ingham,Republican,280895,505.1,25887
Texas,La Vaca,Republican,19263,19.9,3964
Michigan,Ionia,Republican,63905,111.9,7774
Kentucky,Simpson,Republican,17327,74.0,598
California,Tehama,Republican,63463,21.5,4506
Texas,Collin,Republican,782341,930.0,113860
Virginia,Stafford,Republican,128961,479.5,20153
Kentucky,Mercer,Republican,21331,85.7,1360
Oklahoma,Latimer,Republican,11154,15.4,479
Oregon,Jefferson,Republican,21720,12.2,2487
Georgia,Henry,Republican,203922,633.0,27812
Arkansas,White,Republican,77076,74.5,12617
Georgia,Chattooga,Republican,26015,83.0,3198
Georgia,Candler,Republican,10998,45.3,1765
Iowa,Black Hawk,Republican,131090,231.7,5908
Washington,Skamania,Republican,11066,6.7,1264
Alabama,Clay,Republican,13932,23.1,3878
Missouri,Dade,Republican,7883,16.1,1965
Kentucky,Metcalfe,Republican,10099,34.9,705
Tennessee,Obion,Republican,31807,58.4,4422
Oklahoma,Tillman,Republican,7992,9.2,669
Indiana,Wells,Republican,27636,75.1,6952
Washington,Kittitas,Republican,40915,17.8,3901
Alabama,Washington,Republican,17581,16.3,2326
Illinois,Cass,Republican,13642,36.3,1534
Idaho,Benewah,Republican,9285,12.0,1266
Nevada,Eureka,Republican,1987,0.5,194
New York,Ulster,Republican,182493,162.3,9327
Missouri,Dunklin,Republican,31953,59.1,3110
Ohio,Allen,Republican,106331,264.2,20055
Illinois,Bureau,Republican,34978,40.2,5306
Florida,Polk,Republican,602095,334.9,71360
Georgia,Tift,Republican,40118,154.9,5562
Ohio,Lawrence,Republican,62450,137.7,11834
West Virginia,Hampshire,Republican,23964,37.4,2621
New Jersey,Somerset,Republican,323444,1071.7,22342
Indiana,Gibson,Republican,33503,68.7,6869
Alabama,Bibb,Republican,22915,36.8,3891
Pennsylvania,Lawrence,Republican,91108,254.4,11381
Texas,Calhoun,Republican,21381,42.2,3378
Maryland,Carroll,Republican,167134,373.4,28709
Arkansas,Baxter,Republican,41513,74.9,8480
Michigan,Saginaw,Republican,200169,250.2,22113
Iowa,Union,Republican,12534,29.6,702
Georgia,Fannin,Republican,23682,61.2,5571
Kentucky,Menifee,Republican,6306,31.0,206
Georgia,Paulding,Republican,142324,455.8,23854
Virginia,Smyth,Republican,32208,71.4,3312
Kentucky,Floyd,Republican,39451,100.3,562
Mississippi,Newton,Republican,21720,37.6,3756
Oklahoma,Woods,Republican,8878,6.9,1565
Georgia,Terrell,Republican,9315,27.8,1137
Montana,Silver Bow,Republican,34200,47.6,3157
North Carolina,Mitchell,Republican,15579,70.4,3628
Florida,Duval,Republican,864263,1133.9,108027
Iowa,Ida,Republican,7089,16.4,525
Michigan,Alpena,Republican,29598,51.8,4113
California,Alameda,Republican,1510271,2043.6,28267
Indiana,Henry,Republican,49462,126.2,9529
Tennessee,Decatur,Republican,11757,35.2,1564
Washington,Snohomish,Republican,713335,341.8,45272
Arkansas,Phillips,Republican,21757,31.3,625
Georgia,Meriwether,Republican,21992,43.9,2963
Missouri,Ozark,Republican,9723,13.1,2123
Michigan,Presque Isle,Republican,13376,20.3,2079
Pennsylvania,Tioga,Republican,41981,37.0,7004
Nevada,Esmeralda,Republican,783,0.2,73
Illinois,Champaign,Republican,201081,201.8,25268
Texas,Hartley,Republican,6062,4.1,1066
Texas,Stephens,Republican,9630,10.7,2459
Virginia,Manassas,Republican,37821,3827.6,3833
West Virginia,Monongalia,Republican,96189,267.1,7765
South Carolina,Lee,Republican,19220,46.9,1566
Virginia,Greene,Republican,18403,117.8,2932
Alabama,Tuscaloosa,Republican,194656,147.3,30465
New Mexico,Eddy,Republican,53829,12.9,4079
Arkansas,Greene,Republican,42090,72.9,5712
Virginia,Surry,Republican,7058,25.3,789
Oregon,Clatsop,Republican,37039,44.7,3419
Tennessee,Lake,Republican,7832,47.2,575
Texas,Starr,Republican,60968,49.8,123
Arkansas,Clay,Republican,16083,25.2,814
Washington,Thurston,Republican,252264,349.4,21346
Georgia,Mitchell,Republican,23498,45.9,2234
North Carolina,Lenoir,Republican,59495,148.5,4841
Georgia,Taylor,Republican,8906,23.6,1047
Texas,Hunt,Republican,86129,102.5,14058
Indiana,Union,Republican,7516,46.6,1443
Illinois,Lee,Republican,36031,49.7,5939
Ohio,Vinton,Republican,13435,32.6,2055
Louisiana,Plaquemines,Republican,23042,29.5,1288
Florida,Osceola,Republican,268685,202.4,21193
Florida,Union,Republican,15535,63.8,1350
Texas,Lamar,Republican,49793,54.9,9522
Iowa,Palo Alto,Republican,9421,16.7,432
Illinois,Coles,Republican,53873,106.0,8146
Texas,Comanche,Republican,13974,14.9,2795
Montana,McCone,Republican,1734,0.7,464
Oklahoma,LeFlore,Republican,50384,31.7,3002
Texas,Delta,Republican,5231,20.4,1220
Florida,Hernando,Republican,172778,365.6,26393
Missouri,St. Louis County,Republican,998954,1967.2,131291
Virginia,Craig,Republican,5190,15.7,846
Louisiana,Washington,Republican,47168,70.4,2467
Virginia,Montgomery,Republican,94392,243.9,9746
Indiana,Vigo,Republican,107848,267.4,13156
Louisiana,Ascension,Republican,107215,369.7,8235
Florida,Martin,Republican,146318,269.2,30310
Texas,Liberty,Republican,75643,65.3,11315
Oregon,Gilliam,Republican,1871,1.6,316
Missouri,Perry,Republican,18971,40.0,3578
Louisiana,Assumption,Republican,23421,69.2,730
Oregon,Benton,Republican,85579,126.6,7293
Tennessee,Blount,Republican,123010,220.2,20696
Kentucky,Perry,Republican,28712,84.5,842
West Virginia,Lincoln,Republican,21720,49.7,1369
Mississippi,Tate,Republican,28886,71.4,4191
Illinois,Rock Island,Republican,147546,345.0,13956
New Jersey,Hudson,Republican,634266,13731.4,8176
Texas,Victoria,Republican,86793,98.4,11751
Washington,Asotin,Republican,21623,34.0,2697
Indiana,Orange,Republican,19840,49.8,4045
Oregon,Jackson,Republican,203206,73.0,24811
North Carolina,Edgecombe,Republican,56552,111.9,2483
North Carolina,Cleveland,Republican,98078,211.3,10200
Virginia,Bristol,Republican,17835,1370.6,2225
Illinois,Johnson,Republican,12582,36.6,3028
Oklahoma,Cimarron,Republican,2475,1.3,472
Louisiana,Madison,Republican,12093,19.4,462
Alabama,Cherokee,Republican,25989,46.9,5193
Wisconsin,Rock,Republican,160331,223.3,24045
Wisconsin,Oconto,Republican,37660,37.7,8928
Illinois,Jefferson,Republican,38827,68.0,6941
South Carolina,Georgetown,Republican,60158,73.9,11495
Montana,Madison,Republican,7691,2.1,1774
Alabama,Lauderdale,Republican,92709,138.8,17221
Missouri,DeKalb,Republican,12892,30.6,1750
Maryland,Calvert,Republican,88737,416.3,10498
California,Shasta,Republican,177223,46.9,17508
Texas,Carson,Republican,6182,6.7,1498
Indiana,Marion,Republican,903393,2279.6,99025
Michigan,Grand Traverse,Republican,86986,187.3,16263
Virginia,Powhatan,Republican,28046,107.8,6534
Virginia,Richmond,Republican,9254,48.3,820
South Dakota,Davison,Republican,19504,44.8,1185
Indiana,Owen,Republican,21575,56.0,4061
Oklahoma,Love,Republican,9423,18.3,509
Texas,Schleicher,Republican,3461,2.6,499
Washington,Wahkiakum,Republican,3978,15.1,617
Indiana,Huntington,Republican,37124,97.0,8305
Washington,San Juan,Republican,15769,90.7,1300
California,Lassen,Republican,34895,7.7,2868
Iowa,Shelby,Republican,12167,20.6,745
Arkansas,Crawford,Republican,61948,104.4,10409
Missouri,Clay,Republican,221939,558.6,32102
Texas,Bosque,Republican,18212,18.5,4070
Idaho,Bonner,Republican,40877,23.6,6638
Missouri,Johnson,Republican,52595,63.4,7218
Wisconsin,Chippewa,Republican,62415,61.9,12473
West Virginia,Cabell,Republican,96319,342.8,7854
Ohio,Marion,Republican,66501,164.7,10762
Missouri,Cass,Republican,99478,142.8,17269
Texas,Swisher,Republican,7854,8.8,875
Michigan,Lake,Republican,11539,20.3,1521
Missouri,Pike,Republican,18516,27.6,2615
Indiana,Marshall,Republican,47051,106.1,8962
Arkansas,Clark,Republican,22995,26.6,2597
Missouri,Bates,Republican,17049,20.4,2728
Texas,Dallas,Republican,2368139,2718.0,169955
Iowa,Worth,Republican,7598,19.0,375
Kentucky,Scott,Republican,47173,167.4,2947
West Virginia,Wood,Republican,86956,237.4,12237
New Mexico,Catron,Republican,3725,0.5,582
Texas,Tyler,Republican,21766,23.5,4150
New York,Orange,Republican,372813,459.3,23207
North Carolina,Clay,Republican,10587,49.3,2457
Oklahoma,Cotton,Republican,6193,9.8,594
North Carolina,Jones,Republican,10153,21.6,1078
Illinois,Perry,Republican,22350,50.6,3075
New Mexico,Bernalillo,Republican,662564,570.8,28392
West Virginia,Braxton,Republican,14523,28.4,990
Idaho,Payette,Republican,22623,55.6,3266
Washington,Okanogan,Republican,41120,7.8,3266
Wisconsin,Grant,Republican,51208,44.7,8262
California,San Luis Obispo,Republican,269637,81.7,24422
New York,Clinton,Republican,82128,79.1,4338
Georgia,Houston,Republican,139900,372.5,18888
Indiana,Carroll,Republican,20155,54.1,4460
Ohio,Hamilton,Republican,802374,1976.7,138705
Texas,Dimmit,Republican,9996,7.5,100
Iowa,Decatur,Republican,8457,15.9,497
Georgia,Appling,Republican,18236,36.0,3053
Alabama,Franklin,Republican,31704,50.0,4104
Arkansas,Van Buren,Republican,17295,24.4,3101
Pennsylvania,Greene,Republican,38686,67.2,3710
California,Placer,Republican,348432,247.6,31276
Kentucky,Bath,Republican,11591,41.6,292
New Mexico,Sandoval,Republican,131561,35.5,7335
North Carolina,Tyrrell,Republican,4407,11.3,306
Arizona,Cochise,Republican,131346,21.3,10951
Florida,Jefferson,Republican,14761,24.7,1528
Georgia,Habersham,Republican,43041,155.5,7767
Mississippi,Washington,Republican,51137,70.6,2397
Tennessee,Trousdale,Republican,7870,68.9,911
Ohio,Defiance,Republican,39037,94.9,8209
Oregon,Lane,Republican,351715,77.2,31552
South Dakota,Sanborn,Republican,2355,4.1,166
Montana,Liberty,Republican,2339,1.6,467
Michigan,Montmorency,Republican,9765,17.9,1929
Georgia,Harris,Republican,32024,69.0,6809
Alabama,Calhoun,Republican,118572,195.7,19377
North Carolina,Moore,Republican,88247,126.5,17567
South Dakota,Haakon,Republican,1937,1.1,494
Iowa,Audubon,Republican,6119,13.8,374
Iowa,Cedar,Republican,18499,31.9,1064
Nebraska,Pierce,Republican,7266,12.7,863
Arkansas,Polk,Republican,20662,24.1,4444
Oklahoma,Coal,Republican,5925,11.5,246
Georgia,Richmond,Republican,200549,618.4,14891
North Carolina,Haywood,Republican,59036,106.6,7544
Tennessee,Pickett,Republican,5077,31.2,1151
Arkansas,Washington,Republican,203065,215.6,28420
Michigan,Allegan,Republican,111408,135.0,19474
South Carolina,Richland,Republican,384504,507.9,39259
Alabama,Jefferson,Republican,658466,592.5,92419
Tennessee,DeKalb,Republican,18723,61.5,2447
Arkansas,Cross,Republican,17870,29.0,2359
Missouri,Polk,Republican,31137,49.0,6354
Louisiana,Jeff Davis,Republican,31594,48.5,1522
Nebraska,Chase,Republican,3966,4.4,612
Oklahoma,Kingfisher,Republican,15034,16.7,2761
Tennessee,Weakley,Republican,35021,60.3,4194
Georgia,Bulloch,Republican,70217,104.4,8120
Texas,Pecos,Republican,15507,3.3,1211
Wisconsin,Jefferson,Republican,83686,150.4,17662
Iowa,Louisa,Republican,11387,28.3,724
Iowa,Buena Vista,Republican,20260,35.2,1009
Kentucky,Meade,Republican,28602,93.6,1346
Alabama,Chambers,Republican,34215,57.4,4441
Iowa,Osceola,Republican,6462,16.2,327
Virginia,Alexandria,Republican,139966,9314.3,13344
Texas,Crane,Republican,4375,5.6,948
Indiana,Jasper,Republican,33478,59.8,6517
Illinois,Greene,Republican,13886,25.6,2098
Wisconsin,Shawano,Republican,41949,47.0,9110
North Carolina,Forsyth,Republican,350670,859.2,40509
Texas,Hill,Republican,35089,36.6,8442
North Carolina,Cherokee,Republican,27444,60.3,5477
Nebraska,Thayer,Republican,5228,9.1,684
South Dakota,Mellette,Republican,2048,1.6,107
Kentucky,Garrard,Republican,16912,73.5,1344
Louisiana,West Baton Rouge,Republican,23788,123.6,1502
Texas,Mills,Republican,4936,6.6,1335
Ohio,Washington,Republican,61778,97.8,12421
Missouri,Vernon,Republican,21159,25.6,3043
Oregon,Crook,Republican,20978,7.0,4186
Oklahoma,McIntosh,Republican,20252,32.7,1461
Texas,Fayette,Republican,24554,25.8,6088
Tennessee,Marion,Republican,28237,56.7,3487
Oklahoma,Washita,Republican,11629,11.6,1273
Virginia,Page,Republican,24042,77.3,2674
Texas,San Saba,Republican,6131,5.4,1381
Alabama,Chilton,Republican,43643,63.0,10404
Tennessee,Sequatchie,Republican,14112,53.1,2109
California,Nevada,Republican,98764,103.1,9065
Texas,Upshur,Republican,39309,67.4,8087
Ohio,Logan,Republican,45858,100.0,10171
Indiana,Monroe,Republican,137974,349.7,14447
Ohio,Meigs,Republican,23770,55.3,4824
West Virginia,Marshall,Republican,33107,108.4,3632
Virginia,Botetourt,Republican,33148,61.2,6086
Kentucky,Jessamine,Republican,48586,282.3,3961
Illinois,Williamson,Republican,66357,157.9,10655
Alabama,Lee,Republican,140247,230.8,20509
Illinois,Mason,Republican,14666,27.2,2107
Idaho,Bonneville,Republican,104234,55.9,16467
Ohio,Medina,Republican,172332,409.0,37544
Iowa,Ringgold,Republican,5131,9.6,331
Virginia,Fairfax City,Republican,22565,3616.8,2986
South Carolina,York,Republican,226073,332.2,37910
Arizona,Maricopa,Republican,3817117,414.9,250541
Mississippi,Yazoo,Republican,28065,30.4,2710
Wisconsin,Buffalo,Republican,13587,20.2,2647
Florida,Washington,Republican,24896,42.7,3717
California,Plumas,Republican,20007,7.8,3042
Louisiana,St. Martin,Republican,52160,70.7,3248
West Virginia,Hancock,Republican,30676,371.3,2880
Georgia,Barrow,Republican,69367,432.7,11259
Kentucky,Montgomery,Republican,26499,134.3,1130
Virginia,Patrick,Republican,18490,38.3,2500
Pennsylvania,Dauphin,Republican,268100,510.6,38679
Tennessee,Cocke,Republican,35662,82.1,5823
New York,Columbia,Republican,63096,99.4,4400
Virginia,Salem,Republican,24802,1717.9,3520
Kentucky,Hancock,Republican,8565,45.6,493
Iowa,Washington,Republican,21704,38.2,1544
Illinois,Brown,Republican,6937,22.7,959
Mississippi,Leflore,Republican,32317,54.5,1559
Ohio,Fulton,Republican,42698,105.3,9407
Illinois,Clay,Republican,13815,29.5,2600
South Dakota,Lake,Republican,11200,19.9,946
Kentucky,Webster,Republican,13621,41.0,234
Kentucky,Letcher,Republican,24519,72.6,701
Pennsylvania,Warren,Republican,41815,47.3,6414
Washington,Lewis,Republican,75455,31.4,9997
Alabama,Winston,Republican,24484,39.9,5838
Illinois,Knox,Republican,52919,73.9,6471
Missouri,Lafayette,Republican,33381,53.1,5800
Nebraska,Webster,Republican,3812,6.6,481
Iowa,Sioux,Republican,33704,43.9,4594
South Dakota,McPherson,Republican,2459,2.2,504
Iowa,Muscatine,Republican,42745,97.7,2414
Tennessee,Loudon,Republican,48556,211.8,10156
Tennessee,Bedford,Republican,45058,95.1,6231
South Carolina,Oconee,Republican,74273,118.6,15581
Utah,Iron,Republican,46163,14.0,3492
Iowa,Clinton,Republican,49116,70.7,2306
Texas,Waller,Republican,43205,84.1,5893
Virginia,Goochland,Republican,21717,77.2,5373
Idaho,Clearwater,Republican,8761,3.6,1344
Louisiana,Morehouse,Republican,27979,35.2,1542
Virginia,Isle of Wight,Republican,35270,111.8,5940
Louisiana,St. Bernard,Republican,35897,95.1,1369
New Mexico,Valencia,Republican,76569,71.8,3422
Texas,Culberson,Republican,2398,0.6,78
Oklahoma,Grant,Republican,4527,4.5,978
Nebraska,Box Butte,Republican,11308,10.5,1619
Indiana,Washington,Republican,28262,55.0,4904
Illinois,Richland,Republican,16233,45.1,2911
Texas,Austin,Republican,28417,44.0,5957
Alabama,Colbert,Republican,54428,91.8,8036
Arkansas,Logan,Republican,22353,31.6,3241
Illinois,Shelby,Republican,22363,29.5,4718
Tennessee,Fayette,Republican,38413,54.5,7160
