"county","state","party","wielkość_hrabstwa","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Giles,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Poweshiek,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Red Willow,Nebraska,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Custer,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Phillips,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Los Alamos,New Mexico,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Andrew,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Audrain,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fleming,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Box Butte,Nebraska,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Crawford,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
San Juan,Washington,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Montour,Pennsylvania,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Westmoreland,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Lamar,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Caldwell,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Logan,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Cumberland,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Grady,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Montgomery,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lewis,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lawrence,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jones,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Ashe,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Texas,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Hancock,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Franklin,Florida,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Yates,New York,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Heard,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Rabun,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pulaski,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Poinsett,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Warren,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jackson,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lamar,Alabama,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Keokuk,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Beadle,South Dakota,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Pacific,Washington,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Simpson,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Drew,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pierce,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Burleson,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Sanpete,Utah,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Calhoun,Florida,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Fountain,Indiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Johnson,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Rockbridge,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Meade,South Dakota,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jackson,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Benzie,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Prince Edward,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Russell,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Hughes,Oklahoma,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Perry,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Boyle,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Crawford,Indiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Bath,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Meigs,Ohio,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Caldwell,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Decatur,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Willacy,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Carroll,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Ward,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Crockett,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Mariposa,California,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Iosco,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Roosevelt,New Mexico,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Waynesboro,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Glenn,California,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Blaine,Oklahoma,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
White Pine,Nevada,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Unicoi,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Crawford,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Winneshiek,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Jersey,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Falls Church,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Mississippi,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Washburn,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Live Oak,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Oceana,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Okfuskee,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Winston,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Marion,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Antrim,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Benzie,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Teller,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Casey,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Kingfisher,Oklahoma,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Evans,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Davison,South Dakota,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Franklin,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lee,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Grady,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Chester,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Currituck,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Richland,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
George,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
White,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Hale,Alabama,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Montezuma,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Miller,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Northampton,North Carolina,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Decatur,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Appomattox,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Clay,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Attala,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Caswell,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Nicholas,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Cross,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Tate,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Newton,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Caldwell,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Orange,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clinton,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Caroline,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Magoffin,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Union,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
San Jacinto,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Craig,Oklahoma,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Juniata,Pennsylvania,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lincoln,Washington,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Gilmer,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Roosevelt,New Mexico,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clarke,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Gray,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jay,Indiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Floyd,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
McIntosh,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Gasconade,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Powell,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Crawford,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Texas,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Delaware,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Richland,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jackson,Oklahoma,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Trigg,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Cooper,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
La Vaca,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pontotoc,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Grainger,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clayton,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fulton,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Hill,Montana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Adams,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Coosa,Alabama,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fannin,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Adams,Washington,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Boundary,Idaho,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Elbert,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Poquoson,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Grant,New Mexico,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Glacier,Montana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Polk,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Adams,Ohio,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Zavala,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Monroe,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Atoka,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Crisp,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Leon,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Noble,Ohio,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
De Witt,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Douglas,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Peach,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Clarke,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wayne,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Morgan,West Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Prentiss,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fredericksburg,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Vernon,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Young,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Yates,New York,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
DeSoto,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Linn,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jackson,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Dickinson,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Ochiltree,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Waushara,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Desha,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Floyd,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Chowan,North Carolina,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Crisp,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Baker,Florida,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Saluda,South Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Fayette,Ohio,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Southampton,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Young,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Charlton,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Holmes,Florida,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Page,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Catahoula,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Rowan,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Vinton,Ohio,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Oregon,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Bleckley,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Pickens,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Alleghany,North Carolina,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Boone,West Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Juab,Utah,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Calhoun,South Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Blanco,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Page,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
St. James,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Woodford,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Stone,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Buckingham,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Colfax,Nebraska,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Blackford,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Winn,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Owyhee,Idaho,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Poquoson,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Cassia,Idaho,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Ralls,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
White Pine,Nevada,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Hamilton,Florida,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wasco,Oregon,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Seward,Nebraska,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Wabash,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
White,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Arenac,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Missaukee,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Kewaunee,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Carroll,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Simpson,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Otero,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Franklin,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Macon,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Clay,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Park,Montana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Somerset,Maryland,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Ashley,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Buchanan,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lawrence,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wythe,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Fulton,Pennsylvania,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Putnam,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lancaster,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Union,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Carroll,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Saunders,Nebraska,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Barbour,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wasatch,Utah,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clay,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
King George,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Comanche,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Inyo,California,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lawrence,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Mackinac,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Webster,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Johnson,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
White,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Floyd,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Hardy,West Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Amelia,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Chickasaw,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Grant,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Pike,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Custer,Oklahoma,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Clay,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Emery,Utah,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Skamania,Washington,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Wilbarger,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Union,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Radford,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Comanche,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Bates,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Hood River,Oregon,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Towns,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Chester,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Red Willow,Nebraska,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Montague,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Blaine,Idaho,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Saline,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Grayson,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jasper,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Cass,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Morgan,Ohio,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Gasconade,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Union,South Dakota,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
